case,samples,trials,mean_error_percent,sample_stdev_percent,min_error_percent,max_error_percent,under,exact,over
disjoint_interleaved,512,32,-0.8588790893554688,1.3598011686641713,-4.840087890625,0,13,19,0
disjoint_interleaved,2048,32,-0.244903564453125,0.41426744340356625,-1.812744140625,0,13,19,0
gapped_50,512,32,-0.6290435791015625,2.695556929822038,-6.8115234375,5.17578125,20,0,12
gapped_50,2048,32,-0.17547607421875,0.8117372302207558,-1.513671875,1.904296875,18,0,14
hot_shared_core,512,32,0.676727294921875,2.2742158777033206,-3.662109375,4.5166015625,11,0,21
hot_shared_core,2048,32,0.30670166015625,1.1509315927340247,-2.05078125,2.50244140625,14,0,18
uniform_50,512,32,0.4291534423828125,2.7791953199849995,-6.9580078125,6.26220703125,11,0,21
uniform_50,2048,32,0.2513885498046875,1.0846251318087117,-2.05078125,2.3681640625,14,0,18
