phase	system	workload	status	duration_sec	threads	measured_seconds	process_elapsed_sec	operations	throughput_ops_sec	avg_latency_us	successful_gets	engine_keys_read	engine_keys_written	peak_rss_kb	log_dir
pilot	f2load	workloadc	ok	3	48	3.021	4.027953386306763	190985	63209.0	757.063	120396	190985	0	287372	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ssdprobe_cu_e09_260913/pilot/workloadc/f2load
full	f2load	workloadc	ok	60	48	60.021	60.75437664985657	4717601	78598.0	610.595	2970568	4717601	0	288964	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ssdprobe_cu_e09_260913/full/workloadc/f2load
