kv_size	system	n_load_runs	n_jobs	mean_input_bytes	mean_input_MiB	mean_input_files	mean_output_files	mean_elapsed_ms	median_elapsed_ms	p90_elapsed_ms	stddev_elapsed_ms	cumulative_job_seconds	mean_read_ms	mean_write_ms	mean_merge_ms	mean_compress_ms	mean_decompress_ms	mean_sst_build_ms	mean_other_ms	mean_gather_ms	mean_split_ms	mean_diagnostics_ms	mean_mutex_wait_ms	mean_build_edit_ms	mean_commit_queue_wait_ms	mean_commit_after_queue_ms
1KB	comp	1	44459	267558571.3364898	255.16373761795978	4.034863582176837	4.227400526327628	710.3047733417305	635.373	1075.6004	600.1092555869686	31579.439917999753	94.14780087271419	156.80545862480037	255.98852943161114	0.0	0.0	169.79691504532266	33.56606936728222							
1KB	vcomp	1	48169	287084493.14874715	273.7851077544662	4.5856463700720385	4.527932902904357	10.1025864791671	7.551876	19.753885800000013	14.846054449054593	486.63148811499974			0.667763985031867				1.5306590043181298	0.0028137005542984077	0.3538682455521186	0.0011626348688990845	1.8200758984616663	0.016372026407025266	2.3375602991758186	3.3723106847972764
91B	comp	1	50630	279602060.32056093	266.64930374199	4.200059253407071	4.379439067746396	1744.4546171834882	1458.5545	2546.2314	1936.1201860561573	88321.73726799931	67.18801568240174	140.03373640134308	625.758170156034	0.0	0.0	680.4271865692277	231.04750837448154							
91B	vcomp	1	51926	282991125.58856833	269.88136824471314	4.498536378692755	4.464006470746832	9.83262368690059	7.997249500000001	17.765356	10.862515488897678	510.5688175659943			0.6524092711936217				1.4855206872472364	0.002960469957246851	0.3430938370373223	0.0012057104340792667	1.7776653289103725	0.01776032636829334	2.2231181011631937	3.328889954589223
