kv_size	system	bin_lower_bytes	bin_upper_exclusive_bytes	bin_lower_MiB	bin_upper_MiB	start_level	output_level	n_load_runs	n_jobs	mean_input_bytes	mean_input_MiB	mean_input_files	mean_output_files	mean_elapsed_ms	median_elapsed_ms	p90_elapsed_ms	stddev_elapsed_ms	cumulative_job_seconds	mean_read_ms	mean_write_ms	mean_merge_ms	mean_compress_ms	mean_decompress_ms	mean_sst_build_ms	mean_other_ms	mean_gather_ms	mean_split_ms	mean_diagnostics_ms	mean_mutex_wait_ms	mean_build_edit_ms	mean_commit_queue_wait_ms	mean_commit_after_queue_ms
91B	comp	8388608	16777216	8.0	16.0	2	3	1	33	12647262.212121213	12.061369144555295	2.0303030303030303	1	92.62369696969697	90.149	111.12620000000001	13.490762250251207	3.0565819999999997	4.882666666666666	6.295121212121212	29.05421212121212	0.0	0.0	32.43354545454545	19.958151515151517							
91B	comp	8388608	16777216	8.0	16.0	3	4	1	2	11691247	11.149641990661621	2	1	81.816	81.816	82.1232	0.543058007951269	0.163632	4.203	4.963	25.881	0.0	0.0	28.167	18.602							
91B	comp	8388608	16777216	8.0	16.0	4	5	1	1	11645220	11.10574722290039	2	1	76.053	76.053	76.053		0.076053	4.405	4.148	22.623	0.0	0.0	27.776	17.101							
91B	comp	16777216	33554432	16.0	32.0	1	2	1	28	24722201.785714287	23.576928888048446	2.107142857142857	1	168.65135714285714	167.57299999999998	199.7638	29.750972961636418	4.722238	10.037392857142857	10.734392857142858	56.43717857142857	0.0	0.0	62.57832142857143	28.864071428571428							
91B	comp	16777216	33554432	16.0	32.0	2	3	1	94	26040848.19148936	24.834488097657548	2.0319148936170213	1.0106382978723405	170.4233085106383	170.986	209.4658	31.678266993650425	16.019791	7.799468085106383	10.57181914893617	57.86202127659575	0.0	0.0	64.54220212765958	29.647797872340426							
91B	comp	16777216	33554432	16.0	32.0	3	4	1	11	25800257.636363637	24.605043064464223	2	1	162.68936363636362	173.916	196.185	29.504831256161175	1.789583	7.162	10.671545454545456	57.475272727272724	0.0	0.0	59.12772727272727	28.25281818181818							
91B	comp	16777216	33554432	16.0	32.0	4	5	1	1	29711191	28.334799766540527	2	1	172.345	172.345	172.345		0.172345	6.644	8.559	60.696	0.0	0.0	63.193	33.253							
91B	comp	33554432	67108864	32.0	64.0	1	2	1	157	56876483.2866242	54.24164131796284	2.089171974522293	1.1656050955414012	354.91120382165604	360.759	411.71540000000005	51.41650397248983	55.721058999999975	15.408751592356689	21.900726114649682	120.77575796178344	0.0	0.0	142.16203184713376	54.663936305732484							
91B	comp	33554432	67108864	32.0	64.0	2	3	1	189	51464674.576719575	49.080538346023154	2.0952380952380953	1.1216931216931216	326.5232962962963	329.502	404.408	63.29432164975963	61.71290300000001	14.387243386243386	20.98214814814815	114.85398941798942	0.0	0.0	126.15704232804232	50.142873015873015							
91B	comp	33554432	67108864	32.0	64.0	3	4	1	128	55688142.640625	53.10835136473179	2.0546875	1.03125	341.139109375	352.82349999999997	402.1547	54.016974968757225	43.665805999999996	14.4311640625	21.77125	123.5534453125	0.0	0.0	128.0141171875	53.3691328125							
91B	comp	33554432	67108864	32.0	64.0	4	5	1	1	66298810	63.22747230529785	2	1	391.073	391.073	391.073		0.391073	16.88	24.54	145.744	0.0	0.0	147.689	56.22							
91B	comp	67108864	134217728	64.0	128.0	1	2	1	4844	112946037.01651527	107.71373464252021	2.03860445912469	2.083195706028076	756.1523387696119	785.0545	856.0707	99.30953217340797	3662.801929000005	28.279019611890998	55.37116597853014	249.5642475227085	0.0	0.0	322.0749597440132	100.86294591246903							
91B	comp	67108864	134217728	64.0	128.0	2	3	1	2477	100359725.9031086	95.71049299536571	2.145740815502624	1.9640694388373032	682.2956253532499	672.947	828.8256	104.4725896658875	1690.046264	26.689300363342753	50.61895761001211	224.72834800161485	0.0	0.0	290.82283932176017	89.43618005651999							
91B	comp	67108864	134217728	64.0	128.0	3	4	1	1698	101394067.70259129	96.69691820391778	2.1678445229681977	1.8138987043580683	659.8603574793875	650.2445	816.821	114.02178308392739	1120.4428869999988	25.78332921083628	45.71821908127208	229.5582078916372	0.0	0.0	272.0644676089517	86.73613368669022							
91B	comp	67108864	134217728	64.0	128.0	4	5	1	199	105723617.22613065	100.82589838612618	2.0552763819095476	1.8693467336683418	625.5334924623115	634.612	752.0486	100.3613381004449	124.48116500000005	25.563949748743717	37.74496984924623	231.92372361809046	0.0	0.0	246.2134070351759	84.08744221105528							
91B	comp	134217728	268435456	128.0	256.0	0	1	1	1	241331855	230.15199184417725	4	4	1512.551	1512.551	1512.551		1.512551	56.701	78.837	534.085	0.0	0.0	651.445	191.483							
91B	comp	134217728	268435456	128.0	256.0	1	2	1	6249	171826706.22467595	163.86671659915538	2.3755800928148503	3.023043686989918	1081.120005280845	1024.337	1387.9937999999997	198.6318273697882	6755.918913000014	41.670639302288365	89.39483837413987	379.96724771963517	0.0	0.0	421.77767018722994	148.30960969755162							
91B	comp	134217728	268435456	128.0	256.0	2	3	1	7422	210899344.97547832	201.12928865001518	3.5375909458367016	3.465777418485583	1327.5862609808678	1299.752	1628.8098	230.69799109649486	9853.345229	54.64712449474535	112.51526421449744	471.2642853678254	0.0	0.0	510.57272298571814	178.58686391808138							
91B	comp	134217728	268435456	128.0	256.0	3	4	1	3935	203400731.00660738	193.97805309925783	3.412452350698856	3.245489199491741	1281.814675476493	1265.431	1613.1518	246.6272943470929	5043.940748000004	50.65265057179161	96.36173189326557	459.0936119440915	0.0	0.0	509.3963687420584	166.3103123252859							
91B	comp	134217728	268435456	128.0	256.0	4	5	1	2101	166246248.79057592	158.54477767045586	2.1584959543074724	2.4483579247977154	964.2500209424084	934.201	1120.851	116.37797554443652	2025.8892939999967	38.94829700142789	60.65361161351737	364.58899619228936	0.0	0.0	372.8768381722989	127.18227796287482							
91B	comp	268435456	536870912	256.0	512.0	0	1	1	2	434433719.5	414.30828046798706	7.5	7	2717.879	2717.879	3002.3062	502.8010046847561	5.435758	89.82900000000001	162.6475	971.5174999999999	0.0	0.0	1138.675	355.21000000000004							
91B	comp	268435456	536870912	256.0	512.0	1	2	1	303	314615549.6666667	300.04076925913495	3.4455445544554455	5.161716171617162	1968.1190330033003	1900.279	2320.4744	295.1363596009067	596.3400669999995	76.08252475247525	163.48226732673268	694.5408613861387	0.0	0.0	772.4556072607261	261.55777227722774							
91B	comp	268435456	536870912	256.0	512.0	2	3	1	8825	350592999.8620963	334.3515394803012	5.602492917847026	5.564985835694051	2169.7729007365438	2123.396	2581.7582	317.72123112215667	19148.245848999974	85.43172351274788	184.635391388102	768.4173253257791	0.0	0.0	840.1010469121813	291.1874135977337							
91B	comp	268435456	536870912	256.0	512.0	3	4	1	10887	383691034.2915404	365.9162848391918	5.984660604390558	5.646183521631303	2356.1835330210342	2383.842	2755.9186	320.65216395215526	25651.770124000002	93.244703407734	189.23460338017819	844.6993689721686	0.0	0.0	919.8806465509323	309.12421071002115							
91B	comp	536870912	1073741824	512.0	1024.0	0	1	1	5	825787276.2	787.5321161270142	6.4	11.2	5027.24	5555.145	6282.5432	1390.5826824141025	25.136200000000002	182.7524	393.1542	1834.8247999999999	0.0	0.0	1949.4448	667.0638							
91B	comp	536870912	1073741824	512.0	1024.0	1	2	1	6	693466054	661.3407649993896	5.333333333333333	9.666666666666666	4301.2415	4060.0795	5183.699	769.9327329853561	25.807449000000002	168.09033333333332	357.2228333333333	1529.5561666666667	0.0	0.0	1687.6165	558.7556666666667							
91B	comp	536870912	1073741824	512.0	1024.0	2	3	1	134	627973858.2985075	598.8825400338244	9.276119402985074	9.776119402985074	3848.9789701492537	3753.9669999999996	4510.3273	434.145221045361	515.7631819999999	142.2563880597015	319.6290671641791	1355.5328208955225	0.0	0.0	1517.4592910447761	514.1014029850746							
91B	comp	536870912	1073741824	512.0	1024.0	3	4	1	103	579584843.0776699	552.7351790215205	7.718446601941747	7.718446601941747	3496.387650485437	3413.434	3751.9606	317.03366982628785	360.127928	132.15531067961166	294.86531067961164	1239.9015728155339	0.0	0.0	1361.1358058252426	468.3296504854369							
91B	comp	1073741824	2147483648	1024.0	2048.0	0	1	1	211	1745566232.5402844	1664.701683559689	13.27962085308057	26.033175355450236	10810.298843601895	11123.735	12732.046	1555.0530003581378	2280.9730560000007	367.7617488151659	876.5889052132701	4004.482691943128	0.0	0.0	4145.215966824645	1416.2495308056873							
91B	comp	2147483648	4294967296	2048.0	4096.0	0	1	1	488	2749708333.038934	2622.326214827475	23.438524590163933	38.557377049180324	17394.452477459017	16556.376	22177.2262	3133.8835347142667	8488.492809000003	546.2826045081968	1316.9373278688524	6775.932024590164	0.0	0.0	6529.715715163935	2225.5848053278687							
91B	comp	4294967296	8589934592	4096.0	8192.0	0	1	1	25	4743294497.88	4523.558137779236	32.96	53.36	30192.251800000002	30359.108	32871.394400000005	2168.3322710698467	754.806295	919.87412	2173.5322	12002.96392	0.0	0.0	11282.48648	3813.3950800000002							
91B	vcomp	262144	524288	0.25	0.5	2	3	1	1	273717	0.26103687286376953	2	1	3.247659	3.247659	3.247659		0.003247659			0.025627				0.286568	0.001659	0.013582	0.000131	0.614952	0.002478	0.735249	1.567413
91B	vcomp	524288	1048576	0.5	1.0	2	3	1	2	785733	0.749333381652832	2	1	5.93514	5.93514	8.116640799999999	3.856385022109696	0.011870279999999999			0.023557				0.7030810000000001	0.00165	0.013478500000000001	0.007209999999999999	2.5202394999999997	0.0026555	1.2734139999999998	1.3898545
91B	vcomp	1048576	2097152	1.0	2.0	2	3	1	3	1650506.3333333333	1.5740454991658528	2	1	7.019580666666667	2.135765	14.473429000000003	9.134535027825793	0.021058742000000002			0.025705				0.8068473333333334	0.0015993333333333332	0.013395666666666667	0.004301	1.32538	0.0025466666666666667	0.8158126666666666	4.023993
91B	vcomp	2097152	4194304	2.0	4.0	2	3	1	5	3152877.6	3.006818389892578	2	1	8.388117600000001	6.859288	12.86694	4.037255099761074	0.04194058800000001			0.032736799999999996				0.9022922	0.0020868	0.0159662	0.0075686	2.353812	0.0036428	2.2686514	2.8013608
91B	vcomp	2097152	4194304	2.0	4.0	3	4	1	1	3165351	3.01871395111084	2	1	14.167651	14.167651	14.167651		0.014167651			0.029074				0.853117	0.002114	0.013872	8.9e-05	3.908191	0.004099	6.523831	2.833264
91B	vcomp	4194304	8388608	4.0	8.0	2	3	1	11	6696140.454545454	6.385937170548872	2	1	10.303775363636364	11.293856	14.307661	3.607507682700406	0.113341529			0.04163045454545455				1.4652932727272727	0.0019521818181818182	0.02137609090909091	0.005485090909090909	2.8085387272727274	0.004429181818181818	2.1569920909090907	3.7980782727272726
91B	vcomp	4194304	8388608	4.0	8.0	3	4	1	3	6696879	6.386641502380371	2	1	6.165295666666667	5.681649	7.263445	1.3199909940065246	0.018495887			0.030278666666666666				0.7377886666666666	0.002611	0.013616666666666668	8.6e-05	1.8821536666666667	0.003225	1.287623	2.207913
91B	vcomp	8388608	16777216	8.0	16.0	2	3	1	22	12720595.409090908	12.131305131045254	2	1	7.287746636363637	5.354986	15.081145700000006	4.531940606099025	0.16033042600000003			0.054982136363636365				1.0994154545454544	0.0024122727272727273	0.02553718181818182	0.005206681818181818	1.7996114545454545	0.0036225454545454547	1.5797765454545454	2.717182363636364
91B	vcomp	8388608	16777216	8.0	16.0	3	4	1	2	13917136	13.272415161132812	2	1	8.8692995	8.8692995	15.2566431	11.291334933321238	0.017738599			0.042443999999999996				1.015109	0.0023325	0.020812	9.7e-05	4.124699000000001	0.003177	1.450985	2.209644
91B	vcomp	16777216	33554432	16.0	32.0	1	2	1	1	16967687	16.181647300720215	2	1	18.666722	18.666722	18.666722		0.018666722			0.077686				0.771967	0.001963	0.037948	6e-05	1.393439	0.0036	11.82856	4.551499
91B	vcomp	16777216	33554432	16.0	32.0	2	3	1	60	24755642.75	23.60882067680359	2	1	8.1491161	7.0173255	13.8582221	5.199166127128353	0.4889469659999999			0.08026673333333334				1.4747133833333332	0.002188966666666667	0.03709701666666667	0.0035492333333333333	1.8843110333333333	0.003667	1.5022769	3.161045833333333
91B	vcomp	16777216	33554432	16.0	32.0	3	4	1	14	24037391.714285713	22.923843111310685	2.0714285714285716	1	9.314877785714286	8.5838195	16.1423992	5.348725405650716	0.13040828899999996			0.059215357142857146				0.9701201428571429	0.0021037857142857143	0.027087285714285713	0.0005797857142857143	1.7535545	0.0038159285714285717	3.094862357142857	3.403538642857143
91B	vcomp	16777216	33554432	16.0	32.0	4	5	1	1	17254243	16.454928398132324	2	1	9.119747	9.119747	9.119747		0.009119747000000001			0.044409				0.04994	0.003067	0.020423	0.000127	1.225387	0.003357	0.447874	7.325163
91B	vcomp	33554432	67108864	32.0	64.0	1	2	1	65	61246259.55384615	58.408984712453986	1.9692307692307693	1.353846153846154	8.874740507692307	8.694224	19.236057400000007	6.478838844455036	0.576858133			0.20789204615384616				1.3981766153846154	0.0020639692307692307	0.09960193846153846	8.66e-05	1.8929760615384617	0.0057536	2.5397986153846155	2.7283910615384617
91B	vcomp	33554432	67108864	32.0	64.0	2	3	1	194	52942177.706185564	50.48959513300473	2.0412371134020617	1.1185567010309279	8.2544601185567	7.3933225	15.071865900000002	4.6307107622114705	1.6013652629999997			0.1271164381443299				1.0677541494845362	0.0021224948453608247	0.05766068556701031	0.002555840206185567	2.065078680412371	0.004145778350515464	2.0314550103092786	2.8965710412371135
91B	vcomp	33554432	67108864	32.0	64.0	3	4	1	156	57254209.820512824	54.60186941195757	2.019230769230769	1.0128205128205128	10.15317892948718	8.839033	19.647503	6.201165821020548	1.5838959129999999			0.08928169871794872				1.334827346153846	0.007210384615384616	0.04120298076923077	0.00014758333333333333	1.937416435897436	0.0038724615384615386	2.3458338141025643	4.3933862243589745
91B	vcomp	33554432	67108864	32.0	64.0	4	5	1	1	40628668	38.746517181396484	2	1	6.220627	6.220627	6.220627		0.006220627			0.079998				0.568339	0.002695	0.027617	0.000104	0.530542	0.003158	1.198773	3.809401
91B	vcomp	67108864	134217728	64.0	128.0	1	2	1	4810	114561816.20790021	109.25466175832769	2.041995841995842	2.117047817047817	9.396818527650728	7.9378985	16.989783	10.0042385534898	45.19869711799998			0.37724452245322243				1.7976841825363825	0.002384278794178794	0.18701989106029107	9.368191268191268e-05	2.187438324948025	0.009643680249480249	2.130098663201663	2.7052113024948024
91B	vcomp	67108864	134217728	64.0	128.0	2	3	1	2528	101648806.92563291	96.93985645831386	2.1253955696202533	1.9897151898734178	8.709686700553798	7.5148575	15.127885800000001	8.715511044569137	22.018087979000025			0.21384583583860758				1.440429380142405	0.0022008299050632913	0.10741378125	0.0026057610759493673	2.1456768912183546	0.006903208069620253	1.9764987349683545	2.814112278085443
91B	vcomp	67108864	134217728	64.0	128.0	3	4	1	1583	101846975.40619078	97.12884464854315	2.1888818698673407	1.8597599494630448	7.5600189014529375	5.290099	15.496531199999998	10.565545278707114	11.967509921000003			0.1538707883765003				1.3556750562223625	0.002409157927984839	0.07550962728995578	0.00011248452305748578	1.341136728995578	0.005691022741629817	1.809060991156033	2.8165530442198357
91B	vcomp	67108864	134217728	64.0	128.0	4	5	1	620	120423386.60161291	114.84469089661876	2.064516129032258	1.982258064516129	12.494709577419355	10.938029	20.322905600000002	29.374180207052895	7.746719938			0.13294151935483872				2.6760706161290324	0.0033596983870967743	0.06635357258064516	0.00010505483870967742	1.5114357112903225	0.006082022580645162	2.94001115	5.158350232258065
91B	vcomp	134217728	268435456	128.0	256.0	1	2	1	6562	182780950.67906126	174.31349819093825	2.7779640353550747	3.212587625723865	10.137595829625115	8.982889	17.680718600000002	11.529592991140325	66.52290383399985			0.5698550478512648				1.7738320777202072	0.002382069795793965	0.28303372904602253	0.00010493081377628772	2.116912429594636	0.013668375342883267	2.383986846845474	2.9938203226150564
91B	vcomp	134217728	268435456	128.0	256.0	2	3	1	8356	209914030.49545237	200.18961953683126	3.564743896601245	3.5167544279559597	8.799747167544279	7.541698	15.174513	10.031596697878214	73.5306873320004			0.4216982231929153				1.395341406055529	0.002415848731450455	0.2110823253949258	0.0029926241024413594	1.9681910124461466	0.01239214719961704	1.9512745062230732	2.834359074198181
91B	vcomp	134217728	268435456	128.0	256.0	3	4	1	4063	203990528.84617278	194.54052815072325	3.47969480679301	3.3162687669209943	7.59035153876446	5.392433	15.697011400000003	8.98532712632365	30.839598301999967			0.2840896086635491				1.1343824208712774	0.0028197523997046518	0.13992831602264336	0.00013027048978587252	1.351544428254984	0.009767862909180408	1.7503778545409796	2.9173110246123555
91B	vcomp	134217728	268435456	128.0	256.0	4	5	1	1982	184926388.93289608	176.35954755105598	2.7169525731584256	2.843087790110999	12.030530888496468	11.412478	19.426584799999997	18.14239384726021	23.844512220999977			0.2066658743693239				1.8086327578203834	0.0035146644803229063	0.10594851917255298	0.00012174722502522705	1.5363414470232089	0.008604190211907165	3.2040799384460144	5.156621749747729
91B	vcomp	268435456	536870912	256.0	512.0	0	1	1	10	493829594.1	470.95260057449343	7.4	7.9	20.7688504	20.315995	25.560047599999997	4.21519847971597	0.207688504			2.4025124				2.039188	0.003134	1.2293459	0.0001293	2.4053058000000003	0.0623976	3.9395686	8.6872688
91B	vcomp	268435456	536870912	256.0	512.0	1	2	1	621	326613718.50402576	311.48311472323013	4.140096618357488	5.524959742351046	10.40520622705314	9.39477	18.699499	5.641729278899061	6.461633066999997			0.883560887278583				1.3848002866344606	0.0023121497584541063	0.436803578099839	0.0001231417069243156	1.7070593655394526	0.022650523349436392	2.783286534621578	3.1846097600644123
91B	vcomp	268435456	536870912	256.0	512.0	2	3	1	7855	349640419.306811	333.44308787041757	5.6774029280712925	5.673074474856779	8.631818273201782	7.35767	15.286318800000004	5.663303079631361	67.80293253599999			0.6904355155951624				1.2668659099936346	0.0029041699554423935	0.34850342406110757	0.003204399236155315	1.5508462272437937	0.022503016040738382	1.9485339196690006	2.7980216914067473
91B	vcomp	268435456	536870912	256.0	512.0	3	4	1	11326	377483055.1442698	359.9958945696543	6.0364647713226205	5.711372064276885	10.526594080434398	8.700714000000001	19.2691795	7.567161070484401	119.22420455500017			0.4669740716051563				1.2134842631997174	0.003885149920536818	0.23751570369062333	0.00014941515098004592	1.6777869064983224	0.019457075225145684	2.645373582376832	4.261967912767084
91B	vcomp	268435456	536870912	256.0	512.0	4	5	1	109	303891840.41284406	289.8138431671563	4.1192660550458715	4.3577981651376145	12.118679504587156	12.251435	20.4631644	6.490053423374718	1.3209360659999998			0.3188712568807339				1.6783054495412844	0.004353458715596331	0.16401399082568807	0.00013694495412844038	1.3607526788990825	0.012277743119266054	3.449736256880734	5.130231724770642
91B	vcomp	536870912	1073741824	512.0	1024.0	0	1	1	13	719917864.2307693	686.5671770389264	10.307692307692308	11.076923076923077	19.50802369230769	19.190666	24.549713000000004	4.508320837680096	0.253604308			3.609195076923077				2.016485769230769	0.00430023076923077	1.9533346153846154	0.00014715384615384615	1.6126563846153845	0.12157584615384616	3.2475430000000003	6.942785615384615
91B	vcomp	536870912	1073741824	512.0	1024.0	1	2	1	35	664966766.6	634.1617265701294	5.885714285714286	10.257142857142858	11.1398486	8.904141	16.8490326	8.670787134581904	0.389894701			1.4250388285714286				2.0989042285714286	0.0024846	0.7276663714285714	0.00014114285714285715	1.2941516	0.04737782857142857	2.4601791714285715	3.083904828571429
91B	vcomp	536870912	1073741824	512.0	1024.0	2	3	1	169	621142325.8994083	592.3674830431064	9.159763313609467	9.710059171597633	9.03683797633136	7.870928	15.336688200000001	5.70689738090826	1.5272256180000001			1.1207535621301774				1.425434970414201	0.004520337278106509	0.5939730295857988	0.004551147928994083	1.2596692130177514	0.04061650295857988	2.017282550295858	2.5700366627218934
91B	vcomp	536870912	1073741824	512.0	1024.0	3	4	1	58	602748879.8793104	574.8261259835342	7.517241379310345	7.5	14.688131775862068	11.615909	25.050004300000005	8.59837935711111	0.8519116430000002			0.7558126551724138				1.8626294655172413	0.004579568965517242	0.39159793103448276	0.00037991379310344826	2.446734	0.026945	3.512951344827586	5.686501896551724
91B	vcomp	1073741824	2147483648	1024.0	2048.0	0	1	1	138	1879435534.9130435	1792.3693989878116	25.942028985507246	28.434782608695652	28.391977739130436	26.0471565	37.5955475	8.96642590360171	3.918092928000002			11.211455369565217				2.584279101449275	0.006229855072463768	6.687305731884058	0.00016993478260869565	0.8209635579710145	0.1678687391304348	1.3675977391304348	5.546107710144928
91B	vcomp	2147483648	4294967296	2048.0	4096.0	0	1	1	546	3263351031.6318684	3112.174064285153	42.22527472527472	41.22527472527472	40.52070324908425	37.133763	49.631349	28.586024920224933	22.12430397399998			16.688166166666665				6.086443432234432	0.00699260989010989	9.57960047069597	0.00017849816849816849	0.7320182271062271	0.26627215934065934	1.2163978333333334	5.9446338516483515
