phase	system	workload	status	duration_sec	threads	measured_seconds	process_elapsed_sec	operations	throughput_ops_sec	avg_latency_us	successful_gets	engine_keys_read	engine_keys_written	peak_rss_kb	log_dir
pilot	baseline	workloadc	ok	3	48	3.018	3.9761452674865723	177498	58810.0	814.58	112369	177498	0	302448	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ssdprobe_cu_n02_260913/pilot/workloadc/baseline
full	baseline	workloadc	ok	60	48	60.019	60.960076570510864	3568281	59452.0	807.224	2257373	3568281	0	300536	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ssdprobe_cu_n02_260913/full/workloadc/baseline
