workload	metric	unit	baseline_n	baseline_mean	baseline_min	baseline_max	baseline_sd	f2load_n	f2load_mean	f2load_min	f2load_max	f2load_sd	absolute_mean_difference	mean_difference_pct	percentage_point_difference	f2load_mean_in_baseline_range
B	compaction_write_bytes	bytes	10	160231334297.6	157620260864	164115251200	1880632085.2360165	9	166511208675.55554	162357817344	170578558976	2979493242.163146	6279874377.955536	3.919254873264566		False
B	compaction_read_bytes_per_op	bytes/op	10	536.0701090261816	529.2251484538988	545.1815511779819	5.211160780498466	9	556.5871152084699	542.9200606712317	567.4209287269293	7.7054971847693565	20.51700618228824	3.827299048544086		False
B	compaction_write_bytes_per_op	bytes/op	10	513.0614268286856	506.5442320154109	522.0238509891536	5.051132397013844	9	532.3823225628049	518.5997053198668	544.0815185298657	7.7270562558133316	19.32089573411929	3.7658055592962425		False
B	flush_write_bytes_per_op	bytes/op	10	35.54653668364203	35.37272479610502	35.66785031596082	0.11655843417922772	9	35.525158879208895	35.38423717905548	35.63672072437084	0.09935825236622878	-0.021377804433136305	-0.060140329910041146		True
B	device_read_ios	I/Os	10	82090892.8	80485528	83855089	1151677.045084428	9	82147820	81334164	83017630	575716.8291994772	56927.20000000298	0.0693465475380961		True
B	device_write_ios	I/Os	10	376017.5	359970	403668	12832.748672829215	9	411269.55555555556	396127	426777	10911.9665059868	35252.05555555556	9.375110348735237		False
B	device_read_bytes	bytes	10	872315770880	858491863040	890774892544	11114046388.967695	9	878444233159.1111	869132337152	889045078016	7285739549.441901	6128462279.111084	0.7025508977017259		True
B	device_write_bytes	bytes	10	172090327449.6	169088524288	176916049920	2266742512.897049	9	179042003626.66666	175294062592	182756229120	2990340712.1425486	6951676177.06665	4.039550787131008		False
B	device_read_bytes_per_op	bytes/op	10	2793.018318556985	2781.835961779991	2807.634258639044	8.561956808554003	9	2808.694347260623	2791.4907883702767	2821.218246564613	10.01134962671949	15.676028703638167	0.5612576401481384		False
B	device_write_bytes_per_op	bytes/op	10	551.0252033984841	543.3997901576022	559.0401875298996	5.418591993893009	9	572.4467263763239	559.9203702764793	582.9237112642734	7.454984827398049	21.4215229778398	3.887575894119033		False
C	throughput_ops_sec	ops/s	10	1600855.7	1511066.0	1642937.0	37139.08445305446	9	1506388.111111111	1311868.0	1644652.0	105441.29700388321	-94467.58888888895	-5.901068340443738		False
C	avg_latency_us	us	10	29.9973	29.215	31.764	0.71793222366584	9	32.00644444444445	29.184	36.587	2.318780881794953	2.0091444444444484	6.697750945733283		False
C	filter_checks_per_get	checks/Get	10	3.6097568480921662	3.3177394505158317	4.025320327237377	0.19879661629887874	9	3.8308805117065057	3.2447348922603747	4.170999884582515	0.35054483949928283	0.22112366361433944	6.125721839996179		True
C	positive_lookup_pct	%	10	60.29229897092676	60.29200102436317	60.29272800223776	0.00028779856348321297	9	63.73756921841288	61.68585300438253	66.93848978521434	2.0496633268424347	3.445270247486121	5.714279114066367	3.445270247486121	False
C	bloom_false_positive_pct	%	10	0.8636362527815102	0.7436424637900177	1.0945143178633117	0.10646848044917476	9	0.8901485571288653	0.7174533510964551	1.3065261925956178	0.1837390720040545	0.026512304347355076	3.0698461605759286	0.026512304347355076	True
C	data_cache_misses_per_op	misses/op	10	0.23444928405886825	0.23413834421094254	0.23463754146624727	0.00017635442875080782	9	0.23443918343699371	0.23391577561540758	0.23492337633711732	0.0003447594706252201	-1.0100621874536975e-05	-0.004308233192129585		True
