system	arm	workload	operations	get_requests	successful_gets	bloom_useful	bloom_full_positive	bloom_full_true_positive	throughput_ops_sec	avg_latency_us	filter_checks_per_get	positive_lookup_pct	bloom_false_positive_pct	data_cache_misses_per_op	data_cache_hit_pct	compaction_read_bytes	compaction_write_bytes	compaction_read_bytes_per_op	compaction_write_bytes_per_op	flush_write_bytes_per_op	device_read_ios	device_write_ios	device_read_bytes	device_write_bytes	device_read_bytes_per_op	device_write_bytes_per_op	source_run	source_db	measured_seconds	process_elapsed_seconds	measurement_binary_sha256
baseline	run3	A	211468685	105730710	91769941	875591651	62464777	53943230	704837.0	68.098	8.872128334331624	86.7959186124826	0.9638524817044978	1.093911337274358	13.465858393685027	854882060346	797767131136	4042.5941096006723	3772.5071735136576	354.7503690440029	50897706	1810335	1376953384960	902719827968	6511.381980551872	4268.810902039704	ycsb_band_run3_260910	/work/vcomp/exp/physcopy_band_260910/run3	300.025	304.6007134914398	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
baseline	run3	B	313997005	298298353	249160654	1064330347	163562976	152429755	1046564.0	45.862	4.116326190376251	83.52733144322791	1.035202059025025	0.3524322310016938	45.83795324156179	167443360583	160233394176	533.2641965263331	510.30230105538743	35.66785031596082	82632466	367365	877902868480	171986419712	2795.895675756525	547.73267570498	ycsb_band_run3_260910	/work/vcomp/exp/physcopy_band_260910/run3	300.026	304.9084677696228	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
baseline	run3	C	453369970	453369970	273346031	1534630695	290328661	273346031	1511066.0	31.764	4.025320327237377	60.29204603030942	1.0945143178633117	0.23435728881646042	63.45721777144359	0	0	0.0	0.0	0.0	106715794	39	887231082496	1871872	1956.9692330879348	0.00412879573827971	ycsb_band_run3_260910	/work/vcomp/exp/physcopy_band_260910/run3	300.033	304.50946068763733	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
baseline	run3	D	787546034	748164895	688631457	557262192	322604847	316912489	2624828.0	18.285	1.1760335788008338	92.04273838590088	1.0111576502934385	0.15167129646163643	62.99819303513598	149923649	120520704	0.19036810869140888	0.15303321811915824	51.97575712380516	119931484	87988	996153880576	41119588352	1264.8833688063496	52.21229817278211	ycsb_band_run3_260910	/work/vcomp/exp/physcopy_band_260910/run3	300.037	304.81724286079407	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
baseline	run3	E	31969538	0	0	0	0	0	106557.0	450.448				8.997716857841361	56.01796544561889	0	0	0.0	0.0	51.98114254888513	143907639	2721	2063681683456	1667739648	64551.50160305726	52.16652326974509	ycsb_band_run3_260910	/work/vcomp/exp/physcopy_band_260910/run3	300.022	304.63919830322266	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
baseline	run3	F	181950739	181950739	157433454	1162840848	105170990	93740762	606455.0	79.145	6.9689842699677085	86.52531716290528	0.9733892142635046	1.3276776138842723	19.22052260304442	808222464440	759212007424	4441.985060802638	4172.623928853623	354.8017103629351	81821798	1860942	1566051520512	838628958208	8607.008298614275	4609.0989397300555	ycsb_band_run3_260910	/work/vcomp/exp/physcopy_band_260910/run3	300.023	304.9294316768646	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f01	A	208354192	104172919	90370146	870392155	61541340	53126492	694449.0	69.117	8.946024590133641	86.75013320880448	0.9575308311465516	1.1025914947753968	13.46992944529512	851285511086	794921611264	4085.7613802461915	3815.241745959208	354.97423275745757	50096333	1861053	1357861711872	897404153856	6517.083716136606	4307.108703893992	ycsb_f2band_f01_260911	/work/vcomp/exp/f2band_260911/f01	300.028	304.4754149913788	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f01	B	317141064	301285951	251634018	1070133665	164416516	153712285	1057056.0	45.407	4.097602881589391	83.51999725337342	0.990364146151293	0.3584037007582216	45.25137571026476	177886898341	170120200192	560.907805811612	536.4180785872624	35.606135921269406	83436847	433028	892102430720	182190563328	2812.9514969401753	574.4779973620824	ycsb_f2band_f01_260911	/work/vcomp/exp/f2band_260911/f01	300.023	304.7675654888153	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f01	C	342940990	342940990	212280239	1230701467	225712012	212280239	1143040.0	41.992	4.246834066117322	61.89993182208986	1.079608884977625	0.23538736212314545	64.28997353814732	0	0	0.0	0.0	0.0	81097280	47	676325163008	1597440	1972.1327654883132	0.004658060851810103	ycsb_f2band_f01_260911	/work/vcomp/exp/f2band_260911/f01	300.025	304.07096552848816	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f01	D	792991361	753338235	693027010	533266511	323885976	318395693	2643045.0	18.16	1.1378056325522892	91.99413726823516	1.0190651999462303	0.15136894410631543	62.96183596422905	36546959	125804544	0.04608746172708936	0.1586455416630951	52.00957586094056	120565609	82877	1000770088960	41405820928	1262.018904844034	52.21471880322288	ycsb_f2band_f01_260911	/work/vcomp/exp/f2band_260911/f01	300.029	304.66102409362793	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f01	E	31122429	0	0	0	0	0	103732.0	462.708				9.014358647906306	56.1567704610741	0	0	0.0	0.0	51.277734266820886	141048419	2750	2011996557312	1623429120	64647.79973671078	52.162674063775675	ycsb_f2band_f01_260911	/work/vcomp/exp/f2band_260911/f01	300.026	304.5223753452301	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f01	F	180582364	180582364	156183303	1143735156	104068917	92945695	601883.0	79.745	6.90988890255086	86.48868003522205	0.9631676240045427	1.3482964814880816	19.03854749483879	820172629402	770755932160	4541.820204557738	4268.168358677595	354.9261077344186	81208015	1948243	1570372120576	848338849792	8696.154407281987	4697.79457418112	ycsb_f2band_f01_260911	/work/vcomp/exp/f2band_260911/f01	300.029	304.57956552505493	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f02	A	210814666	105403228	91456190	866078314	62086056	53675933	702653.0	68.309	8.805843877950304	86.76792137713278	0.9617191770827268	1.1158032050768232	13.281785519656145	873120735185	815920357376	4141.650824165146	3870.3206605938885	354.9449520082251	50803457	1905199	1386679873536	917026492416	6577.720136112352	4349.917915179582	ycsb_f2band_f02_260911	/work/vcomp/exp/f2band_260911/f02	300.027	304.4750998020172	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f02	B	311560247	295983072	247096397	1069294035	161311066	150614008	1038428.0	46.221	4.157687440314154	83.48328684148531	0.9904765020131513	0.3580050056899589	45.21641416901313	174122926598	166461321216	558.8740164209717	534.2829286433323	35.58002262721277	81847500	406908	875793604608	179041185792	2810.9927792167914	574.659917354604	ycsb_f2band_f02_260911	/work/vcomp/exp/f2band_260911/f02	300.031	304.7855553627014	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f02	C	453174009	453174009	282291146	1570866658	296526998	282291146	1510456.0	31.777	4.120698934435139	62.29199830390096	0.8981029245862465	0.234917411161592	64.13461107235165	0	0	0.0	0.0	0.0	106933152	42	888497549312	1581056	1960.610122528011	0.003488849688200013	ycsb_f2band_f02_260911	/work/vcomp/exp/f2band_260911/f02	300.025	304.3985047340393	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f02	D	794879160	755131929	694597970	539434616	324905281	318801589	2649383.0	18.117	1.144621044093078	91.98365786490271	1.1188383859562068	0.15173966317094034	62.89368506518882	0	0	0.0	0.0	52.00163732560305	121146965	87653	1005499699200	41379110912	1264.9717715583336	52.0571087962603	ycsb_f2band_f02_260911	/work/vcomp/exp/f2band_260911/f02	300.024	304.69302892684937	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f02	E	31689781	0	0	0	0	0	105622.0	454.424				9.032744467372622	56.007585460654205	0	0	0.0	0.0	50.63215842356247	144115629	3522	2053577093120	1652957184	64802.501889173676	52.16057453978618	ycsb_f2band_f02_260911	/work/vcomp/exp/f2band_260911/f02	300.027	304.5051021575928	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f02	F	178982587	178982587	154763220	1215354629	103861606	92007347	596538.0	80.458	7.370640111487494	86.46831102066929	0.9659528313324928	1.3299374927461518	19.43601247848079	798783457010	749881724928	4462.911562508592	4189.6909498129	354.8573826290711	80071837	1899139	1539639169024	831362949120	8602.172953416972	4644.9376056901	ycsb_f2band_f02_260911	/work/vcomp/exp/f2band_260911/f02	300.035	304.6526803970337	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f03	A	204547263	102267984	88673260	848275268	60328362	52099109	681749.0	70.402	8.884536435176036	86.70676445523753	0.9607950452371284	1.103941791682639	13.470291049564889	837448444509	782425870336	4094.1561975776717	3825.1593243562493	354.9564682857673	49151342	1806610	1339616088064	886504267776	6549.176304862119	4333.982546498312	ycsb_f2band_f03_260911	/work/vcomp/exp/f2band_260911/f03	300.033	304.67168974876404	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f03	B	313516547	297841912	248666886	1065568041	162272884	151245589	1044963.0	45.933	4.122458510808915	83.48955468698442	1.0242748255784753	0.3598176302956029	45.102719901775	177895850270	170578558976	567.4209287269293	544.0815185298657	35.401261152573234	82328734	398326	883290734592	182756229120	2817.3656001384834	582.9237112642734	ycsb_f2band_f03_260911	/work/vcomp/exp/f2band_260911/f03	300.026	304.84193539619446	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f03	C	464385742	464385742	288960038	1493046053	300075740	288960038	1547810.0	31.01	3.861276587169638	62.224140809215456	0.7389964518809349	0.2343984927943804	63.7611931696246	0	0	0.0	0.0	0.0	109334601	42	908222795776	1572864	1955.7508201360756	0.0033869773719280125	ycsb_f2band_f03_260911	/work/vcomp/exp/f2band_260911/f03	300.027	304.2814693450928	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f03	D	793906341	754207887	693848096	493831181	323872134	319246763	2646143.0	18.139	1.0841882312482367	91.99692922330843	0.9279386501072615	0.15126070267777342	62.93280697456238	0	0	0.0	0.0	51.93329274088768	120617017	85325	1001155579904	41328136192	1261.0499856229262	52.05668988604287	ycsb_f2band_f03_260911	/work/vcomp/exp/f2band_260911/f03	300.024	304.64547061920166	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f03	E	31792536	0	0	0	0	0	105963.0	452.954				8.999685712394884	55.909739086890866	0	0	0.0	0.0	51.96429555037698	143444822	3951	2050712788992	1658204160	64502.96349407295	52.157027045593345	ycsb_f2band_f03_260911	/work/vcomp/exp/f2band_260911/f03	300.034	304.45235896110535	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f03	F	179777379	179777379	155457084	1174109356	103910621	92447962	599211.0	80.102	7.108903156275296	86.471993787383	0.9668462864316175	1.3389110929245442	19.22260006194974	809258392774	760608358400	4501.447274820933	4230.834616851323	354.89803865702146	80540435	1857602	1561320493056	843530932224	8684.743885692093	4692.08605062598	ycsb_f2band_f03_260911	/work/vcomp/exp/f2band_260911/f03	300.023	304.8081889152527	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f04	A	208726440	104359082	90533335	863298565	61491546	53122735	695677.0	68.992	8.861616001949884	86.75175486882875	0.9600922588618253	1.097270355399153	13.439567225454438	847735193978	791819169792	4061.465303475688	3793.5738749341003	354.8047854502764	50230516	1875429	1353083740160	896598859776	6482.569913806799	4295.569165918798	ycsb_f2band_f04_260911	/work/vcomp/exp/f2band_260911/f04	300.033	304.5153567790985	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f04	B	310984323	295436096	246662006	1067759841	160954399	149818753	1036490.0	46.308	4.158984824928096	83.49081555694535	1.0321338937994835	0.3553296447036657	45.41620136033961	170587793382	163288616960	548.5414561620844	525.0702523676732	35.38423717905548	81495081	414221	869132337152	175392489472	2794.778620245754	563.9914185384837	ycsb_f2band_f04_260911	/work/vcomp/exp/f2band_260911/f04	300.036	304.8901889324188	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f04	C	493448768	493448768	308791732	1284246788	318723153	308791732	1644652.0	29.184	3.248503279270524	62.578276008584545	0.7673920740539991	0.23408394648175512	63.789509261451435	0	0	0.0	0.0	0.0	116019913	44	963096653824	1581056	1951.7662547371078	0.0032040935199984127	ycsb_f2band_f04_260911	/work/vcomp/exp/f2band_260911/f04	300.032	304.2473247051239	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f04	D	809853130	769357211	708106385	420938580	328842175	324749542	2699250.0	17.782	0.9745547897386251	92.03870125290864	0.9629017528178572	0.1513843824990835	62.73131628149058	0	0	0.0	0.0	52.008820908057736	123140300	89679	1021849755648	42157608960	1261.7716938971391	52.055869636510515	ycsb_f2band_f04_260911	/work/vcomp/exp/f2band_260911/f04	300.029	304.5982940196991	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f04	E	32027543	0	0	0	0	0	106747.0	449.63				8.991014015655212	54.945349818131575	0	0	0.0	0.0	52.046728436208795	144245013	3146	2063305400320	1670455296	64422.84381040406	52.15683563362947	ycsb_f2band_f04_260911	/work/vcomp/exp/f2band_260911/f04	300.031	304.4600930213928	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f04	F	179447271	179447271	155186439	1202890763	103941231	92244603	598098.0	80.25	7.282540362511281	86.4802446619542	0.963012467169602	1.3244596737277772	19.43727112103636	796616364960	748252307456	4439.278237672391	4169.761419531424	354.8127805465484	80384722	1944289	1536402132992	829919760384	8561.858446941776	4624.866991618947	ycsb_f2band_f04_260911	/work/vcomp/exp/f2band_260911/f04	300.03	304.6747455596924	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f05	A	208011797	104001483	90215198	861970500	61389125	53019275	693314.0	69.23	8.878331331102268	86.74414575415237	0.961675510046156	1.1182511057293545	13.31548780461855	863847426732	807285989376	4152.877092504518	3880.9625272166654	354.86913789798183	50107999	1860670	1373585625088	909799202816	6603.402522829029	4373.786563730326	ycsb_f2band_f05_260911	/work/vcomp/exp/f2band_260911/f05	300.025	304.39677834510803	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f05	B	315856825	300065444	250584134	1092110259	164326497	153096341	1052770.0	45.592	4.1872090942934435	83.50982727621245	1.0178323795018422	0.35843484781435386	45.42188194012743	177327393144	169633923072	561.4170064047215	537.0595461155541	35.586235051276795	83017630	426777	888554336256	182610341888	2813.1554107023017	578.1427768356755	ycsb_f2band_f05_260911	/work/vcomp/exp/f2band_260911/f05	300.024	304.8324565887451	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f05	C	463246231	463246231	286495486	1528212873	302343380	286495486	1544004.0	31.086	3.951583694590275	61.845184445764005	1.026377610176012	0.23449773517963063	64.10227065575093	0	0	0.0	0.0	0.0	109114792	42	906397548544	1572864	1956.621528441534	0.003395308789894936	ycsb_f2band_f05_260911	/work/vcomp/exp/f2band_260911/f05	300.029	304.24605441093445	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f05	D	796242383	756426626	695720961	513264438	325067270	319539039	2653919.0	18.086	1.1082789515661498	91.97467898228109	1.0655954353896238	0.15167047444144907	62.88680948404078	820509628	881631232	1.0304772083452383	1.1072397687225348	52.007228801333476	121134403	87872	1006282588160	42331877376	1263.7892803051154	53.164561796505126	ycsb_f2band_f05_260911	/work/vcomp/exp/f2band_260911/f05	300.025	304.60911202430725	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f05	E	31761800	0	0	0	0	0	105864.0	453.392				9.006933076840733	56.04662003419975	888532497	884842496	27.974878533332493	27.85870120711043	50.135372050702415	143511610	5682	2049936031744	2542133248	64540.927521236204	80.03744271420385	ycsb_f2band_f05_260911	/work/vcomp/exp/f2band_260911/f05	300.023	304.5415163040161	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f05	F	178338496	178338496	154198001	1132600144	102825544	91752163	594417.0	80.749	6.927420134798042	86.46366570232823	0.9682291981009178	1.3501174530483873	19.02057323719584	811161900051	762702430208	4548.439726950484	4276.712248419994	354.8205861902076	80172101	1918502	1553491599360	843305115648	8710.915669940381	4728.676839620763	ycsb_f2band_f05_260911	/work/vcomp/exp/f2band_260911/f05	300.022	304.7883539199829	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f06	A	211942980	105967622	91966750	865627125	62562395	54102594	706421.0	67.945	8.759180422110445	86.78759442200185	0.9678443583081346	1.1195263839359058	13.306337634854938	881325201704	823339560960	4158.312776879895	3884.7220179691726	354.845839899958	51168132	1960289	1397729472512	929547816960	6594.837311960037	4385.839139187342	ycsb_f2band_f06_260912	/work/vcomp/exp/f2band_260912/f06	300.023	304.4805836677551	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f06	B	311803698	296214241	247343334	1066031705	161724234	151129066	1039271.0	46.185	4.144824147735693	83.5014998485505	0.9841077039510233	0.35741682576195744	45.33442719527177	173491613735	165796454400	556.4129445796374	531.7334446751815	35.58364174693015	81899960	396127	874879418368	178362806272	2805.86607528946	572.0355705082112	ycsb_f2band_f06_260912	/work/vcomp/exp/f2band_260912/f06	300.021	304.79766821861267	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f06	C	435483685	435483685	291506202	1368615509	309624239	291506202	1451516.0	33.068	3.853737363318215	66.93848978521434	1.3065261925956178	0.2341795697811274	67.4876369174595	0	0	0.0	0.0	0.0	102438023	42	851547852800	1568768	1955.4070155349218	0.003602357686488301	ycsb_f2band_f06_260912	/work/vcomp/exp/f2band_260912/f06	300.02	304.15937519073486	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f06	D	797897972	757999202	697253760	494357715	325625514	320251609	2659436.0	18.048	1.0817732087797105	91.9860810090932	1.075358209272409	0.15107402228113445	62.995022951151384	0	0	0.0	0.0	51.93282864366022	121071796	86996	1004854185984	41537437696	1259.376789071473	52.058582868537485	ycsb_f2band_f06_260912	/work/vcomp/exp/f2band_260912/f06	300.025	304.5988965034485	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f06	E	32119981	0	0	0	0	0	107058.0	448.337				8.950092156032097	56.07530375837331	0	0	0.0	0.0	51.613589933319076	143264604	2382	2057467265024	1675354112	64055.681260334495	52.1592497828688	ycsb_f2band_f06_260912	/work/vcomp/exp/f2band_260912/f06	300.022	304.48439264297485	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f06	F	180306180	180306180	155958167	1130683919	103873790	92800408	600962.0	79.867	6.847007179676259	86.4962959117652	0.9698542755366186	1.3459515808054943	19.02045671604567	816610637993	767313833984	4529.021900375239	4255.615830716396	354.83782224769	81149933	1965425	1563264720896	849315766272	8670.056239314703	4710.408518842782	ycsb_f2band_f06_260912	/work/vcomp/exp/f2band_260912/f06	300.029	304.5090720653534	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f07	A	204597360	102292981	88710969	855654679	60442318	52119118	681932.0	70.385	8.955619320547516	86.72243992967611	0.9633579981970811	1.0894760079015682	13.55786551631748	824021551227	769551368192	4027.5277805490746	3761.2966667409587	354.9470091402939	49069718	1764760	1324663832576	872224960512	6474.491325674974	4263.129106416623	ycsb_f2band_f07_260912	/work/vcomp/exp/f2band_260912/f07	300.026	304.6616654396057	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f07	B	309346964	293880283	245348237	1068395177	160735972	150065274	1031087.0	46.551	4.182421278667409	83.48577675760575	0.988882907635273	0.3575947136174254	45.39968947950075	172309005325	164776325120	557.0088779827172	532.6586140990864	35.63672072437084	81334164	420781	870966538240	177166163968	2815.500520768001	572.710207584258	ycsb_f2band_f07_260912	/work/vcomp/exp/f2band_260912/f07	300.02	304.8138918876648	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f07	C	449155374	449155374	292079629	1454739657	305014875	292079629	1497025.0	32.061	3.9179193523353013	65.02863951038911	0.8813427260737182	0.23448199464268238	65.49740373968467	0	0	0.0	0.0	0.0	105789386	43	879054868480	1572864	1957.1286894588063	0.0035018260741103814	ycsb_f2band_f07_260912	/work/vcomp/exp/f2band_260912/f07	300.032	304.2096321582794	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f07	D	793518750	753839429	693441025	514236201	323387319	318338098	2644866.0	18.148	1.1111431530069251	91.98789534263005	0.9723402171686615	0.15115788505312572	62.92188523140053	0	0	0.0	0.0	51.99295170151934	120476925	88777	999946309632	41307578368	1260.1420062626119	52.05620959555146	ycsb_f2band_f07_260912	/work/vcomp/exp/f2band_260912/f07	300.022	304.69571685791016	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f07	E	31914453	0	0	0	0	0	106373.0	451.228				8.982314971840502	56.25048568806805	0	0	0.0	0.0	50.89022393709834	143719149	3412	2055006900224	1664479232	64391.10519061693	52.1544026463496	ycsb_f2band_f07_260912	/work/vcomp/exp/f2band_260912/f07	300.023	304.4729166030884	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f07	F	179357720	179357720	155114950	1132879083	103387603	92289130	597808.0	80.29	6.892743094637911	86.48356479999858	0.9701652748159335	1.352419544583863	18.977621607034123	817370319680	768699453440	4557.207348978343	4285.84536779348	354.9691034319571	80754356	1956553	1562998628352	850958483456	8714.420702671734	4744.4764767081115	ycsb_f2band_f07_260912	/work/vcomp/exp/f2band_260912/f07	300.026	304.764208316803	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f08	A	209985782	104989389	91110551	876808620	62072380	53516127	699867.0	68.579	8.942627525911213	86.78072314526948	0.9664098114721568	1.1021585499536344	13.486813403219141	857507073360	800626728960	4083.6434981107436	3812.7663755825142	354.87503683939894	50561042	1888735	1370805489664	905967677440	6528.087171463828	4314.423904376536	ycsb_f2band_f08_260912	/work/vcomp/exp/f2band_260912/f08	300.037	304.47374749183655	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f08	B	315128076	299372873	250090433	1109766177	164034023	153001582	1050345.0	45.698	4.254895198871275	83.53810767617546	0.9843374913940159	0.3591955545084469	45.38447449066115	177829735230	170085478400	564.3093991726716	539.7344487959873	35.588042272691695	82881767	414345	889045078016	182624157696	2821.218246564613	579.5236020036501	ycsb_f2band_f08_260912	/work/vcomp/exp/f2band_260912/f08	300.023	304.8390908241272	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f08	C	423991216	423991216	273780026	1481440331	287026982	273780026	1413181.0	33.964	4.170999884582515	64.5720985880047	0.8862693966299855	0.23492337633711732	65.33658432403885	0	0	0.0	0.0	0.0	100053648	42	832008101888	1572864	1962.3239125972837	0.003709661758653038	ycsb_f2band_f08_260912	/work/vcomp/exp/f2band_260912/f08	300.026	304.24494981765747	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f08	D	789988316	750485551	690470619	533433326	322070692	317034317	2633056.0	18.229	1.1399340291895905	92.00318621457377	0.9353126073104715	0.15163926044698617	62.84377709951819	760717656	754028544	0.9629479836509379	0.9544806280400735	51.99131724753256	120142858	87876	998053265408	41878159360	1263.3772489971864	53.01111233143858	ycsb_f2band_f08_260912	/work/vcomp/exp/f2band_260912/f08	300.027	304.7211208343506	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f08	E	31861491	0	0	0	0	0	106195.0	451.972				8.999683944483326	55.99221504408801	759512911	754020352	23.837958838774995	23.66557020197203	50.40042639561344	143808506	4988	2056578834432	2416500736	64547.476275733614	75.84393134646461	ycsb_f2band_f08_260912	/work/vcomp/exp/f2band_260912/f08	300.026	304.52659940719604	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f08	F	179034357	179034357	154857084	1113435753	103341753	92218004	596718.0	80.435	6.796335219613741	86.49573556431965	0.9891650001815555	1.355389904296414	18.965653016798058	817848800411	769002201088	4568.110915219474	4295.2772527789175	355.15040066304147	80845261	1975744	1560292003840	848966647808	8715.042352680945	4741.9202773912275	ycsb_f2band_f08_260912	/work/vcomp/exp/f2band_260912/f08	300.031	304.66612696647644	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f09	A	209792149	104892233	90995056	864269151	61869446	53468849	699255.0	68.642	8.829429696667818	86.75099518569692	0.9626318569255594	1.1066718421383823	13.397893266162205	860788661489	803557826560	4103.054692904642	3830.2569013676484	354.79101880023165	50481620	1900321	1374334808064	909945782272	6550.93536443063	4337.368136078343	ycsb_f2band_f09_260912	/work/vcomp/exp/f2band_260912/f09	300.022	304.4801881313324	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f09	B	313547846	297871531	248676618	1061117829	162585591	151738347	1045066.0	45.928	4.108158359047747	83.48452004297114	1.0119027450813223	0.3566338612321387	45.36518847537491	173197354350	165622382592	552.3793467552637	528.2204445186971	35.565820433032094	82432275	421630	880405065728	178130595840	2807.881084049928	568.11296302128	ycsb_f2band_f09_260912	/work/vcomp/exp/f2band_260912/f09	300.027	304.77655029296875	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f09	C	393600129	393600129	242795597	1364439014	252655551	242795597	1311868.0	36.587	4.108470617396571	61.68585300438253	0.7174533510964551	0.23455434893925048	63.50193462558966	0	0	0.0	0.0	0.0	92739650	38	771905146880	1544192	1961.140482451417	0.003923250746698815	ycsb_f2band_f09_260912	/work/vcomp/exp/f2band_260912/f09	300.03	304.01381611824036	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f09	D	783541045	744360629	684383158	558783821	318818166	314313172	2611562.0	18.379	1.1790010820145083	91.94241760467963	0.7997662797547294	0.15112696361681985	62.878094588712855	49182519	125771776	0.0627695502537458	0.160517150700127	52.00349350173481	118937288	87169	987361161216	40917020672	1260.1269167922148	52.22064744802233	ycsb_f2band_f09_260912	/work/vcomp/exp/f2band_260912/f09	300.028	304.64836716651917	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
f2load	f09	E	31788840	0	0	0	0	0	105954.0	453.012				8.989334558920678	56.16601909169196	0	0	0.0	0.0	50.8553908856064	143633401	3812	2052971089920	1658134528	64581.50375792259	52.16090074378304	ycsb_f2band_f09_260912	/work/vcomp/exp/f2band_260912/f09	300.024	304.5155408382416	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266
