Linux 5.4.0-216-generic (dskbi001) 	09/11/2026 	_x86_64_	(96 CPU)

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00    4.00     24.00     2.00  33.33    0.10     6.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.16
nvme10n1       185.20  87288.80    45.20  19.62    0.29   471.32  167.20  93144.00     9.40   5.32    0.33   557.08    0.00      0.00     0.00   0.00    0.00     0.00    0.00  60.80
nvme11n1       185.20  85668.80    39.40  17.54    0.29   462.57  141.20  92081.60     7.20   4.85    0.39   652.14    0.00      0.00     0.00   0.00    0.00     0.00    0.00  57.76
nvme12n1       191.20  87314.40    43.40  18.50    0.28   456.67  142.80  94508.00     3.20   2.19    0.37   661.82    0.00      0.00     0.00   0.00    0.00     0.00    0.00  60.08
nvme13n1       188.80  87810.40    42.80  18.48    0.31   465.10  142.40  94908.00     9.20   6.07    0.42   666.49    0.00      0.00     0.00   0.00    0.00     0.00    0.00  61.44
nvme14n1       188.00  87536.00    42.60  18.47    0.30   465.62  139.20  93556.80     3.00   2.11    0.39   672.10    0.00      0.00     0.00   0.00    0.00     0.00    0.00  60.24
nvme15n1       190.00  88365.60    40.60  17.61    0.30   465.08  139.60  93285.60     5.60   3.86    0.37   668.23    0.00      0.00     0.00   0.00    0.00     0.00    0.00  58.48
nvme16n1       189.80  88280.80    42.60  18.33    0.29   465.13  141.80  93932.80     3.60   2.48    0.39   662.43    0.00      0.00     0.00   0.00    0.00     0.00    0.00  58.96
nvme17n1       191.20  89425.60    44.20  18.78    0.28   467.71  141.60  94560.80     8.60   5.73    0.34   667.80    0.00      0.00     0.00   0.00    0.00     0.00    0.00  58.80
nvme18n1       190.40  88789.60    42.60  18.28    0.30   466.33  144.20  95005.60     4.80   3.22    0.39   658.85    0.00      0.00     0.00   0.00    0.00     0.00    0.00  59.84
nvme19n1       195.00  90235.20    45.00  18.75    0.29   462.74  140.60  95254.40     8.40   5.64    0.38   677.49    0.00      0.00     0.00   0.00    0.00     0.00    0.00  59.60
nvme1n1        179.80  82792.00    40.80  18.50    0.29   460.47  137.00  92646.40     7.20   4.99    0.39   676.25    0.00      0.00     0.00   0.00    0.00     0.00    0.00  58.08
nvme20n1       195.80  91502.40    43.60  18.21    0.29   467.33  144.00  96542.40     6.00   4.00    0.38   670.43    0.00      0.00     0.00   0.00    0.00     0.00    0.00  61.36
nvme21n1       197.60  90724.80    45.00  18.55    0.29   459.13  145.20  96636.00     9.60   6.20    0.36   665.54    0.00      0.00     0.00   0.00    0.00     0.00    0.00  60.32
nvme22n1       192.80  90514.40    44.20  18.65    0.30   469.47  140.80  95601.60     6.00   4.09    0.38   678.99    0.00      0.00     0.00   0.00    0.00     0.00    0.00  59.92
nvme23n1       195.00  90347.20    44.00  18.41    0.29   463.32  147.20  97436.80     8.00   5.15    0.36   661.93    0.00      0.00     0.00   0.00    0.00     0.00    0.00  59.84
nvme24n1       188.20  87848.80    43.40  18.74    0.30   466.78  141.80  97407.20     7.80   5.21    0.38   686.93    0.00      0.00     0.00   0.00    0.00     0.00    0.00  59.36
nvme25n1       190.60  88040.00    44.80  19.03    0.29   461.91  146.40  97936.80     9.20   5.91    0.36   668.97    0.00      0.00     0.00   0.00    0.00     0.00    0.00  59.52
nvme26n1       189.00  87756.80    44.00  18.88    0.28   464.32  142.20  96355.20     8.40   5.58    0.36   677.60    0.00      0.00     0.00   0.00    0.00     0.00    0.00  59.36
nvme27n1       187.00  86754.40    44.40  19.19    0.29   463.93  142.00  95985.60     7.60   5.08    0.34   675.95    0.00      0.00     0.00   0.00    0.00     0.00    0.00  58.32
nvme28n1       181.80  83457.60    42.00  18.77    0.30   459.06  139.20  95256.00     6.80   4.66    0.37   684.31    0.00      0.00     0.00   0.00    0.00     0.00    0.00  57.04
nvme29n1       183.60  85448.80    42.40  18.76    0.29   465.41  141.20  95503.20     3.80   2.62    0.37   676.37    0.00      0.00     0.00   0.00    0.00     0.00    0.00  59.12
nvme2n1        185.40  86128.00    42.20  18.54    0.30   464.55  137.20  93175.20     3.40   2.42    0.42   679.12    0.00      0.00     0.00   0.00    0.00     0.00    0.00  58.08
nvme30n1       188.00  85572.80    40.40  17.69    0.29   455.17  141.20  94495.20     6.60   4.47    0.41   669.23    0.00      0.00     0.00   0.00    0.00     0.00    0.00  58.56
nvme31n1       176.80  82304.80    42.20  19.27    0.29   465.52  134.60  93304.00     5.20   3.72    0.42   693.19    0.00      0.00     0.00   0.00    0.00     0.00    0.00  58.08
nvme3n1        189.00  87344.00    41.00  17.83    0.28   462.14  138.80  93601.60     6.60   4.54    0.36   674.36    0.00      0.00     0.00   0.00    0.00     0.00    0.00  58.64
nvme4n1        190.20  88923.20    42.80  18.37    0.29   467.52  138.80  93184.80     5.20   3.61    0.36   671.36    0.00      0.00     0.00   0.00    0.00     0.00    0.00  59.76
nvme5n1        191.20  90244.80    43.40  18.50    0.30   471.99  137.40  92369.60     6.20   4.32    0.39   672.27    0.00      0.00     0.00   0.00    0.00     0.00    0.00  59.20
nvme6n1        189.00  89864.00    43.80  18.81    0.30   475.47  187.60  91858.40     7.00   3.60    0.30   489.65    0.00      0.00     0.00   0.00    0.00     0.00    0.00  64.16
nvme7n1        195.40  89996.00    42.40  17.83    0.29   460.57  178.80  92998.40     9.60   5.10    0.30   520.13    0.00      0.00     0.00   0.00    0.00     0.00    0.00  61.04
nvme8n1        192.80  89290.40    44.40  18.72    0.29   463.12  176.20  94218.40    12.60   6.67    0.35   534.72    0.00      0.00     0.00   0.00    0.00     0.00    0.00  64.16
nvme9n1        190.20  88305.60    43.00  18.44    0.28   464.28  162.60  92602.40    28.80  15.05    0.34   569.51    0.00      0.00     0.00   0.00    0.00     0.00    0.00  60.96


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.00      0.00     0.00   0.00    0.00     0.00    3.60     24.00     0.00   0.00    0.00     6.67    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.24
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           5981.20 2652112.80     0.00   0.00    0.00   443.41 3383.00 2251532.00     0.00   0.00    0.00   665.54    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00    1.20     24.00     2.40  66.67    0.00    20.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.24
nvme10n1       155.40  71990.40    32.80  17.43    0.30   463.26  118.00  70726.40     0.20   0.17    0.36   599.38    0.00      0.00     0.00   0.00    0.00     0.00    0.00  41.52
nvme11n1       157.40  72415.20    37.20  19.12    0.31   460.07  103.20  69880.00     0.20   0.19    0.43   677.13    0.00      0.00     0.00   0.00    0.00     0.00    0.00  40.48
nvme12n1       161.00  74580.00    36.00  18.27    0.30   463.23  103.20  69968.00     0.20   0.19    0.39   677.98    0.00      0.00     0.00   0.00    0.00     0.00    0.00  39.92
nvme13n1       164.00  75120.00    38.80  19.13    0.32   458.05  102.80  69786.40     0.20   0.19    0.46   678.86    0.00      0.00     0.00   0.00    0.00     0.00    0.00  40.64
nvme14n1       160.60  74513.60    36.20  18.39    0.32   463.97  103.40  70763.20     0.20   0.19    0.43   684.36    0.00      0.00     0.00   0.00    0.00     0.00    0.00  39.04
nvme15n1       161.80  74461.60    37.40  18.78    0.29   460.21  104.00  70552.80     0.20   0.19    0.39   678.39    0.00      0.00     0.00   0.00    0.00     0.00    0.00  40.40
nvme16n1       165.00  75892.00    36.60  18.15    0.31   459.95  104.20  70392.80     0.20   0.19    0.44   675.55    0.00      0.00     0.00   0.00    0.00     0.00    0.00  42.72
nvme17n1       164.20  74945.60    38.20  18.87    0.29   456.43  106.40  70880.00     0.20   0.19    0.36   666.17    0.00      0.00     0.00   0.00    0.00     0.00    0.00  42.16
nvme18n1       162.60  73820.80    36.40  18.29    0.30   454.00  105.20  69767.20     0.20   0.19    0.44   663.19    0.00      0.00     0.00   0.00    0.00     0.00    0.00  41.44
nvme19n1       159.60  73121.60    36.20  18.49    0.29   458.16  104.40  69981.60     0.20   0.19    0.41   670.32    0.00      0.00     0.00   0.00    0.00     0.00    0.00  41.12
nvme1n1        148.80  67762.40    37.60  20.17    0.31   455.39  104.80  70207.20     0.20   0.19    0.41   669.92    0.00      0.00     0.00   0.00    0.00     0.00    0.00  39.52
nvme20n1       161.00  74019.20    38.40  19.26    0.29   459.75  102.80  69155.20     0.20   0.19    0.43   672.72    0.00      0.00     0.00   0.00    0.00     0.00    0.00  41.04
nvme21n1       155.20  71789.60    36.80  19.17    0.29   462.56  101.00  68817.60     0.00   0.00    0.40   681.36    0.00      0.00     0.00   0.00    0.00     0.00    0.00  40.96
nvme22n1       153.80  71613.60    38.00  19.81    0.31   465.63  102.00  69472.80     0.00   0.00    0.39   681.11    0.00      0.00     0.00   0.00    0.00     0.00    0.00  40.88
nvme23n1       156.20  72406.40    35.20  18.39    0.30   463.55  103.00  69229.60     0.00   0.00    0.40   672.13    0.00      0.00     0.00   0.00    0.00     0.00    0.00  40.24
nvme24n1       158.80  72532.00    39.00  19.72    0.29   456.75  102.80  68935.20     0.00   0.00    0.42   670.58    0.00      0.00     0.00   0.00    0.00     0.00    0.00  39.44
nvme25n1       158.00  72875.20    35.00  18.13    0.29   461.24  102.80  67980.00     0.00   0.00    0.39   661.28    0.00      0.00     0.00   0.00    0.00     0.00    0.00  40.00
nvme26n1       161.60  73184.00    39.40  19.60    0.30   452.87  102.00  67936.00     0.20   0.20    0.39   666.04    0.00      0.00     0.00   0.00    0.00     0.00    0.00  40.40
nvme27n1       157.20  71540.00    36.20  18.72    0.28   455.09  102.80  67469.60     0.20   0.19    0.35   656.32    0.00      0.00     0.00   0.00    0.00     0.00    0.00  40.16
nvme28n1       154.20  71466.40    36.40  19.10    0.32   463.47  100.60  67906.40     0.20   0.20    0.42   675.01    0.00      0.00     0.00   0.00    0.00     0.00    0.00  38.72
nvme29n1       155.40  71773.60    35.00  18.38    0.29   461.86  101.80  68280.00     0.20   0.20    0.42   670.73    0.00      0.00     0.00   0.00    0.00     0.00    0.00  38.72
nvme2n1        151.80  69197.60    32.00  17.41    0.31   455.85  108.00  70421.60     0.20   0.18    0.45   652.05    0.00      0.00     0.00   0.00    0.00     0.00    0.00  39.20
nvme30n1       157.00  71804.00    37.60  19.32    0.31   457.35  103.00  68093.60     0.20   0.19    0.44   661.10    0.00      0.00     0.00   0.00    0.00     0.00    0.00  39.76
nvme31n1       153.40  70470.40    33.60  17.97    0.31   459.39  103.40  68745.60     0.20   0.19    0.45   664.85    0.00      0.00     0.00   0.00    0.00     0.00    0.00  39.52
nvme3n1        150.40  69464.80    39.00  20.59    0.30   461.87  108.20  71660.00     0.20   0.18    0.38   662.29    0.00      0.00     0.00   0.00    0.00     0.00    0.00  38.80
nvme4n1        150.00  68325.60    31.20  17.22    0.29   455.50  108.20  71052.00     0.20   0.18    0.38   656.67    0.00      0.00     0.00   0.00    0.00     0.00    0.00  38.88
nvme5n1        149.40  68528.00    36.60  19.68    0.30   458.69  105.40  70909.60     0.00   0.00    0.42   672.77    0.00      0.00     0.00   0.00    0.00     0.00    0.00  38.72
nvme6n1        151.40  69556.80    32.40  17.63    0.30   459.42  139.40  70840.80     3.00   2.11    0.31   508.18    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.08
nvme7n1        154.60  71015.20    35.80  18.80    0.31   459.35  127.20  69688.80     2.80   2.15    0.34   547.87    0.00      0.00     0.00   0.00    0.00     0.00    0.00  41.44
nvme8n1        150.40  70765.60    33.60  18.26    0.33   470.52  116.00  70506.40     0.00   0.00    0.42   607.81    0.00      0.00     0.00   0.00    0.00     0.00    0.00  41.20
nvme9n1        157.40  71736.00    37.00  19.03    0.30   455.76  120.80  70870.40     0.00   0.00    0.36   586.68    0.00      0.00     0.00   0.00    0.00     0.00    0.00  41.76


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.00      0.00     0.00   0.00    0.00     0.00    2.00      8.00     0.00   0.00    0.00     4.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           13550.60 5709051.20     0.00   0.00    0.00   421.31 8427.20 5207500.00     0.00   0.00    0.00   617.94    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00    0.40      8.00     1.60  80.00    0.00    20.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
nvme10n1       357.80 165880.00    85.80  19.34    0.32   463.61  312.60 164730.40    28.60   8.38    0.35   526.97    0.00      0.00     0.00   0.00    0.00     0.00    0.00  78.32
nvme11n1       358.40 165637.60    83.60  18.91    0.31   462.16  265.00 166254.40     6.40   2.36    0.41   627.38    0.00      0.00     0.00   0.00    0.00     0.00    0.00  76.40
nvme12n1       352.20 163394.40    85.60  19.55    0.31   463.93  253.60 164655.20     7.40   2.84    0.40   649.27    0.00      0.00     0.00   0.00    0.00     0.00    0.00  74.96
nvme13n1       357.60 164354.40    80.60  18.39    0.34   459.60  249.80 161958.40     5.60   2.19    0.47   648.35    0.00      0.00     0.00   0.00    0.00     0.00    0.00  74.88
nvme14n1       360.40 165121.60    86.80  19.41    0.33   458.16  246.60 160905.60     9.20   3.60    0.43   652.50    0.00      0.00     0.00   0.00    0.00     0.00    0.00  76.24
nvme15n1       361.40 166990.40    85.20  19.08    0.32   462.07  246.60 161487.20     8.80   3.45    0.39   654.85    0.00      0.00     0.00   0.00    0.00     0.00    0.00  77.36
nvme16n1       362.20 166952.80    84.80  18.97    0.31   460.94  253.40 162899.20     8.20   3.13    0.42   642.85    0.00      0.00     0.00   0.00    0.00     0.00    0.00  76.48
nvme17n1       356.80 165030.40    85.00  19.24    0.31   462.53  245.40 162044.80     8.00   3.16    0.37   660.33    0.00      0.00     0.00   0.00    0.00     0.00    0.00  75.28
nvme18n1       357.60 165874.40    87.20  19.60    0.31   463.85  251.40 164886.40     7.20   2.78    0.42   655.87    0.00      0.00     0.00   0.00    0.00     0.00    0.00  77.36
nvme19n1       354.40 165352.80    84.40  19.23    0.32   466.57  265.60 165245.60     6.80   2.50    0.39   622.16    0.00      0.00     0.00   0.00    0.00     0.00    0.00  77.12
nvme1n1        352.60 161482.40    87.60  19.90    0.33   457.98  239.60 160328.00     4.20   1.72    0.44   669.15    0.00      0.00     0.00   0.00    0.00     0.00    0.00  77.04
nvme20n1       353.40 164156.80    85.40  19.46    0.32   464.51  245.20 164541.60     8.00   3.16    0.44   671.05    0.00      0.00     0.00   0.00    0.00     0.00    0.00  77.68
nvme21n1       354.60 163609.60    84.80  19.30    0.31   461.39  249.20 164764.00     9.60   3.71    0.40   661.17    0.00      0.00     0.00   0.00    0.00     0.00    0.00  76.32
nvme22n1       349.80 162936.80    85.80  19.70    0.32   465.80  250.20 164948.00     8.20   3.17    0.39   659.26    0.00      0.00     0.00   0.00    0.00     0.00    0.00  77.28
nvme23n1       342.20 159248.80    82.00  19.33    0.32   465.37  249.40 163760.80     8.20   3.18    0.37   656.62    0.00      0.00     0.00   0.00    0.00     0.00    0.00  75.04
nvme24n1       342.00 158013.60    83.80  19.68    0.31   462.03  242.60 163309.60     6.80   2.73    0.40   673.16    0.00      0.00     0.00   0.00    0.00     0.00    0.00  76.08
nvme25n1       333.60 157409.60    83.80  20.08    0.31   471.85  245.60 163779.20     8.60   3.38    0.38   666.85    0.00      0.00     0.00   0.00    0.00     0.00    0.00  75.36
nvme26n1       340.20 155511.20    82.00  19.42    0.32   457.12  248.60 164268.80     7.80   3.04    0.39   660.78    0.00      0.00     0.00   0.00    0.00     0.00    0.00  76.64
nvme27n1       333.00 156760.80    80.40  19.45    0.31   470.75  245.40 164035.20     9.60   3.76    0.35   668.44    0.00      0.00     0.00   0.00    0.00     0.00    0.00  75.44
nvme28n1       341.20 156739.20    78.80  18.76    0.33   459.38  241.20 161336.00    11.60   4.59    0.42   668.89    0.00      0.00     0.00   0.00    0.00     0.00    0.00  75.92
nvme29n1       338.00 158826.40    81.80  19.49    0.32   469.90  241.80 161636.00    10.80   4.28    0.42   668.47    0.00      0.00     0.00   0.00    0.00     0.00    0.00  75.04
nvme2n1        350.60 162460.00    85.00  19.51    0.34   463.38  240.60 161424.80     7.60   3.06    0.46   670.93    0.00      0.00     0.00   0.00    0.00     0.00    0.00  75.68
nvme30n1       351.80 159860.00    83.00  19.09    0.33   454.41  247.20 163033.60     6.40   2.52    0.43   659.52    0.00      0.00     0.00   0.00    0.00     0.00    0.00  77.04
nvme31n1       347.80 161072.00    81.00  18.89    0.32   463.12  242.80 160698.40     8.40   3.34    0.42   661.86    0.00      0.00     0.00   0.00    0.00     0.00    0.00  75.68
nvme3n1        355.80 163385.60    86.60  19.58    0.31   459.21  241.20 161286.40     7.40   2.98    0.38   668.68    0.00      0.00     0.00   0.00    0.00     0.00    0.00  76.96
nvme4n1        358.40 165696.00    86.00  19.35    0.30   462.32  246.40 162495.20     6.60   2.61    0.39   659.48    0.00      0.00     0.00   0.00    0.00     0.00    0.00  76.96
nvme5n1        364.40 167181.60    88.80  19.59    0.32   458.79  246.60 163424.00     7.40   2.91    0.42   662.71    0.00      0.00     0.00   0.00    0.00     0.00    0.00  76.24
nvme6n1        359.40 166048.80    87.60  19.60    0.32   462.02  323.40 164472.00    13.60   4.04    0.33   508.57    0.00      0.00     0.00   0.00    0.00     0.00    0.00  80.32
nvme7n1        361.00 165269.60    88.00  19.60    0.32   457.81  308.00 164378.40    12.00   3.75    0.34   533.70    0.00      0.00     0.00   0.00    0.00     0.00    0.00  78.24
nvme8n1        361.60 166816.00    86.00  19.21    0.33   461.33  293.20 165592.00    29.00   9.00    0.43   564.77    0.00      0.00     0.00   0.00    0.00     0.00    0.00  80.80
nvme9n1        360.80 165003.20    84.20  18.92    0.31   457.33  291.80 165250.40    32.40   9.99    0.38   566.31    0.00      0.00     0.00   0.00    0.00     0.00    0.00  79.04


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.00      0.00     0.00   0.00    0.00     0.00    1.00      4.00     0.00   0.00    0.00     4.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           9672.60 4247734.40     0.00   0.00    0.00   439.15 6056.80 3949131.20     0.00   0.00    0.00   652.02    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00    0.40      4.00     0.60  60.00    0.00    10.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
nvme10n1       257.00 121884.00    59.00  18.67    0.31   474.26  229.40 121306.40     6.80   2.88    0.32   528.80    0.00      0.00     0.00   0.00    0.00     0.00    0.00  68.16
nvme11n1       250.00 119807.20    64.20  20.43    0.30   479.23  177.80 120396.00     6.80   3.68    0.39   677.14    0.00      0.00     0.00   0.00    0.00     0.00    0.00  64.24
nvme12n1       257.40 120935.20    58.60  18.54    0.30   469.83  178.40 121591.20     7.00   3.78    0.37   681.57    0.00      0.00     0.00   0.00    0.00     0.00    0.00  65.20
nvme13n1       251.80 118877.60    60.40  19.35    0.32   472.11  178.20 120366.40     7.00   3.78    0.43   675.46    0.00      0.00     0.00   0.00    0.00     0.00    0.00  62.80
nvme14n1       249.80 118643.20    61.80  19.83    0.31   474.95  177.60 120509.60     7.20   3.90    0.41   678.55    0.00      0.00     0.00   0.00    0.00     0.00    0.00  64.96
nvme15n1       252.20 119665.60    58.40  18.80    0.30   474.49  178.00 119983.20     7.60   4.09    0.37   674.06    0.00      0.00     0.00   0.00    0.00     0.00    0.00  64.48
nvme16n1       253.20 118491.20    61.40  19.52    0.31   467.97  181.40 119968.80     7.60   4.02    0.39   661.35    0.00      0.00     0.00   0.00    0.00     0.00    0.00  65.12
nvme17n1       249.80 118035.20    60.20  19.42    0.29   472.52  178.40 117896.80     7.40   3.98    0.34   660.86    0.00      0.00     0.00   0.00    0.00     0.00    0.00  65.04
nvme18n1       247.20 118156.00    61.60  19.95    0.31   477.98  175.20 116864.00     7.40   4.05    0.41   667.03    0.00      0.00     0.00   0.00    0.00     0.00    0.00  64.80
nvme19n1       249.40 118509.60    57.00  18.60    0.31   475.18  176.00 118052.80     7.20   3.93    0.40   670.75    0.00      0.00     0.00   0.00    0.00     0.00    0.00  63.92
nvme1n1        252.80 119831.20    64.80  20.40    0.31   474.02  183.40 122032.80     7.40   3.88    0.40   665.39    0.00      0.00     0.00   0.00    0.00     0.00    0.00  65.68
nvme20n1       250.60 117922.40    59.80  19.27    0.30   470.56  174.60 118070.40     7.20   3.96    0.41   676.23    0.00      0.00     0.00   0.00    0.00     0.00    0.00  63.76
nvme21n1       248.40 117416.80    59.20  19.25    0.30   472.69  178.00 119808.80     7.00   3.78    0.39   673.08    0.00      0.00     0.00   0.00    0.00     0.00    0.00  63.92
nvme22n1       252.40 118249.60    60.60  19.36    0.30   468.50  178.80 120905.60     7.00   3.77    0.39   676.21    0.00      0.00     0.00   0.00    0.00     0.00    0.00  65.28
nvme23n1       252.00 118214.40    57.60  18.60    0.30   469.10  181.40 120292.80     7.00   3.72    0.37   663.14    0.00      0.00     0.00   0.00    0.00     0.00    0.00  65.12
nvme24n1       250.40 117433.60    62.00  19.85    0.31   468.98  179.40 120530.40     7.00   3.76    0.39   671.85    0.00      0.00     0.00   0.00    0.00     0.00    0.00  65.52
nvme25n1       249.80 118136.80    58.40  18.95    0.30   472.93  179.00 122419.20     7.40   3.97    0.39   683.91    0.00      0.00     0.00   0.00    0.00     0.00    0.00  63.44
nvme26n1       252.80 118888.80    61.60  19.59    0.30   470.29  181.60 122316.80     7.40   3.92    0.38   673.55    0.00      0.00     0.00   0.00    0.00     0.00    0.00  64.24
nvme27n1       253.80 118971.20    57.00  18.34    0.29   468.76  183.00 122537.60     7.40   3.89    0.34   669.60    0.00      0.00     0.00   0.00    0.00     0.00    0.00  63.68
nvme28n1       252.00 117517.60    60.80  19.44    0.31   466.34  180.80 122645.60     7.60   4.03    0.41   678.35    0.00      0.00     0.00   0.00    0.00     0.00    0.00  64.96
nvme29n1       253.60 119371.20    58.20  18.67    0.31   470.71  181.60 122703.20     7.60   4.02    0.42   675.68    0.00      0.00     0.00   0.00    0.00     0.00    0.00  64.64
nvme2n1        251.00 118960.80    56.80  18.45    0.31   473.95  178.40 121625.60     7.60   4.09    0.42   681.76    0.00      0.00     0.00   0.00    0.00     0.00    0.00  64.40
nvme30n1       255.40 120283.20    62.60  19.69    0.31   470.96  181.80 122019.20     7.60   4.01    0.44   671.17    0.00      0.00     0.00   0.00    0.00     0.00    0.00  66.40
nvme31n1       253.00 119250.40    59.40  19.01    0.31   471.35  180.60 122773.60     7.60   4.04    0.42   679.81    0.00      0.00     0.00   0.00    0.00     0.00    0.00  64.88
nvme3n1        251.80 120157.60    63.80  20.22    0.30   477.19  179.00 122100.00     7.80   4.18    0.38   682.12    0.00      0.00     0.00   0.00    0.00     0.00    0.00  66.16
nvme4n1        251.40 119000.00    59.60  19.16    0.30   473.35  177.60 121208.00     7.60   4.10    0.38   682.48    0.00      0.00     0.00   0.00    0.00     0.00    0.00  65.76
