system	arm	workload	window_sec	start_sec_exclusive	end_sec_inclusive	sample_count	mean_nominal_qps	min_nominal_qps	max_nominal_qps
baseline	run3	B	30	120	150	30	1079688.0333333334	695759	1236310
baseline	run3	B	30	150	180	30	1112385.4333333333	981391	1206720
baseline	run3	B	30	180	210	30	1108268.9333333333	943701	1236896
baseline	run3	B	30	210	240	30	1084349.6	761356	1212465
baseline	run3	B	30	240	270	30	1081945.6	796678	1259284
baseline	run3	B	30	270	300	30	1108255.1	725668	1248470
baseline	run3	B	60	0	60	60	1003341.65	553310	1276296
baseline	run3	B	60	60	120	60	942479.6166666667	645848	1154887
baseline	run3	B	60	120	180	60	1096036.7333333334	695759	1236310
baseline	run3	B	60	180	240	60	1096309.2666666666	761356	1236896
baseline	run3	B	60	240	300	60	1095100.35	725668	1259284
f2load	f01	B	30	0	30	30	1008032.4333333333	648091	1220330
f2load	f01	B	30	30	60	30	941143.3666666667	661807	1182651
f2load	f01	B	30	60	90	30	1041028.5666666667	854617	1223557
f2load	f01	B	30	90	120	30	1019931.7333333333	609564	1142240
f2load	f01	B	30	120	150	30	1090361.9666666666	749819	1214864
f2load	f01	B	30	150	180	30	1082746.9333333333	755685	1246695
f2load	f01	B	30	180	210	30	1090052.6	971323	1233942
f2load	f01	B	30	210	240	30	1110109.7333333334	961655	1218873
f2load	f01	B	30	240	270	30	1077354.4	835004	1192781
f2load	f01	B	30	270	300	30	1110601.7666666666	994368	1273911
f2load	f01	B	60	0	60	60	974587.9	648091	1220330
f2load	f01	B	60	60	120	60	1030480.15	609564	1223557
f2load	f01	B	60	120	180	60	1086554.45	749819	1246695
f2load	f01	B	60	180	240	60	1100081.1666666667	961655	1233942
f2load	f01	B	60	240	300	60	1093978.0833333333	835004	1273911
f2load	f02	B	30	0	30	30	1022576.3333333334	747521	1216739
f2load	f02	B	30	30	60	30	1030430.1666666666	582346	1260934
f2load	f02	B	30	60	90	30	1032847.9666666667	630062	1172906
f2load	f02	B	30	90	120	30	1001970.4666666667	667567	1283124
f2load	f02	B	30	120	150	30	1075885.7666666666	764041	1218515
f2load	f02	B	30	150	180	30	959697.4	643953	1179142
f2load	f02	B	30	180	210	30	1065171.9	762403	1223215
f2load	f02	B	30	210	240	30	1039379.4333333333	778602	1175193
f2load	f02	B	30	240	270	30	1079583.3666666667	788822	1220477
f2load	f02	B	30	270	300	30	1077685.7666666666	776931	1203982
f2load	f02	B	60	0	60	60	1026503.25	582346	1260934
f2load	f02	B	60	60	120	60	1017409.2166666667	630062	1283124
f2load	f02	B	60	120	180	60	1017791.5833333334	643953	1218515
f2load	f02	B	60	180	240	60	1052275.6666666667	762403	1223215
f2load	f02	B	60	240	300	60	1078634.5666666667	776931	1220477
f2load	f03	B	30	0	30	30	1038145.4666666667	815782	1226239
f2load	f03	B	30	30	60	30	1014878.7666666667	887163	1180169
f2load	f03	B	30	60	90	30	1013634.9333333333	777435	1207296
f2load	f03	B	30	90	120	30	1020667.4333333333	721122	1205875
f2load	f03	B	30	120	150	30	1041730.3333333334	644052	1242109
f2load	f03	B	30	150	180	30	1073708.7	766001	1206188
f2load	f03	B	30	180	210	30	1075174.8666666667	897083	1197021
f2load	f03	B	30	210	240	30	1036689.4	677088	1276658
f2load	f03	B	30	240	270	30	1086793.2	754346	1229598
f2load	f03	B	30	270	300	30	1049106.1333333333	732659	1258812
f2load	f03	B	60	0	60	60	1026512.1166666667	815782	1226239
f2load	f03	B	60	60	120	60	1017151.1833333333	721122	1207296
f2load	f03	B	60	120	180	60	1057719.5166666666	644052	1242109
f2load	f03	B	60	180	240	60	1055932.1333333333	677088	1276658
f2load	f03	B	60	240	300	60	1067949.6666666667	732659	1258812
f2load	f04	B	30	0	30	30	1010335.3333333334	603938	1253375
f2load	f04	B	30	30	60	30	1004645.3666666667	741367	1177515
f2load	f04	B	30	60	90	30	1017768.6	679466	1225709
f2load	f04	B	30	90	120	30	919023.5666666667	631243	1165840
f2load	f04	B	30	120	150	30	1092554.8	1016888	1205645
f2load	f04	B	30	150	180	30	1091275.6666666667	837405	1214825
f2load	f04	B	30	180	210	30	1049468.0666666667	707945	1250994
f2load	f04	B	30	210	240	30	1041303.1	682606	1247266
f2load	f04	B	30	240	270	30	1049797.6	776862	1213879
f2load	f04	B	30	270	300	30	1089659.9333333333	627470	1235005
f2load	f04	B	60	0	60	60	1007490.35	603938	1253375
f2load	f04	B	60	60	120	60	968396.0833333334	631243	1225709
f2load	f04	B	60	120	180	60	1091915.2333333334	837405	1214825
f2load	f04	B	60	180	240	60	1045385.5833333334	682606	1250994
f2load	f04	B	60	240	300	60	1069728.7666666666	627470	1235005
f2load	f05	B	30	0	30	30	1028937.3	722016	1188029
f2load	f05	B	30	30	60	30	1021895.3333333334	900615	1213215
f2load	f05	B	30	60	90	30	1038500.5	912970	1164588
f2load	f05	B	30	90	120	30	970686.9333333333	757485	1148217
f2load	f05	B	30	120	150	30	1100344.3	924597	1242441
f2load	f05	B	30	150	180	30	1073507.7	918036	1182875
f2load	f05	B	30	180	210	30	1041353.4666666667	677041	1238712
f2load	f05	B	30	210	240	30	1102626.8333333333	1009405	1196015
f2load	f05	B	30	240	270	30	1079872.9666666666	717255	1242754
f2load	f05	B	30	270	300	30	1070829.3	720433	1258923
f2load	f05	B	60	0	60	60	1025416.3166666667	722016	1213215
f2load	f05	B	60	60	120	60	1004593.7166666667	757485	1164588
f2load	f05	B	60	120	180	60	1086926	918036	1242441
f2load	f05	B	60	180	240	60	1071990.15	677041	1238712
f2load	f05	B	60	240	300	60	1075351.1333333333	717255	1258923
f2load	f06	B	30	0	30	30	994488.3666666667	664604	1174689
f2load	f06	B	30	30	60	30	977438.8666666667	757093	1154720
f2load	f06	B	30	60	90	30	1053531.2333333334	719342	1253779
f2load	f06	B	30	90	120	30	1008139.6	895422	1105048
f2load	f06	B	30	120	150	30	1053747.1	698284	1255833
f2load	f06	B	30	150	180	30	1053682.0666666667	726906	1261380
f2load	f06	B	30	180	210	30	1101905.5666666667	945339	1257549
f2load	f06	B	30	210	240	30	1100656.0333333334	947861	1245718
f2load	f06	B	30	240	270	30	995269.3333333334	662350	1222861
f2load	f06	B	30	270	300	30	1054598.4333333333	754795	1259926
f2load	f06	B	60	0	60	60	985963.6166666667	664604	1174689
f2load	f06	B	60	60	120	60	1030835.4166666666	719342	1253779
f2load	f06	B	60	120	180	60	1053714.5833333333	698284	1261380
f2load	f06	B	60	180	240	60	1101280.8	945339	1257549
f2load	f06	B	60	240	300	60	1024933.8833333333	662350	1259926
f2load	f07	B	30	0	30	30	1032398.6	771777	1237127
f2load	f07	B	30	30	60	30	1014838.7	811786	1237214
f2load	f07	B	30	60	90	30	987463.8666666667	665837	1151801
f2load	f07	B	30	90	120	30	958133.7	614828	1215263
f2load	f07	B	30	120	150	30	1042010.9333333333	740479	1265614
f2load	f07	B	30	150	180	30	1059630.7666666666	672036	1220707
f2load	f07	B	30	180	210	30	1066530.8666666667	740422	1200936
f2load	f07	B	30	210	240	30	1073447.0666666667	758294	1192457
f2load	f07	B	30	240	270	30	1048230.5666666667	689245	1229955
f2load	f07	B	30	270	300	29	1024701.9655172414	642735	1254571
f2load	f07	B	60	0	60	60	1023618.65	771777	1237214
f2load	f07	B	60	60	120	60	972798.7833333333	614828	1215263
f2load	f07	B	60	120	180	60	1050820.85	672036	1265614
f2load	f07	B	60	180	240	60	1069988.9666666666	740422	1200936
f2load	f07	B	60	240	300	59	1036665.6610169491	642735	1254571
f2load	f08	B	30	0	30	30	1022256.8	739337	1185862
f2load	f08	B	30	30	60	30	1032526.2666666667	616770	1215955
f2load	f08	B	30	60	90	30	937300.4	692933	1191516
f2load	f08	B	30	90	120	30	1015489.1666666666	795119	1241028
f2load	f08	B	30	120	150	30	1092234.8666666667	928977	1263871
f2load	f08	B	30	150	180	30	1079387.2	924868	1220369
f2load	f08	B	30	180	210	30	1097178.2	921574	1215220
f2load	f08	B	30	210	240	30	1086462.2333333334	810255	1233787
f2load	f08	B	30	240	270	30	1055738.7333333334	706348	1220861
f2load	f08	B	30	270	300	30	1085691.7	936833	1209988
f2load	f08	B	60	0	60	60	1027391.5333333333	616770	1215955
f2load	f08	B	60	60	120	60	976394.7833333333	692933	1241028
f2load	f08	B	60	120	180	60	1085811.0333333334	924868	1263871
f2load	f08	B	60	180	240	60	1091820.2166666666	810255	1233787
f2load	f08	B	60	240	300	60	1070715.2166666666	706348	1220861
f2load	f09	B	30	0	30	30	1027279.5666666667	664303	1216891
f2load	f09	B	30	30	60	30	999231.8	858930	1205900
f2load	f09	B	30	60	90	30	956423.9666666667	708492	1126938
f2load	f09	B	30	90	120	30	1024694.5333333333	734944	1185216
f2load	f09	B	30	120	150	30	1070852.6666666667	705887	1199326
f2load	f09	B	30	150	180	30	1071825.4333333333	931718	1195074
f2load	f09	B	30	180	210	30	1032183.2	633445	1178852
f2load	f09	B	30	210	240	30	1097003.2666666666	938527	1233321
f2load	f09	B	30	240	270	30	1087746.7	802695	1251951
f2load	f09	B	30	270	300	30	1084291.9333333333	688754	1245591
f2load	f09	B	60	0	60	60	1013255.6833333333	664303	1216891
f2load	f09	B	60	60	120	60	990559.25	708492	1185216
f2load	f09	B	60	120	180	60	1071339.05	705887	1199326
f2load	f09	B	60	180	240	60	1064593.2333333334	633445	1233321
f2load	f09	B	60	240	300	60	1086019.3166666667	688754	1251951
f2load	f10	B	30	0	30	30	1039510.3666666667	746031	1243157
f2load	f10	B	30	30	60	30	955462.8666666667	567835	1131682
f2load	f10	B	30	60	90	30	1034914.4666666667	882370	1164132
f2load	f10	B	30	90	120	30	996857	879715	1099763
f2load	f10	B	30	120	150	30	1102327.0333333334	1003942	1240926
f2load	f10	B	30	150	180	30	1095278.4333333333	975121	1254179
f2load	f10	B	30	180	210	30	1041603.6	661803	1192344
f2load	f10	B	30	210	240	30	1070485.7666666666	769862	1202909
f2load	f10	B	30	240	270	30	1030939.5333333333	653079	1189626
f2load	f10	B	30	270	300	30	1068118.9333333333	893156	1163494
f2load	f10	B	60	0	60	60	997486.6166666667	567835	1243157
f2load	f10	B	60	60	120	60	1015885.7333333333	879715	1164132
f2load	f10	B	60	120	180	60	1098802.7333333334	975121	1254179
f2load	f10	B	60	180	240	60	1056044.6833333333	661803	1202909
f2load	f10	B	60	240	300	60	1049529.2333333334	653079	1189626
baseline	b01	C	30	0	30	30	1353624.6666666667	880550	1507406
baseline	b01	C	30	30	60	30	1571286.1333333333	1361091	1656624
baseline	b01	C	30	60	90	30	1631825.7666666666	1570232	1656261
baseline	b01	C	30	90	120	30	1629268.6	1564049	1643390
baseline	b01	C	30	120	150	30	1619927.0333333334	1573309	1638111
baseline	b01	C	30	150	180	30	1623724.1	1566225	1634680
baseline	b01	C	30	180	210	30	1617969.3666666667	1576272	1633491
baseline	b01	C	30	210	240	30	1623370.8	1577636	1640516
baseline	b01	C	30	240	270	30	1648434.1333333333	1639574	1657223
baseline	b01	C	30	270	300	30	1651282.2666666666	1638508	1656595
baseline	b01	C	60	0	60	60	1462455.4	880550	1656624
baseline	b01	C	60	60	120	60	1630547.1833333333	1564049	1656261
baseline	b01	C	60	120	180	60	1621825.5666666667	1566225	1638111
baseline	b01	C	60	180	240	60	1620670.0833333333	1576272	1640516
baseline	b01	C	60	240	300	60	1649858.2	1638508	1657223
baseline	b02	C	30	0	30	30	1390898.7333333334	897820	1566929
baseline	b02	C	30	30	60	30	1646341.9666666666	1409507	1707686
baseline	b02	C	30	60	90	30	1687448.7	1620911	1706540
baseline	b02	C	30	90	120	30	1683142.5	1642571	1700078
baseline	b02	C	30	120	150	30	1666374.7666666666	1615273	1686538
baseline	b02	C	30	150	180	30	1672347.8666666667	1636148	1683872
baseline	b02	C	30	180	210	30	1665412.1666666667	1623565	1681511
baseline	b02	C	30	210	240	30	1668515.7666666666	1636234	1680215
baseline	b02	C	30	240	270	30	1665201.4666666666	1634045	1676705
baseline	b02	C	30	270	300	30	1684997.4333333333	1660904	1700467
baseline	b02	C	60	0	60	60	1518620.35	897820	1707686
baseline	b02	C	60	60	120	60	1685295.6	1620911	1706540
baseline	b02	C	60	120	180	60	1669361.3166666667	1615273	1686538
baseline	b02	C	60	180	240	60	1666963.9666666666	1623565	1681511
baseline	b02	C	60	240	300	60	1675099.45	1634045	1700467
baseline	b03	C	30	0	30	30	1348125.5666666667	887790	1535077
baseline	b03	C	30	30	60	30	1562720.4666666666	1361702	1636607
baseline	b03	C	30	60	90	30	1607785.2	1535464	1636496
baseline	b03	C	30	90	120	30	1614115.9333333333	1537539	1629718
baseline	b03	C	30	120	150	30	1604556.1333333333	1543589	1627130
baseline	b03	C	30	150	180	30	1608510.7	1546892	1620699
baseline	b03	C	30	180	210	30	1607784.0666666667	1573889	1623416
baseline	b03	C	30	210	240	30	1629591.5666666667	1621646	1638563
baseline	b03	C	30	240	270	30	1636673.6	1630957	1641148
baseline	b03	C	30	270	300	30	1636181.3666666667	1624114	1640121
baseline	b03	C	60	0	60	60	1455423.0166666666	887790	1636607
baseline	b03	C	60	60	120	60	1610950.5666666667	1535464	1636496
baseline	b03	C	60	120	180	60	1606533.4166666667	1543589	1627130
baseline	b03	C	60	180	240	60	1618687.8166666667	1573889	1638563
baseline	b03	C	60	240	300	60	1636427.4833333334	1624114	1641148
baseline	n01	C	30	0	30	30	1355313	872739	1549662
baseline	n01	C	30	30	60	30	1586825.3333333333	1367390	1652184
baseline	n01	C	30	60	90	30	1633793.5333333334	1592195	1652406
baseline	n01	C	30	90	120	30	1637272.5333333334	1596367	1649306
baseline	n01	C	30	120	150	30	1631549.6333333333	1597882	1643281
baseline	n01	C	30	150	180	30	1631170.3666666667	1596728	1640523
baseline	n01	C	30	180	210	30	1615367.8333333333	1574763	1630414
baseline	n01	C	30	210	240	30	1617660	1576450	1628386
baseline	n01	C	30	240	270	30	1613330.1666666667	1580266	1624769
baseline	n01	C	30	270	300	30	1620271.5	1594746	1636711
baseline	n01	C	60	0	60	60	1471069.1666666667	872739	1652184
baseline	n01	C	60	60	120	60	1635533.0333333334	1592195	1652406
baseline	n01	C	60	120	180	60	1631360	1596728	1643281
baseline	n01	C	60	180	240	60	1616513.9166666667	1574763	1630414
baseline	n01	C	60	240	300	60	1616800.8333333333	1580266	1636711
baseline	n02	C	30	0	30	30	1373470	884564	1563486
baseline	n02	C	30	30	60	30	1617229.4	1393719	1678114
baseline	n02	C	30	60	90	30	1650100.1	1598081	1673656
baseline	n02	C	30	90	120	30	1649707.5	1575080	1664231
baseline	n02	C	30	120	150	30	1641053.2333333334	1580981	1661824
baseline	n02	C	30	150	180	30	1644572.6	1588132	1656657
baseline	n02	C	30	180	210	30	1639990.4666666666	1590393	1653645
baseline	n02	C	30	210	240	30	1645601.2	1595756	1661496
baseline	n02	C	30	240	270	30	1669435.8666666667	1648651	1675880
baseline	n02	C	30	270	300	30	1670171.8666666667	1657084	1674070
baseline	n02	C	60	0	60	60	1495349.7	884564	1678114
baseline	n02	C	60	60	120	60	1649903.8	1575080	1673656
baseline	n02	C	60	120	180	60	1642812.9166666667	1580981	1661824
baseline	n02	C	60	180	240	60	1642795.8333333333	1590393	1661496
baseline	n02	C	60	240	300	60	1669803.8666666667	1648651	1675880
baseline	n03	C	30	0	30	30	1373381.5	905910	1534123
baseline	n03	C	30	30	60	30	1587156.2	1375738	1689252
baseline	n03	C	30	60	90	30	1660355.3	1591842	1686578
baseline	n03	C	30	90	120	30	1656547	1585081	1673743
baseline	n03	C	30	120	150	30	1646069.6	1592701	1668771
baseline	n03	C	30	150	180	30	1650876.1	1588347	1663782
baseline	n03	C	30	180	210	30	1660466.2	1619274	1678530
baseline	n03	C	30	210	240	30	1679584.2	1671363	1684710
baseline	n03	C	30	240	270	30	1681227.9666666666	1673760	1686693
baseline	n03	C	30	270	300	30	1679890.7666666666	1667533	1684963
baseline	n03	C	60	0	60	60	1480268.85	905910	1689252
baseline	n03	C	60	60	120	60	1658451.15	1585081	1686578
baseline	n03	C	60	120	180	60	1648472.85	1588347	1668771
baseline	n03	C	60	180	240	60	1670025.2	1619274	1684710
baseline	n03	C	60	240	300	60	1680559.3666666667	1667533	1686693
baseline	n04	C	30	0	30	30	1386501.5	889237	1563668
baseline	n04	C	30	30	60	30	1630476.6666666667	1397730	1698736
baseline	n04	C	30	60	90	30	1677030.1666666667	1612666	1694498
baseline	n04	C	30	90	120	30	1669164.8333333333	1600422	1688209
baseline	n04	C	30	120	150	30	1657565.0666666667	1608611	1679839
baseline	n04	C	30	150	180	30	1663662.0666666667	1623668	1674711
baseline	n04	C	30	180	210	30	1656901.0666666667	1614998	1674338
baseline	n04	C	30	210	240	30	1660559.5	1621408	1668901
baseline	n04	C	30	240	270	30	1663718.4666666666	1621921	1682355
baseline	n04	C	30	270	300	30	1688537.5333333334	1676602	1693963
baseline	n04	C	60	0	60	60	1508489.0833333333	889237	1698736
baseline	n04	C	60	60	120	60	1673097.5	1600422	1694498
baseline	n04	C	60	120	180	60	1660613.5666666667	1608611	1679839
baseline	n04	C	60	180	240	60	1658730.2833333334	1614998	1674338
baseline	n04	C	60	240	300	60	1676128	1621921	1693963
baseline	r01	C	30	0	30	30	1359898.4666666666	905102	1548359
baseline	r01	C	30	30	60	30	1594651.5333333334	1368255	1661437
baseline	r01	C	30	60	90	30	1649078.8333333333	1610407	1662713
baseline	r01	C	30	90	120	30	1650805.8666666667	1610703	1659306
baseline	r01	C	30	120	150	30	1639907.0333333334	1602700	1655262
baseline	r01	C	30	150	180	30	1623911.7333333334	1578486	1636382
baseline	r01	C	30	180	210	30	1621530.5666666667	1583669	1634669
baseline	r01	C	30	210	240	30	1619868.2666666666	1584161	1630238
baseline	r01	C	30	240	270	30	1618881.5666666667	1586025	1630891
baseline	r01	C	30	270	300	30	1619218.8666666667	1590478	1629434
baseline	r01	C	60	0	60	60	1477275	905102	1661437
baseline	r01	C	60	60	120	60	1649942.35	1610407	1662713
baseline	r01	C	60	120	180	60	1631909.3833333333	1578486	1655262
baseline	r01	C	60	180	240	60	1620699.4166666667	1583669	1634669
baseline	r01	C	60	240	300	60	1619050.2166666666	1586025	1630891
baseline	r02	C	30	0	30	30	1355299.2	877092	1530377
baseline	r02	C	30	30	60	30	1584792.3333333333	1370537	1654930
baseline	r02	C	30	60	90	30	1627703.4666666666	1557590	1653400
baseline	r02	C	30	90	120	30	1628172.8	1566347	1644514
baseline	r02	C	30	120	150	30	1617996.9	1571245	1638776
baseline	r02	C	30	150	180	30	1622284.8	1569955	1634152
baseline	r02	C	30	180	210	30	1615567.1	1574458	1631111
baseline	r02	C	30	210	240	30	1620768.3	1574401	1630830
baseline	r02	C	30	240	270	30	1637259.9	1601376	1649164
baseline	r02	C	30	270	300	29	1649528.6206896552	1641276	1654605
baseline	r02	C	60	0	60	60	1470045.7666666666	877092	1654930
baseline	r02	C	60	60	120	60	1627938.1333333333	1557590	1653400
baseline	r02	C	60	120	180	60	1620140.85	1569955	1638776
baseline	r02	C	60	180	240	60	1618167.7	1574401	1631111
baseline	r02	C	60	240	300	59	1643290.2881355933	1601376	1654605
baseline	run3	C	30	0	30	30	1295320.6333333333	857520	1464556
baseline	run3	C	30	30	60	30	1486551.2333333334	1291687	1569413
baseline	run3	C	30	60	90	30	1563063.7666666666	1507349	1572059
baseline	run3	C	30	90	120	30	1553754.8666666667	1503845	1569197
baseline	run3	C	30	120	150	30	1545850.7	1504972	1562797
baseline	run3	C	30	150	180	30	1529809.3666666667	1487272	1548798
baseline	run3	C	30	180	210	30	1535490.8	1496650	1549946
baseline	run3	C	30	210	240	30	1533338.5	1493349	1545127
baseline	run3	C	30	240	270	30	1530246	1497967	1542885
baseline	run3	C	30	270	300	30	1538718.1	1498574	1555249
baseline	run3	C	60	0	60	60	1390935.9333333333	857520	1569413
baseline	run3	C	60	60	120	60	1558409.3166666667	1503845	1572059
baseline	run3	C	60	120	180	60	1537830.0333333334	1487272	1562797
baseline	run3	C	60	180	240	60	1534414.65	1493349	1549946
baseline	run3	C	60	240	300	60	1534482.05	1497967	1555249
f2load	f01	C	30	0	30	30	1062485.3	791188	1135723
f2load	f01	C	30	30	60	30	1093301.8333333333	1010132	1171223
f2load	f01	C	30	60	90	30	1158354.3333333333	1099743	1170855
f2load	f01	C	30	90	120	30	1158740.0333333334	1121304	1170923
f2load	f01	C	30	120	150	30	1158285.5	1107253	1169628
f2load	f01	C	30	150	180	30	1157531.4666666666	1112161	1167994
f2load	f01	C	30	180	210	30	1157469.5	1127137	1165481
f2load	f01	C	30	210	240	30	1154028.5	1114494	1164827
f2load	f01	C	30	240	270	30	1159299.7333333334	1130043	1172309
f2load	f01	C	30	270	300	30	1171853.8	1166070	1175114
f2load	f01	C	60	0	60	60	1077893.5666666667	791188	1171223
f2load	f01	C	60	60	120	60	1158547.1833333333	1099743	1170923
f2load	f01	C	60	120	180	60	1157908.4833333334	1107253	1169628
f2load	f01	C	60	180	240	60	1155749	1114494	1165481
f2load	f01	C	60	240	300	60	1165576.7666666666	1130043	1175114
f2load	f02	C	30	0	30	30	1293325.3333333333	855219	1465308
f2load	f02	C	30	30	60	30	1489713.9333333333	1294040	1571348
f2load	f02	C	30	60	90	30	1561516.7666666666	1508899	1570643
f2load	f02	C	30	90	120	30	1556542.9	1513229	1569751
f2load	f02	C	30	120	150	30	1549516.8	1517236	1564273
f2load	f02	C	30	150	180	30	1529537.6333333333	1488036	1548251
f2load	f02	C	30	180	210	30	1534492	1496929	1546004
f2load	f02	C	30	210	240	30	1532527.3666666667	1488377	1543341
f2load	f02	C	30	240	270	30	1527718.7333333334	1497289	1539497
f2load	f02	C	30	270	300	30	1530902.7666666666	1497546	1539427
f2load	f02	C	60	0	60	60	1391519.6333333333	855219	1571348
f2load	f02	C	60	60	120	60	1559029.8333333333	1508899	1570643
f2load	f02	C	60	120	180	60	1539527.2166666666	1488036	1564273
f2load	f02	C	60	180	240	60	1533509.6833333333	1488377	1546004
f2load	f02	C	60	240	300	60	1529310.75	1497289	1539497
f2load	f03	C	30	0	30	30	1324104.4333333333	866224	1507456
f2load	f03	C	30	30	60	30	1537086.8333333333	1333043	1604477
f2load	f03	C	30	60	90	30	1584186.9	1544987	1604420
f2load	f03	C	30	90	120	30	1582323.9333333333	1542403	1603036
f2load	f03	C	30	120	150	30	1571646.7666666666	1510138	1588670
f2load	f03	C	30	150	180	30	1568371.5	1524402	1583815
f2load	f03	C	30	180	210	30	1568978.2333333334	1514755	1580569
f2load	f03	C	30	210	240	30	1564683.6	1523466	1578016
f2load	f03	C	30	240	270	30	1580194.6666666667	1550185	1600430
f2load	f03	C	30	270	300	30	1597922	1592188	1601691
f2load	f03	C	60	0	60	60	1430595.6333333333	866224	1604477
f2load	f03	C	60	60	120	60	1583255.4166666667	1542403	1604420
f2load	f03	C	60	120	180	60	1570009.1333333333	1510138	1588670
f2load	f03	C	60	180	240	60	1566830.9166666667	1514755	1580569
f2load	f03	C	60	240	300	60	1589058.3333333333	1550185	1601691
f2load	f04	C	30	0	30	30	1394641.7333333334	914599	1597384
f2load	f04	C	30	30	60	30	1643774.0333333334	1417045	1704550
f2load	f04	C	30	60	90	30	1684676.3666666667	1639529	1703415
f2load	f04	C	30	90	120	30	1677394.2	1633595	1694750
f2load	f04	C	30	120	150	30	1667078.3333333333	1605828	1686825
f2load	f04	C	30	150	180	30	1669608.7333333334	1633326	1681710
f2load	f04	C	30	180	210	30	1666875.5333333334	1618954	1679706
f2load	f04	C	30	210	240	30	1665727.8333333333	1629409	1675180
f2load	f04	C	30	240	270	30	1681756	1629518	1703111
f2load	f04	C	30	270	300	30	1696574.8666666667	1686182	1702350
f2load	f04	C	60	0	60	60	1519207.8833333333	914599	1704550
f2load	f04	C	60	60	120	60	1681035.2833333334	1633595	1703415
f2load	f04	C	60	120	180	60	1668343.5333333334	1605828	1686825
f2load	f04	C	60	180	240	60	1666301.6833333333	1618954	1679706
f2load	f04	C	60	240	300	60	1689165.4333333333	1629518	1703111
f2load	f05	C	30	0	30	30	1319489.5666666667	848083	1509694
f2load	f05	C	30	30	60	30	1538674.4666666666	1329319	1601170
f2load	f05	C	30	60	90	30	1581544.7333333334	1541843	1600970
f2load	f05	C	30	90	120	30	1586122.0666666667	1547731	1598392
f2load	f05	C	30	120	150	30	1580228.4333333333	1538124	1591998
f2load	f05	C	30	150	180	30	1568835.4666666666	1511426	1583392
f2load	f05	C	30	180	210	30	1567304.4	1526377	1579331
f2load	f05	C	30	210	240	30	1558531.2333333334	1520507	1573879
f2load	f05	C	30	240	270	30	1566342.4333333333	1534353	1573681
f2load	f05	C	30	270	300	30	1574387.6666666667	1530618	1591488
f2load	f05	C	60	0	60	60	1429082.0166666666	848083	1601170
f2load	f05	C	60	60	120	60	1583833.4	1541843	1600970
f2load	f05	C	60	120	180	60	1574531.95	1511426	1591998
f2load	f05	C	60	180	240	60	1562917.8166666667	1520507	1579331
f2load	f05	C	60	240	300	60	1570365.05	1530618	1591488
f2load	f06	C	30	0	30	30	1260823.1333333333	840739	1413979
f2load	f06	C	30	30	60	30	1423473	1238273	1499342
f2load	f06	C	30	60	90	30	1486062.0333333334	1438402	1500301
f2load	f06	C	30	90	120	30	1482664	1435364	1499326
f2load	f06	C	30	120	150	30	1477471.8666666667	1417751	1489473
f2load	f06	C	30	150	180	30	1473281.6333333333	1426949	1486435
f2load	f06	C	30	180	210	30	1473431.4333333333	1429556	1486847
f2load	f06	C	30	210	240	30	1480023.6333333333	1452251	1488232
f2load	f06	C	30	240	270	30	1473120.1	1443446	1481644
f2load	f06	C	30	270	300	29	1485939.3103448276	1447109	1498278
f2load	f06	C	60	0	60	60	1342148.0666666667	840739	1499342
f2load	f06	C	60	60	120	60	1484363.0166666666	1435364	1500301
f2load	f06	C	60	120	180	60	1475376.75	1417751	1489473
f2load	f06	C	60	180	240	60	1476727.5333333334	1429556	1488232
f2load	f06	C	60	240	300	59	1479421.06779661	1443446	1498278
f2load	f07	C	30	0	30	30	1293561.1333333333	851265	1468619
f2load	f07	C	30	30	60	30	1486199.1	1292303	1551140
f2load	f07	C	30	60	90	30	1534768.4666666666	1491206	1550558
f2load	f07	C	30	90	120	30	1526950.8666666667	1488666	1544347
f2load	f07	C	30	120	150	30	1524714.4	1468440	1537070
f2load	f07	C	30	150	180	30	1514549.9	1464622	1531802
f2load	f07	C	30	180	210	30	1520837.8666666667	1473109	1530406
f2load	f07	C	30	210	240	30	1516537.2333333334	1478017	1528565
f2load	f07	C	30	240	270	30	1516048.3666666667	1481437	1526553
f2load	f07	C	30	270	300	30	1537596.8666666667	1526943	1548503
f2load	f07	C	60	0	60	60	1389880.1166666667	851265	1551140
f2load	f07	C	60	60	120	60	1530859.6666666667	1488666	1550558
f2load	f07	C	60	120	180	60	1519632.15	1464622	1537070
f2load	f07	C	60	180	240	60	1518687.55	1473109	1530406
f2load	f07	C	60	240	300	60	1526822.6166666667	1481437	1548503
f2load	f08	C	30	0	30	30	1233996.2333333334	855467	1376388
f2load	f08	C	30	30	60	30	1362585.8	1207978	1464386
f2load	f08	C	30	60	90	30	1450682.3	1398612	1463113
f2load	f08	C	30	90	120	30	1444348.1666666667	1404039	1460931
f2load	f08	C	30	120	150	30	1445547.1	1407394	1457678
f2load	f08	C	30	150	180	30	1445253.5666666667	1412141	1455792
f2load	f08	C	30	180	210	30	1435037.9333333333	1390934	1446478
f2load	f08	C	30	210	240	30	1429888.9333333333	1387419	1443653
f2load	f08	C	30	240	270	30	1434033.2666666666	1396122	1443612
f2load	f08	C	30	270	300	30	1451642.0333333334	1421862	1463039
f2load	f08	C	60	0	60	60	1298291.0166666666	855467	1464386
f2load	f08	C	60	60	120	60	1447515.2333333334	1398612	1463113
f2load	f08	C	60	120	180	60	1445400.3333333333	1407394	1457678
