system	arm	workload	window_sec	start_sec_exclusive	end_sec_inclusive	sample_count	mean_nominal_qps	min_nominal_qps	max_nominal_qps
f2load	f08	C	60	180	240	60	1432463.4333333333	1387419	1446478
f2load	f08	C	60	240	300	60	1442837.65	1396122	1463039
f2load	f09	C	30	0	30	30	1181185.6333333333	828097	1297169
f2load	f09	C	30	30	60	30	1272839.5666666667	1147902	1348066
f2load	f09	C	30	60	90	30	1335978.2333333334	1279818	1346960
f2load	f09	C	30	90	120	30	1334460	1283290	1345085
f2load	f09	C	30	120	150	30	1323539.6666666667	1267837	1341524
f2load	f09	C	30	150	180	30	1326139	1270629	1336050
f2load	f09	C	30	180	210	30	1325603.1333333333	1277905	1334067
f2load	f09	C	30	210	240	30	1328578.6	1278471	1343410
f2load	f09	C	30	240	270	30	1345380.7666666666	1337693	1349699
f2load	f09	C	30	270	300	30	1346244.4333333333	1338547	1348615
f2load	f09	C	60	0	60	60	1227012.6	828097	1348066
f2load	f09	C	60	60	120	60	1335219.1166666667	1279818	1346960
f2load	f09	C	60	120	180	60	1324839.3333333333	1267837	1341524
f2load	f09	C	60	180	240	60	1327090.8666666667	1277905	1343410
f2load	f09	C	60	240	300	60	1345812.6	1337693	1349699
f2load	f10	C	30	0	30	30	1384829.8	897607	1540649
f2load	f10	C	30	30	60	30	1630005.0666666667	1403619	1703282
f2load	f10	C	30	60	90	30	1686421.3	1627800	1702264
f2load	f10	C	30	90	120	30	1681900.4	1628444	1693701
f2load	f10	C	30	120	150	30	1660911.9	1610967	1683649
f2load	f10	C	30	150	180	30	1666389.9	1620495	1677766
f2load	f10	C	30	180	210	30	1660364.6666666667	1616853	1674511
f2load	f10	C	30	210	240	30	1663457.7	1625094	1673132
f2load	f10	C	30	240	270	30	1659248.1333333333	1627267	1670269
f2load	f10	C	30	270	300	30	1677789.3	1652555	1695168
f2load	f10	C	60	0	60	60	1507417.4333333333	897607	1703282
f2load	f10	C	60	60	120	60	1684160.85	1627800	1702264
f2load	f10	C	60	120	180	60	1663650.9	1610967	1683649
f2load	f10	C	60	180	240	60	1661911.1833333333	1616853	1674511
f2load	f10	C	60	240	300	60	1668518.7166666666	1627267	1695168
baseline	b01	D	30	0	30	30	2237697.066666667	1392362	2582708
baseline	b01	D	30	30	60	30	2748864.6333333333	2308618	2870327
baseline	b01	D	30	60	90	30	2776777.2666666666	2663229	2832289
baseline	b01	D	30	90	120	30	2733891.466666667	2653200	2788350
baseline	b01	D	30	120	150	30	2704752.7	2623171	2740469
baseline	b01	D	30	150	180	30	2677361.1666666665	2626825	2720756
baseline	b01	D	30	180	210	30	2699554.966666667	2637672	2739694
baseline	b01	D	30	210	240	30	2699345.6333333333	2677742	2731242
baseline	b01	D	30	240	270	30	2676253.9	2642761	2704471
baseline	b01	D	30	270	300	29	2654515.6896551726	2626363	2673554
baseline	b01	D	60	0	60	60	2493280.85	1392362	2870327
baseline	b01	D	60	60	120	60	2755334.3666666667	2653200	2832289
baseline	b01	D	60	120	180	60	2691056.933333333	2623171	2740469
baseline	b01	D	60	180	240	60	2699450.3	2637672	2739694
baseline	b01	D	60	240	300	59	2665569.0169491526	2626363	2704471
baseline	b02	D	30	0	30	30	2246228.1333333333	1395099	2588034
baseline	b02	D	30	30	60	30	2781706.6666666665	2379967	2898411
baseline	b02	D	30	60	90	30	2801372.033333333	2700462	2875308
baseline	b02	D	30	90	120	30	2751241.5	2682625	2808908
baseline	b02	D	30	120	150	30	2723628.2	2651407	2766238
baseline	b02	D	30	150	180	30	2694300.2333333334	2651166	2742386
baseline	b02	D	30	180	210	30	2697965.2666666666	2657043	2735419
baseline	b02	D	30	210	240	30	2708404.466666667	2685053	2733425
baseline	b02	D	30	240	270	30	2686849.533333333	2645464	2719314
baseline	b02	D	30	270	300	30	2664815.7333333334	2613225	2698339
baseline	b02	D	60	0	60	60	2513967.4	1395099	2898411
baseline	b02	D	60	60	120	60	2776306.7666666666	2682625	2875308
baseline	b02	D	60	120	180	60	2708964.216666667	2651166	2766238
baseline	b02	D	60	180	240	60	2703184.8666666667	2657043	2735419
baseline	b02	D	60	240	300	60	2675832.6333333333	2613225	2719314
baseline	b03	D	30	0	30	30	2250480.8	1394659	2607085
baseline	b03	D	30	30	60	30	2778427.433333333	2370449	2891595
baseline	b03	D	30	60	90	30	2799085.566666667	2689079	2868466
baseline	b03	D	30	90	120	30	2747067	2672639	2813592
baseline	b03	D	30	120	150	30	2726751.1333333333	2664551	2773618
baseline	b03	D	30	150	180	30	2691920.9	2633497	2727632
baseline	b03	D	30	180	210	30	2687476.933333333	2638830	2725633
baseline	b03	D	30	210	240	30	2707519.033333333	2668858	2739034
baseline	b03	D	30	240	270	30	2688088.466666667	2663951	2716720
baseline	b03	D	30	270	300	30	2669522.933333333	2631639	2694003
baseline	b03	D	60	0	60	60	2514454.1166666667	1394659	2891595
baseline	b03	D	60	60	120	60	2773076.283333333	2672639	2868466
baseline	b03	D	60	120	180	60	2709336.0166666666	2633497	2773618
baseline	b03	D	60	180	240	60	2697497.9833333334	2638830	2739034
baseline	b03	D	60	240	300	60	2678805.7	2631639	2716720
baseline	n01	D	30	0	30	30	2241540.7	1352723	2591761
baseline	n01	D	30	30	60	30	2753693.1	2344853	2874938
baseline	n01	D	30	60	90	30	2769931.2333333334	2636593	2833773
baseline	n01	D	30	90	120	30	2729471.2333333334	2644418	2776204
baseline	n01	D	30	120	150	30	2691150.1	2621951	2754603
baseline	n01	D	30	150	180	30	2675992.8	2616157	2713537
baseline	n01	D	30	180	210	30	2713542.033333333	2681700	2750802
baseline	n01	D	30	210	240	30	2693715.4	2658897	2727397
baseline	n01	D	30	240	270	30	2674464.5	2656837	2705088
baseline	n01	D	30	270	300	30	2648595.5	2615686	2678745
baseline	n01	D	60	0	60	60	2497616.9	1352723	2874938
baseline	n01	D	60	60	120	60	2749701.2333333334	2636593	2833773
baseline	n01	D	60	120	180	60	2683571.45	2616157	2754603
baseline	n01	D	60	180	240	60	2703628.716666667	2658897	2750802
baseline	n01	D	60	240	300	60	2661530	2615686	2705088
baseline	n02	D	30	0	30	30	2255659.066666667	1396445	2584644
baseline	n02	D	30	30	60	30	2734280.6	2303781	2892102
baseline	n02	D	30	60	90	30	2775377.3	2629649	2851401
baseline	n02	D	30	90	120	30	2737216.566666667	2617946	2801697
baseline	n02	D	30	120	150	30	2760750.7666666666	2686206	2808535
baseline	n02	D	30	150	180	30	2765706.1333333333	2722566	2794845
baseline	n02	D	30	180	210	30	2737896.5	2640396	2774807
baseline	n02	D	30	210	240	30	2714646.033333333	2668904	2746692
baseline	n02	D	30	240	270	30	2688661.3	2653905	2716796
baseline	n02	D	30	270	300	30	2673507.2	2638656	2695426
baseline	n02	D	60	0	60	60	2494969.8333333335	1396445	2892102
baseline	n02	D	60	60	120	60	2756296.933333333	2617946	2851401
baseline	n02	D	60	120	180	60	2763228.45	2686206	2808535
baseline	n02	D	60	180	240	60	2726271.2666666666	2640396	2774807
baseline	n02	D	60	240	300	60	2681084.25	2638656	2716796
baseline	n03	D	30	0	30	30	2289538.3333333335	1425324	2641445
baseline	n03	D	30	30	60	30	2750472.066666667	2300790	2909518
baseline	n03	D	30	60	90	30	2789750.566666667	2660949	2865487
baseline	n03	D	30	90	120	30	2733030.933333333	2631130	2796553
baseline	n03	D	30	120	150	30	2774581.2333333334	2677970	2823353
baseline	n03	D	30	150	180	30	2773490.6666666665	2738771	2804071
baseline	n03	D	30	180	210	30	2742205.066666667	2692855	2778247
baseline	n03	D	30	210	240	30	2714080.2666666666	2675875	2748353
baseline	n03	D	30	240	270	30	2693387.8333333335	2634444	2724904
baseline	n03	D	30	270	300	30	2677308.2666666666	2628344	2709403
baseline	n03	D	60	0	60	60	2520005.2	1425324	2909518
baseline	n03	D	60	60	120	60	2761390.75	2631130	2865487
baseline	n03	D	60	120	180	60	2774035.95	2677970	2823353
baseline	n03	D	60	180	240	60	2728142.6666666665	2675875	2778247
baseline	n03	D	60	240	300	60	2685348.05	2628344	2724904
baseline	n04	D	30	0	30	30	2301720.1	1432834	2662071
baseline	n04	D	30	30	60	30	2823826.2	2410637	2938366
baseline	n04	D	30	60	90	30	2833391.8333333335	2729392	2895558
baseline	n04	D	30	90	120	30	2775511.1666666665	2702080	2844586
baseline	n04	D	30	120	150	30	2737024.7666666666	2673356	2783361
baseline	n04	D	30	150	180	30	2711982.5	2676216	2739897
baseline	n04	D	30	180	210	30	2741961.6333333333	2705453	2777511
baseline	n04	D	30	210	240	30	2727227.5	2698929	2757498
baseline	n04	D	30	240	270	30	2705252.2	2671474	2732196
baseline	n04	D	30	270	300	30	2677560.566666667	2642576	2706606
baseline	n04	D	60	0	60	60	2562773.15	1432834	2938366
baseline	n04	D	60	60	120	60	2804451.5	2702080	2895558
baseline	n04	D	60	120	180	60	2724503.6333333333	2673356	2783361
baseline	n04	D	60	180	240	60	2734594.566666667	2698929	2777511
baseline	n04	D	60	240	300	60	2691406.3833333333	2642576	2732196
baseline	r01	D	30	0	30	30	2230592.9	1343589	2576080
baseline	r01	D	30	30	60	30	2753276.433333333	2347187	2875208
baseline	r01	D	30	60	90	30	2780541.3	2673481	2856139
baseline	r01	D	30	90	120	30	2732200.9	2634030	2788078
baseline	r01	D	30	120	150	30	2711724.6333333333	2654238	2755937
baseline	r01	D	30	150	180	30	2680650.8333333335	2617209	2721296
baseline	r01	D	30	180	210	30	2720943.566666667	2676515	2755598
baseline	r01	D	30	210	240	30	2706207.7333333334	2678379	2734700
baseline	r01	D	30	240	270	30	2685038.066666667	2660601	2722158
baseline	r01	D	30	270	300	30	2661310.6666666665	2623112	2704918
baseline	r01	D	60	0	60	60	2491934.6666666665	1343589	2875208
baseline	r01	D	60	60	120	60	2756371.1	2634030	2856139
baseline	r01	D	60	120	180	60	2696187.7333333334	2617209	2755937
baseline	r01	D	60	180	240	60	2713575.65	2676515	2755598
baseline	r01	D	60	240	300	60	2673174.3666666667	2623112	2722158
baseline	r02	D	30	0	30	30	2202111.2	1346415	2545652
baseline	r02	D	30	30	60	30	2693045.033333333	2257628	2874252
baseline	r02	D	30	60	90	30	2766309.566666667	2650854	2832970
baseline	r02	D	30	90	120	30	2721440.6	2631951	2780105
baseline	r02	D	30	120	150	30	2710224.8333333335	2596236	2774935
baseline	r02	D	30	150	180	30	2749978.966666667	2715149	2780250
baseline	r02	D	30	180	210	30	2720882.966666667	2686788	2756990
baseline	r02	D	30	210	240	30	2696472.066666667	2662288	2731649
baseline	r02	D	30	240	270	30	2673443.3666666667	2649477	2705812
baseline	r02	D	30	270	300	30	2656000.6333333333	2622120	2688581
baseline	r02	D	60	0	60	60	2447578.1166666667	1346415	2874252
baseline	r02	D	60	60	120	60	2743875.0833333335	2631951	2832970
baseline	r02	D	60	120	180	60	2730101.9	2596236	2780250
baseline	r02	D	60	180	240	60	2708677.5166666666	2662288	2756990
baseline	r02	D	60	240	300	60	2664722	2622120	2705812
baseline	run3	D	30	0	30	30	2142287.966666667	1341175	2458052
baseline	run3	D	30	30	60	30	2626534.533333333	2228270	2812152
baseline	run3	D	30	60	90	30	2732567.533333333	2635379	2808458
baseline	run3	D	30	90	120	30	2687433.433333333	2590710	2748060
baseline	run3	D	30	120	150	30	2667224.066666667	2581220	2704674
baseline	run3	D	30	150	180	30	2706830.8666666667	2633876	2739916
baseline	run3	D	30	180	210	30	2704844.4	2677882	2734286
baseline	run3	D	30	210	240	30	2684412.8	2659393	2714660
baseline	run3	D	30	240	270	30	2662050.433333333	2636077	2684633
baseline	run3	D	30	270	300	30	2636943.3333333335	2599684	2664652
baseline	run3	D	60	0	60	60	2384411.25	1341175	2812152
baseline	run3	D	60	60	120	60	2710000.4833333334	2590710	2808458
baseline	run3	D	60	120	180	60	2687027.466666667	2581220	2739916
baseline	run3	D	60	180	240	60	2694628.6	2659393	2734286
baseline	run3	D	60	240	300	60	2649496.8833333333	2599684	2684633
f2load	f01	D	30	0	30	30	2241138.9	1394545	2614977
f2load	f01	D	30	30	60	30	2739578.6333333333	2338557	2853284
f2load	f01	D	30	60	90	30	2763639.9	2675947	2825169
f2load	f01	D	30	90	120	30	2708893.1333333333	2615658	2770124
f2load	f01	D	30	120	150	30	2689025.7	2626428	2743644
f2load	f01	D	30	150	180	30	2665037.5	2634080	2700910
f2load	f01	D	30	180	210	30	2648279.2333333334	2604928	2675587
f2load	f01	D	30	210	240	30	2680500.1	2649886	2712061
f2load	f01	D	30	240	270	30	2660616.8666666667	2630124	2690883
f2load	f01	D	30	270	300	30	2636151.2666666666	2529580	2672781
f2load	f01	D	60	0	60	60	2490358.7666666666	1394545	2853284
f2load	f01	D	60	60	120	60	2736266.5166666666	2615658	2825169
f2load	f01	D	60	120	180	60	2677031.6	2626428	2743644
f2load	f01	D	60	180	240	60	2664389.6666666665	2604928	2712061
f2load	f01	D	60	240	300	60	2648384.066666667	2529580	2690883
f2load	f02	D	30	0	30	30	2243106.2	1449622	2526642
f2load	f02	D	30	30	60	30	2680681.7333333334	2258363	2846427
f2load	f02	D	30	60	90	30	2751415.4	2627341	2830656
f2load	f02	D	30	90	120	30	2699880.2	2606615	2761165
f2load	f02	D	30	120	150	30	2705073.066666667	2598418	2769205
f2load	f02	D	30	150	180	30	2733603.6	2690074	2771085
f2load	f02	D	30	180	210	30	2704817.433333333	2668857	2734884
f2load	f02	D	30	210	240	30	2681697.1333333333	2645920	2714025
f2load	f02	D	30	240	270	30	2658463.8333333335	2620141	2685328
f2load	f02	D	30	270	300	30	2637211.466666667	2599223	2664836
f2load	f02	D	60	0	60	60	2461893.966666667	1449622	2846427
f2load	f02	D	60	60	120	60	2725647.8	2606615	2830656
f2load	f02	D	60	120	180	60	2719338.3333333335	2598418	2771085
f2load	f02	D	60	180	240	60	2693257.283333333	2645920	2734884
f2load	f02	D	60	240	300	60	2647837.65	2599223	2685328
f2load	f03	D	30	0	30	30	2225382.7	1428638	2559839
f2load	f03	D	30	30	60	30	2734971.7333333334	2312047	2865203
f2load	f03	D	30	60	90	30	2787441.3	2706629	2850349
f2load	f03	D	30	90	120	30	2726949.5	2615808	2818271
f2load	f03	D	30	120	150	30	2698276.933333333	2631611	2743579
f2load	f03	D	30	150	180	30	2669909.9	2609118	2708693
f2load	f03	D	30	180	210	30	2641381.8	2560559	2678501
f2load	f03	D	30	210	240	30	2663212.5	2622126	2696435
f2load	f03	D	30	240	270	30	2667867.966666667	2630538	2693597
f2load	f03	D	30	270	300	30	2648148.8333333335	2608100	2686509
f2load	f03	D	60	0	60	60	2480177.216666667	1428638	2865203
f2load	f03	D	60	60	120	60	2757195.4	2615808	2850349
f2load	f03	D	60	120	180	60	2684093.4166666665	2609118	2743579
f2load	f03	D	60	180	240	60	2652297.15	2560559	2696435
f2load	f03	D	60	240	300	60	2658008.4	2608100	2693597
f2load	f04	D	30	0	30	30	2306881.6666666665	1503832	2656231
f2load	f04	D	30	30	60	30	2814410.1333333333	2398636	2914051
f2load	f04	D	30	60	90	30	2834022.566666667	2752458	2907127
f2load	f04	D	30	90	120	30	2759673.5	2666332	2810938
f2load	f04	D	30	120	150	30	2734717.2666666666	2666455	2793900
f2load	f04	D	30	150	180	30	2703967.966666667	2661363	2744817
f2load	f04	D	30	180	210	30	2732689.2	2690880	2767864
f2load	f04	D	30	210	240	30	2725592.8	2679918	2768560
f2load	f04	D	30	240	270	30	2705083.066666667	2675920	2732425
f2load	f04	D	30	270	300	30	2677887.566666667	2645907	2715035
f2load	f04	D	60	0	60	60	2560645.9	1503832	2914051
f2load	f04	D	60	60	120	60	2796848.033333333	2666332	2907127
f2load	f04	D	60	120	180	60	2719342.6166666667	2661363	2793900
f2load	f04	D	60	180	240	60	2729141	2679918	2768560
f2load	f04	D	60	240	300	60	2691485.316666667	2645907	2732425
f2load	f05	D	30	0	30	30	2251911.533333333	1472914	2574594
f2load	f05	D	30	30	60	30	2747300.8666666667	2341896	2880416
f2load	f05	D	30	60	90	30	2757704.7666666666	2645579	2840460
f2load	f05	D	30	90	120	30	2704339.6666666665	2589363	2754633
f2load	f05	D	30	120	150	30	2680840.9	2604259	2737235
f2load	f05	D	30	150	180	30	2683768.066666667	2603444	2739457
f2load	f05	D	30	180	210	30	2710415.533333333	2661064	2742508
f2load	f05	D	30	210	240	30	2686428.8333333335	2630416	2717358
f2load	f05	D	30	240	270	30	2669950.433333333	2638965	2694503
f2load	f05	D	30	270	300	30	2648720.6666666665	2617281	2671007
f2load	f05	D	60	0	60	60	2499606.2	1472914	2880416
f2load	f05	D	60	60	120	60	2731022.216666667	2589363	2840460
f2load	f05	D	60	120	180	60	2682304.4833333334	2603444	2739457
f2load	f05	D	60	180	240	60	2698422.183333333	2630416	2742508
f2load	f05	D	60	240	300	60	2659335.55	2617281	2694503
f2load	f06	D	30	0	30	30	2229172.7333333334	1399803	2596553
f2load	f06	D	30	30	60	30	2738135.4	2326325	2869403
f2load	f06	D	30	60	90	30	2778154.933333333	2691892	2848703
f2load	f06	D	30	90	120	30	2736277.066666667	2647961	2793796
f2load	f06	D	30	120	150	30	2707774.8666666667	2640215	2754714
f2load	f06	D	30	150	180	30	2682035.5	2636701	2729880
f2load	f06	D	30	180	210	30	2681301.6333333333	2637655	2724797
f2load	f06	D	30	210	240	30	2703598.1	2670402	2730408
f2load	f06	D	30	240	270	30	2679970.2333333334	2646492	2712215
f2load	f06	D	30	270	300	30	2660137.6333333333	2630941	2682121
f2load	f06	D	60	0	60	60	2483654.066666667	1399803	2869403
f2load	f06	D	60	60	120	60	2757216	2647961	2848703
f2load	f06	D	60	120	180	60	2694905.183333333	2636701	2754714
f2load	f06	D	60	180	240	60	2692449.8666666667	2637655	2730408
f2load	f06	D	60	240	300	60	2670053.933333333	2630941	2712215
f2load	f07	D	30	0	30	30	2170423.1	1406571	2478809
f2load	f07	D	30	30	60	30	2635063.8666666667	2227719	2822987
f2load	f07	D	30	60	90	30	2735724	2569399	2800551
f2load	f07	D	30	90	120	30	2713890.8666666667	2631649	2772473
f2load	f07	D	30	120	150	30	2708922.033333333	2606601	2765645
f2load	f07	D	30	150	180	30	2746315.7333333334	2705888	2782436
f2load	f07	D	30	180	210	30	2721281.7	2680437	2751172
f2load	f07	D	30	210	240	30	2696789.1	2648304	2732187
f2load	f07	D	30	240	270	30	2675044.066666667	2633916	2711326
f2load	f07	D	30	270	300	29	2648989.172413793	2601700	2679988
f2load	f07	D	60	0	60	60	2402743.4833333334	1406571	2822987
f2load	f07	D	60	60	120	60	2724807.433333333	2569399	2800551
f2load	f07	D	60	120	180	60	2727618.8833333333	2606601	2782436
f2load	f07	D	60	180	240	60	2709035.4	2648304	2751172
f2load	f07	D	60	240	300	59	2662237.4237288134	2601700	2711326
f2load	f08	D	30	0	30	30	2159267.3333333335	1393505	2482056
f2load	f08	D	30	30	60	30	2679162.4	2268892	2812672
f2load	f08	D	30	60	90	30	2743604.9	2621581	2798381
f2load	f08	D	30	90	120	30	2718281	2639166	2770808
f2load	f08	D	30	120	150	30	2683986.8333333335	2602051	2740831
f2load	f08	D	30	150	180	30	2663445.566666667	2619631	2691863
f2load	f08	D	30	180	210	30	2675072.966666667	2617838	2732746
f2load	f08	D	30	210	240	30	2689890.533333333	2653830	2715324
f2load	f08	D	30	240	270	30	2670856.7666666666	2645326	2700448
f2load	f08	D	30	270	300	30	2649327.9	2603246	2675211
f2load	f08	D	60	0	60	60	2419214.8666666667	1393505	2812672
f2load	f08	D	60	60	120	60	2730942.95	2621581	2798381
f2load	f08	D	60	120	180	60	2673716.2	2602051	2740831
f2load	f08	D	60	180	240	60	2682481.75	2617838	2732746
f2load	f08	D	60	240	300	60	2660092.3333333335	2603246	2700448
f2load	f09	D	30	0	30	30	2152417.9	1389164	2503356
f2load	f09	D	30	30	60	30	2639676.6666666665	2231506	2795750
f2load	f09	D	30	60	90	30	2707264.933333333	2632771	2768852
f2load	f09	D	30	90	120	30	2670429.933333333	2542003	2729801
f2load	f09	D	30	120	150	30	2670521.2	2585124	2725311
f2load	f09	D	30	150	180	30	2643006.4	2608119	2682021
f2load	f09	D	30	180	210	30	2659515.3666666667	2601854	2702674
f2load	f09	D	30	210	240	30	2675758.3333333335	2652942	2709975
f2load	f09	D	30	240	270	30	2659475.566666667	2609062	2688426
f2load	f09	D	30	270	300	30	2639874.933333333	2605243	2666689
f2load	f09	D	60	0	60	60	2396047.283333333	1389164	2795750
f2load	f09	D	60	60	120	60	2688847.433333333	2542003	2768852
f2load	f09	D	60	120	180	60	2656763.8	2585124	2725311
f2load	f09	D	60	180	240	60	2667636.85	2601854	2709975
f2load	f09	D	60	240	300	60	2649675.25	2605243	2688426
f2load	f10	D	30	0	30	30	2353035.9	1571256	2684832
f2load	f10	D	30	30	60	30	2820480.3	2410629	2979032
f2load	f10	D	30	60	90	30	2851466.6333333333	2729829	2932140
f2load	f10	D	30	90	120	30	2793280.3666666667	2686493	2840154
f2load	f10	D	30	120	150	30	2772794.2666666666	2665104	2832748
f2load	f10	D	30	150	180	30	2801404.7333333334	2760608	2836496
f2load	f10	D	30	180	210	30	2771060.2	2736855	2811013
f2load	f10	D	30	210	240	30	2742549.433333333	2709246	2772915
f2load	f10	D	30	240	270	30	2718189.5	2682204	2755376
f2load	f10	D	30	270	300	29	2692885.827586207	2649803	2724899
f2load	f10	D	60	0	60	60	2586758.1	1571256	2979032
f2load	f10	D	60	60	120	60	2822373.5	2686493	2932140
f2load	f10	D	60	120	180	60	2787099.5	2665104	2836496
f2load	f10	D	60	180	240	60	2756804.816666667	2709246	2811013
f2load	f10	D	60	240	300	59	2705752.1016949154	2649803	2755376
baseline	b01	E	30	0	30	30	90174.13333333333	63703	103848
baseline	b01	E	30	30	60	30	102188.53333333334	80549	109675
baseline	b01	E	30	60	90	30	108066.63333333333	106234	109356
baseline	b01	E	30	90	120	30	107975.26666666666	105961	109362
baseline	b01	E	30	120	150	30	107358.86666666667	106318	109246
baseline	b01	E	30	150	180	30	107982.43333333333	106211	109170
baseline	b01	E	30	180	210	30	107911.26666666666	106384	109629
baseline	b01	E	30	210	240	30	107282.66666666667	106071	109216
baseline	b01	E	30	240	270	30	107624.13333333333	106531	109034
baseline	b01	E	30	270	300	30	107679.4	106440	108935
baseline	b01	E	60	0	60	60	96181.33333333333	63703	109675
baseline	b01	E	60	60	120	60	108020.95	105961	109362
baseline	b01	E	60	120	180	60	107670.65	106211	109246
baseline	b01	E	60	180	240	60	107596.96666666666	106071	109629
baseline	b01	E	60	240	300	60	107651.76666666666	106440	109034
baseline	b02	E	30	0	30	30	92004.63333333333	66114	106141
baseline	b02	E	30	30	60	30	103598.76666666666	79977	111009
baseline	b02	E	30	60	90	30	109561.26666666666	107976	110955
baseline	b02	E	30	90	120	30	109779.06666666667	107829	111098
baseline	b02	E	30	120	150	30	109130	107557	111047
baseline	b02	E	30	150	180	30	109453.26666666666	107913	110711
baseline	b02	E	30	180	210	30	109679.96666666666	107539	111171
baseline	b02	E	30	210	240	30	108964.46666666666	107992	110657
baseline	b02	E	30	240	270	30	109129.3	107960	110676
baseline	b02	E	30	270	300	30	109455.66666666667	107535	110947
baseline	b02	E	60	0	60	60	97801.7	66114	111009
baseline	b02	E	60	60	120	60	109670.16666666667	107829	111098
baseline	b02	E	60	120	180	60	109291.63333333333	107557	111047
baseline	b02	E	60	180	240	60	109322.21666666666	107539	111171
baseline	b02	E	60	240	300	60	109292.48333333334	107535	110947
baseline	b03	E	30	0	30	30	89957.36666666667	65598	104503
baseline	b03	E	30	30	60	30	104805.66666666667	82096	110762
baseline	b03	E	30	60	90	30	109363.83333333333	107699	110959
baseline	b03	E	30	90	120	30	109457.23333333334	107481	110958
baseline	b03	E	30	120	150	30	108731.46666666666	106951	110387
baseline	b03	E	30	150	180	30	109282.1	107812	110688
baseline	b03	E	30	180	210	30	109347.6	107881	111019
baseline	b03	E	30	210	240	30	108553.03333333334	106942	110113
baseline	b03	E	30	240	270	30	108901.76666666666	105257	110623
baseline	b03	E	30	270	300	30	108821.23333333334	105045	110578
baseline	b03	E	60	0	60	60	97381.51666666666	65598	110762
baseline	b03	E	60	60	120	60	109410.53333333334	107481	110959
baseline	b03	E	60	120	180	60	109006.78333333334	106951	110688
baseline	b03	E	60	180	240	60	108950.31666666667	106942	111019
baseline	b03	E	60	240	300	60	108861.5	105045	110623
baseline	n01	E	30	0	30	30	89790.8	64988	104077
baseline	n01	E	30	30	60	30	103667	81808	110309
baseline	n01	E	30	60	90	30	108595.06666666667	106731	110423
baseline	n01	E	30	90	120	30	108768	106912	110129
baseline	n01	E	30	120	150	30	108144.63333333333	106930	109713
baseline	n01	E	30	150	180	30	108728.26666666666	106968	110132
baseline	n01	E	30	180	210	30	108694.86666666667	106955	110039
baseline	n01	E	30	210	240	30	107933	107038	109416
baseline	n01	E	30	240	270	30	108120.2	104761	109790
baseline	n01	E	30	270	300	30	108013.5	104902	109778
baseline	n01	E	60	0	60	60	96728.9	64988	110309
baseline	n01	E	60	60	120	60	108681.53333333334	106731	110423
baseline	n01	E	60	120	180	60	108436.45	106930	110132
baseline	n01	E	60	180	240	60	108313.93333333333	106955	110039
baseline	n01	E	60	240	300	60	108066.85	104761	109790
baseline	n02	E	30	0	30	30	90656.76666666666	65812	105448
baseline	n02	E	30	30	60	30	104915.96666666666	81369	111274
baseline	n02	E	30	60	90	30	109648.9	107926	111399
baseline	n02	E	30	90	120	30	109791.6	107792	111151
baseline	n02	E	30	120	150	30	109186.03333333334	108110	111230
baseline	n02	E	30	150	180	30	109363.73333333334	107998	110945
baseline	n02	E	30	180	210	30	109748.93333333333	108005	111104
baseline	n02	E	30	210	240	30	109168.93333333333	107800	110644
baseline	n02	E	30	240	270	30	109001.76666666666	107521	110241
baseline	n02	E	30	270	300	30	109201.76666666666	107123	110773
baseline	n02	E	60	0	60	60	97786.36666666667	65812	111274
baseline	n02	E	60	60	120	60	109720.25	107792	111399
baseline	n02	E	60	120	180	60	109274.88333333333	107998	111230
baseline	n02	E	60	180	240	60	109458.93333333333	107800	111104
baseline	n02	E	60	240	300	60	109101.76666666666	107123	110773
baseline	n03	E	30	0	30	30	90368.13333333333	66202	104956
baseline	n03	E	30	30	60	30	104094.73333333334	80157	110675
baseline	n03	E	30	60	90	30	109417.9	107330	110888
baseline	n03	E	30	90	120	30	109514.93333333333	106944	110829
baseline	n03	E	30	120	150	30	108823.76666666666	107447	110471
baseline	n03	E	30	150	180	30	109301.8	107422	111020
baseline	n03	E	30	180	210	30	109477.3	107657	110632
baseline	n03	E	30	210	240	30	108717	107777	110122
baseline	n03	E	30	240	270	30	109112.4	107665	110313
baseline	n03	E	30	270	300	30	109243.86666666667	107553	110924
baseline	n03	E	60	0	60	60	97231.43333333333	66202	110675
baseline	n03	E	60	60	120	60	109466.41666666667	106944	110888
baseline	n03	E	60	120	180	60	109062.78333333334	107422	111020
baseline	n03	E	60	180	240	60	109097.15	107657	110632
baseline	n03	E	60	240	300	60	109178.13333333333	107553	110924
baseline	n04	E	30	0	30	30	90905.36666666667	66598	105222
baseline	n04	E	30	30	60	30	103897.26666666666	80080	110335
baseline	n04	E	30	60	90	30	109242.5	107446	110289
baseline	n04	E	30	90	120	30	109435.33333333333	107382	110522
baseline	n04	E	30	120	150	30	108679.5	107329	110346
baseline	n04	E	30	150	180	30	109221.26666666666	107833	110648
baseline	n04	E	30	180	210	30	109319.26666666666	107664	110936
baseline	n04	E	30	210	240	30	108637.9	107758	109854
baseline	n04	E	30	240	270	30	108684.63333333333	106038	110338
baseline	n04	E	30	270	300	30	108892.73333333334	106230	110836
baseline	n04	E	60	0	60	60	97401.31666666667	66598	110335
baseline	n04	E	60	60	120	60	109338.91666666667	107382	110522
baseline	n04	E	60	120	180	60	108950.38333333333	107329	110648
baseline	n04	E	60	180	240	60	108978.58333333333	107664	110936
