system	arm	workload	process_start_utc	process_end_utc	measured_throughput_ops_s	reporter_sample_count	reporter_last_sec	qps_mean_0_60_sec	qps_mean_60_120_sec	qps_mean_120_180_sec	qps_mean_180_240_sec	qps_mean_240_300_sec	qps_mean_60_300_sec	qps_median_60_300_sec	qps_CV_pct_60_300_sec	one_sec_samples_below_90pct_own_steady_median	steady_samples
baseline	r01	F	2026-09-10T18:01:42.691520+00:00	2026-09-10T18:06:47.489711+00:00	604523.0	300	300	588062.0166666667	617608.3166666667	587030.55	619259.5666666667	610953.0333333333	608712.8666666667	613425.0	7.875671046903514	27	240
baseline	r02	F	2026-09-10T18:44:05.673127+00:00	2026-09-10T18:49:10.471806+00:00	599723.0	300	300	567505.1	608639.2666666667	601369.2166666667	623148.3666666667	598225.1333333333	607845.4958333333	604806.0	7.47942353829959	20	240
baseline	run3	F	2026-09-10T19:25:47.538927+00:00	2026-09-10T19:30:52.468360+00:00	606455.0	300	300	585873.85	600679.25	611524.0833333334	614404.3333333334	620025.7166666667	611658.3458333333	612766.5	7.8189974452114415	23	240
f2load	f01	F	2026-09-11T03:09:07.549480+00:00	2026-09-11T03:14:12.129046+00:00	601883.0	300	300	560185.8833333333	611462.9333333333	618348.3666666667	617904	601784.4333333333	612374.9333333333	615076.5	7.118082465171896	19	240
f2load	f02	F	2026-09-11T03:41:16.886798+00:00	2026-09-11T03:46:21.539479+00:00	596538.0	300	300	560527.0666666667	613316.2333333333	606526.9333333333	610832.9666666667	591788.2833333333	605616.1041666666	607804.5	8.233817153719457	27	240
f2load	f03	F	2026-09-11T04:13:28.023409+00:00	2026-09-11T04:18:32.831599+00:00	599211.0	300	300	569332	616631.9833333333	598233.5666666667	605806.9666666667	606281.75	606738.5666666667	613412.0	7.139946653930348	27	240
f2load	f04	F	2026-09-11T04:45:52.251091+00:00	2026-09-11T04:50:56.925838+00:00	598098.0	300	300	562373.2333333333	610807.2666666667	611464.8166666667	609634.85	596494.7333333333	607100.4166666666	608005.0	7.767941754178589	22	240
f2load	f05	F	2026-09-11T05:18:02.761465+00:00	2026-09-11T05:23:07.549820+00:00	594417.0	300	300	559131.6333333333	591457.7333333333	607783.05	603682.2333333333	610253.2333333333	603294.0625	608092.0	7.476686775563095	26	240
f2load	f06	F	2026-09-11T21:50:20.955385+00:00	2026-09-11T21:55:25.464457+00:00	600962.0	300	300	569306.5	607641.4166666666	613262.6333333333	602998.7833333333	611870.05	608943.2208333333	615640.0	6.970780212532373	24	240
f2load	f07	F	2026-09-11T22:22:25.863818+00:00	2026-09-11T22:27:30.628027+00:00	597808.0	300	300	559340.1666666666	598835.0666666667	608627.7166666667	609535.0166666667	612946.3166666667	607486.0291666667	611089.0	7.108473991986865	21	240
f2load	f08	F	2026-09-11T22:54:31.472776+00:00	2026-09-11T22:59:36.138904+00:00	596718.0	300	300	545732.1	618144.7166666667	615529.2166666667	601998.95	602467.15	609535.0083333333	612216.0	6.642490288706575	22	240
f2load	f09	F	2026-09-11T23:26:34.738436+00:00	2026-09-11T23:31:39.371680+00:00	606675.0	299	299	558123.2666666667	622121.0666666667	619291.75	618303.3666666667	615301.6610169491	618768.9079497908	622702	5.632627719758518	13	239
f2load	f10	F	2026-09-11T23:58:40.871835+00:00	2026-09-12T00:03:45.560102+00:00	597476.0	300	300	570742.6	597557.8833333333	615127.1	601953.95	602260.8166666667	604224.9375	609149.0	7.74245637687325	23	240
