system	arm	workload	throughput_ops_s	operations	measured_sec	process_elapsed_sec	nvme_read_await_us	nvme_read_iops	nvme_read_MiB_s	nvme_write_MiB_s	nvme_member_max_read_await_us	nvme_member_mean_util_pct	queue_timing_counters_usable	nvme_aqu_sz	device_read_p99_us	process_user_cpu_seconds	process_kernel_cpu_seconds	process_user_cpu_us_per_ycsb_op	process_kernel_cpu_us_per_ycsb_op	voluntary_context_switches	voluntary_context_switches_per_ycsb_op	involuntary_context_switches	involuntary_context_switches_per_ycsb_op	engine_sst_read_count	engine_sst_read_mean_us	engine_sst_read_p50_us	engine_sst_read_p95_us	engine_sst_read_p99_us	engine_get_block_read_count	engine_get_block_read_mean_us	engine_get_block_read_p50_us	engine_get_block_read_p95_us	engine_get_block_read_p99_us	engine_get_count	engine_get_mean_us	engine_get_p50_us	engine_get_p95_us	engine_get_p99_us	ycsb_read_p99_us	filter_checks_per_engine_get	data_cache_misses_per_ycsb_op	get_found_fraction	host_cpu_user_pct	host_cpu_system_pct	host_cpu_iowait_pct	host_cpu_snapshot_rows	qps_mean_20_to_280_sec	iostat_sample_count	mean_member_util_ge99_intervals	longest_mean_member_util_ge99_sec	start_utc	end_utc	binary_sha256	source_result	raw_dir
f2load	f01	C	1143040.0	342940990	300.025	304.07096552848816	68.36248463614893	266701.57033589634	2115.8232096636143	0.005010138002989537	68.52623321659308	98.72300680805242	False			4376.31	4145.35	12.761116715735847	12.087648081963025	245636685	0.7162651656193096	121483	0.0003542387860955321	80763930	74.00760476861392	69.631979	106.256615	131.930708	80750656	78.94230720552908	73.354926	108.086032	148.306967	342940990	41.04255626018925	22.053214	128.633851	165.852803	166.39	4.246834066117322	0.23538736212314545	0.6189993182208986	29.89619283423291	28.261270965860767	36.85756795658649	48	1147811.3754789273	60	58	270	2026-09-11T02:53:49.538048+00:00	2026-09-11T02:58:53.609014+00:00	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266	/home/smrc/virtual_compaction/vcomp/experiments/results/ycsb_f2band_f01_260911/results.json	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ycsb_f2band_f01_260911/full/workloadc/f2load/raw
f2load	f02	C	1510456.0	453174009	300.025	304.3985047340393	67.6690529766923	351288.7196782684	2777.1839847977303	0.004953416250573944	67.71172193581462	98.62101769786935	False			5570.42	1494.76	12.292011212849587	3.298423939401167	211233173	0.46611934666359034	63643	0.0001404383277417836	106498454	73.33587421841823	69.508461	104.999546	109.223295	106485172	78.2745088489879	73.301749	106.658296	109.806726	453174009	30.836174344676508	12.367134	104.345238	132.092719	137.35	4.120698934435139	0.234917411161592	0.6229199830390096	37.897930290568326	10.245008462638427	47.77647280068978	48	1526690.632183908	60	58	275	2026-09-11T03:25:58.511927+00:00	2026-09-11T03:31:02.910433+00:00	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266	/home/smrc/virtual_compaction/vcomp/experiments/results/ycsb_f2band_f02_260911/results.json	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ycsb_f2band_f02_260911/full/workloadc/f2load/raw
f2load	f03	C	1547810.0	464385742	300.027	304.2814693450928	67.69864145839396	359316.7215713764	2839.956589937626	0.004929646235863331	67.73937024041673	98.6442354436786	False			5500.43	1427.15	11.844528163829802	3.073199435136835	204463466	0.4402879923044666	56904	0.00012253606184145076	108891088	73.36259440258326	69.550673	105.020476	109.223753	108877873	78.1313793299397	73.0753	106.557199	109.742263	464385742	30.09845251019787	11.578677	104.134405	125.389008	131.26	3.861276587169638	0.2343984927943804	0.6222414080921546	37.44387716742301	9.787680142766556	48.92307997849423	48	1562656.3218390804	60	58	275	2026-09-11T03:58:09.893030+00:00	2026-09-11T04:03:14.174500+00:00	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266	/home/smrc/virtual_compaction/vcomp/experiments/results/ycsb_f2band_f03_260911/results.json	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ycsb_f2band_f03_260911/full/workloadc/f2load/raw
f2load	f04	C	1644652.0	493448768	300.032	304.2473247051239	67.70444468681889	381330.67599672504	3012.0346249574322	0.004955877595510067	67.74318229931806	98.66989509931966	False			5377.36	1190.2	10.897504155892431	2.4120031848980115	176687819	0.35806720060551456	43790	8.874274866970587e-05	115548255	73.26806066435188	69.448002	104.963229	109.215963	115535033	77.93111079130432	72.836048	106.482249	109.71171	493448768	28.286819455591385	9.625258	103.748002	109.919887	111.67	3.248503279270524	0.23408394648175512	0.6257827600858454	36.715447177446705	8.200678791852237	51.55667148961183	48	1660871.9310344828	60	58	275	2026-09-11T04:30:34.232232+00:00	2026-09-11T04:35:38.479557+00:00	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266	/home/smrc/virtual_compaction/vcomp/experiments/results/ycsb_f2band_f04_260911/results.json	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ycsb_f2band_f04_260911/full/workloadc/f2load/raw
f2load	f05	C	1544004.0	463246231	300.029	304.24605441093445	67.68881617408594	358636.21374239423	2834.5756743287957	0.004930220057920629	67.72889831573458	98.67336062348076	False			5549.09	1400.31	11.978705121941942	3.0228200604615387	199685707	0.43105738079928385	63066	0.0001361392619727542	108669993	73.36932801679669	69.523994	105.02496	109.243712	108656786	78.22213500774816	73.24152	106.618088	109.774689	463246231	30.135403273254045	11.674136	104.122425	124.931721	130.98	3.951583694590275	0.23449773517963063	0.6184518444576401	37.897461815949576	9.648459347020308	48.47359493256342	48	1560186.0229885057	60	58	275	2026-09-11T05:02:44.170211+00:00	2026-09-11T05:07:48.416266+00:00	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266	/home/smrc/virtual_compaction/vcomp/experiments/results/ycsb_f2band_f05_260911/results.json	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ycsb_f2band_f05_260911/full/workloadc/f2load/raw
f2load	f06	C	1451516.0	435483685	300.02	304.15937519073486	67.62661636610838	336787.3633214919	2663.726740066567	0.004918782296491162	67.67574477821448	98.69112940950998	False			5397.99	1884.55	12.39538973773495	4.327487033182425	238238450	0.5470663039879439	68559	0.0001574318450070064	102021002	73.19223099769202	69.404572	104.928414	109.201114	102007835	78.0243120148565	72.863553	106.504949	109.730663	435483685	32.1187299037391	13.489101	104.975556	143.142132	146.88	3.853737363318215	0.2341795697811274	0.6693848978521434	36.72748340147097	12.859450703954359	46.22069469752089	48	1464793.2413793104	60	58	270	2026-09-11T21:35:02.535455+00:00	2026-09-11T21:40:06.694831+00:00	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266	/home/smrc/virtual_compaction/vcomp/experiments/results/ycsb_f2band_f06_260912/results.json	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ycsb_f2band_f06_260912/full/workloadc/f2load/raw
f2load	f07	C	1497025.0	449155374	300.032	304.2096321582794	67.64070815501377	347748.0520569403	2749.4452062864643	0.004917969688815069	67.68010883749989	98.68759222394392	False			5499.59	1618.45	12.24429299603571	3.6033187927525496	221243216	0.4925761302368387	52370	0.00011659662342145326	105358582	73.23774346165744	69.461985	104.948994	109.191646	105345388	78.11236629552306	72.918264	106.508104	109.722026	449155374	31.10811417342632	12.632311	104.408477	133.449777	138.73	3.9179193523353013	0.23448199464268238	0.6502863951038912	37.35444710692633	11.060136153842326	47.773052287084575	48	1511171.7279693487	60	58	275	2026-09-11T22:07:07.385670+00:00	2026-09-11T22:12:11.595303+00:00	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266	/home/smrc/virtual_compaction/vcomp/experiments/results/ycsb_f2band_f07_260912/results.json	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ycsb_f2band_f07_260912/full/workloadc/f2load/raw
f2load	f08	C	1413181.0	423991216	300.026	304.24494981765747	67.64259999240399	328855.41751790565	2601.8025335323373	0.0049302379576028855	67.67977615073212	98.6631586158652	False			5389.84	2038.78	12.712150149827632	4.808543014721324	240327471	0.5668218159500739	68380	0.00016127692607669495	99645200	73.27314683497048	69.476012	104.963193	109.199946	99632001	78.18976822517095	73.100666	106.6061	109.790866	423991216	33.011919070040356	14.082363	105.524541	148.908799	151.7	4.170999884582515	0.23492337633711732	0.6457209858800471	36.55670213334759	13.89010675649183	45.226184747544956	48	1424519.049808429	60	58	270	2026-09-11T22:39:12.945217+00:00	2026-09-11T22:44:17.190168+00:00	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266	/home/smrc/virtual_compaction/vcomp/experiments/results/ycsb_f2band_f08_260912/results.json	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ycsb_f2band_f08_260912/full/workloadc/f2load/raw
f2load	f09	C	1311868.0	393600129	300.03	304.01381611824036	67.58877582212969	305047.39614837465	2415.5871742170434	0.004844043829334514	67.63660458053201	98.73829694614291	False			5018.77	2803.24	12.750935861608928	7.122050511319827	266836626	0.6779383601269094	78289	0.00019890491448492387	92360077	73.08010938535705	69.302384	104.859541	109.182601	92346971	77.89008907503853	72.751314	106.509325	109.76086	393600129	35.65261295176049	16.962707	107.161912	156.795939	158.34	4.108470617396571	0.23455434893925048	0.6168585300438253	33.996898954005445	19.039076615593423	42.13456764317641	48	1320932.938697318	60	58	270	2026-09-11T23:11:16.573732+00:00	2026-09-11T23:16:20.587549+00:00	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266	/home/smrc/virtual_compaction/vcomp/experiments/results/ycsb_f2band_f09_260912/results.json	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ycsb_f2band_f09_260912/full/workloadc/f2load/raw
f2load	f10	C	1636981.0	491140282	300.028	304.351300239563	67.6514729500147	379139.36923933704	2994.903984827835	0.005069696593329775	67.69024591237398	98.63292202427697	False			5405.09	1201.32	11.005185683384854	2.4459814110706564	180193925	0.3668889146421103	37246	7.58357670202258e-05	114925197	73.1144689358244	69.339795	104.879746	109.183378	114912004	77.85228762523366	72.653593	106.448767	109.716428	491140282	28.396167235983302	9.739539	103.758244	109.937996	112.6	3.2447348922603747	0.23391577561540758	0.6647344251026024	36.81221377928255	8.250149931444774	51.75329725560115	48	1653336.5632183908	60	58	275	2026-09-11T23:43:22.267511+00:00	2026-09-11T23:48:26.618812+00:00	20d67c38612cee9a34d9ef7114c81bc8366b2d4cf99c598b642e63f21ab74266	/home/smrc/virtual_compaction/vcomp/experiments/results/ycsb_f2band_f10_260912/results.json	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ycsb_f2band_f10_260912/full/workloadc/f2load/raw
