run,mode,ts,start_level,output_level,n_inputs_total,n_inputs_start,n_inputs_next,n_outputs,input_entries,reason
vcomp_run1,vcomp,2026/04/14-17:10:24.961649,2,3,3,,,4,200755,
vcomp_run1,vcomp,2026/04/14-17:10:24.962114,2,3,4,,,4,255194,
vcomp_run1,vcomp,2026/04/14-17:10:24.962635,2,3,5,,,5,287416,
vcomp_run1,vcomp,2026/04/14-17:10:24.965422,0,1,8,,,9,522761,
vcomp_run1,vcomp,2026/04/14-17:10:24.965832,1,2,3,,,3,168221,
vcomp_run1,vcomp,2026/04/14-17:10:24.966234,1,2,5,,,4,261709,
vcomp_run1,vcomp,2026/04/14-17:10:24.966246,1,2,3,,,3,279080,
vcomp_run1,vcomp,2026/04/14-17:10:24.966275,1,2,4,,,5,386559,
vcomp_run1,vcomp,2026/04/14-17:10:24.966876,2,3,4,,,4,258508,
vcomp_run1,vcomp,2026/04/14-17:10:24.967665,1,2,7,,,7,514025,
vcomp_run1,vcomp,2026/04/14-17:10:24.968162,2,3,3,,,4,199027,
vcomp_run1,vcomp,2026/04/14-17:10:24.968739,2,3,4,,,6,339560,
vcomp_run1,vcomp,2026/04/14-17:10:24.971432,0,1,8,,,7,469554,
vcomp_run1,vcomp,2026/04/14-17:10:24.972003,1,2,4,,,5,273804,
vcomp_run1,vcomp,2026/04/14-17:10:24.972392,1,2,6,,,5,313735,
vcomp_run1,vcomp,2026/04/14-17:10:24.972426,1,2,7,,,6,430860,
vcomp_run1,vcomp,2026/04/14-17:10:24.972737,1,2,7,,,5,385742,
vcomp_run1,vcomp,2026/04/14-17:10:24.973401,2,3,4,,,4,230494,
vcomp_run1,vcomp,2026/04/14-17:10:24.974074,2,3,6,,,7,442737,
vcomp_run1,vcomp,2026/04/14-17:10:24.974521,2,3,3,,,3,180368,
vcomp_run1,vcomp,2026/04/14-17:10:24.977913,0,1,7,,,7,488555,
vcomp_run1,vcomp,2026/04/14-17:10:24.978546,1,2,4,,,4,269086,
vcomp_run1,vcomp,2026/04/14-17:10:24.978894,1,2,7,,,7,451703,
vcomp_run1,vcomp,2026/04/14-17:10:24.978932,1,2,4,,,5,349600,
vcomp_run1,vcomp,2026/04/14-17:10:24.979527,1,2,11,,,11,784157,
vcomp_run1,vcomp,2026/04/14-17:10:24.980130,2,3,3,,,3,145319,
