Linux 5.4.0-216-generic (dskbi001) 	09/11/2026 	_x86_64_	(96 CPU)

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           120137.20 4709741.60     0.00   0.00    0.00    39.20 4412.40 3448994.40     0.00   0.00    0.00   781.66    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00    0.60     13.60     2.40  80.00    0.00    22.67    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.16
nvme10n1      3748.40 134949.60    52.20   1.37    0.09    36.00  133.40 104612.00     7.80   5.52    0.27   784.20    0.00      0.00     0.00   0.00    0.00     0.00    0.00  89.84
nvme11n1      3722.60 134550.40    48.40   1.28    0.09    36.14  131.40 104082.40     7.20   5.19    0.33   792.10    0.00      0.00     0.00   0.00    0.00     0.00    0.00  88.88
nvme12n1      3793.60 135790.40    52.80   1.37    0.08    35.79  131.40 105976.00    10.60   7.46    0.18   806.51    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.08
nvme13n1      3819.60 135820.00    47.20   1.22    0.10    35.56  124.80 106162.40     6.60   5.02    0.42   850.66    0.00      0.00     0.00   0.00    0.00     0.00    0.00  88.64
nvme14n1      3708.60 132873.60    53.20   1.41    0.08    35.83  121.00 104412.00     4.20   3.35    0.18   862.91    0.00      0.00     0.00   0.00    0.00     0.00    0.00  88.88
nvme15n1      3765.20 133249.60    44.40   1.17    0.09    35.39  126.40 107481.60     6.00   4.53    0.37   850.33    0.00      0.00     0.00   0.00    0.00     0.00    0.00  89.52
nvme16n1      3742.40 132960.00    52.00   1.37    0.08    35.53  129.40 107068.00     7.40   5.41    0.18   827.42    0.00      0.00     0.00   0.00    0.00     0.00    0.00  89.36
nvme17n1      3767.60 134544.00    47.40   1.24    0.09    35.71  124.80 106111.20     4.60   3.55    0.36   850.25    0.00      0.00     0.00   0.00    0.00     0.00    0.00  87.68
nvme18n1      3721.00 132753.60    50.60   1.34    0.09    35.68  129.00 106936.80     7.00   5.15    0.41   828.97    0.00      0.00     0.00   0.00    0.00     0.00    0.00  88.88
nvme19n1      3799.60 134566.40    48.40   1.26    0.09    35.42  125.80 106430.40     4.00   3.08    0.36   846.03    0.00      0.00     0.00   0.00    0.00     0.00    0.00  88.72
nvme1n1       3899.00 138572.00    49.80   1.26    0.10    35.54  125.80 105968.80     7.00   5.27    0.40   842.36    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.80
nvme20n1      3759.20 136065.60    49.80   1.31    0.10    36.20  125.60 106497.60     7.40   5.56    0.41   847.91    0.00      0.00     0.00   0.00    0.00     0.00    0.00  89.12
nvme21n1      3795.60 137662.40    49.80   1.30    0.09    36.27  128.20 108865.60     5.60   4.19    0.36   849.19    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.00
nvme22n1      3808.60 136705.60    49.80   1.29    0.10    35.89  127.40 107439.20     4.80   3.63    0.39   843.32    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.16
nvme23n1      3801.40 135538.40    51.00   1.32    0.09    35.65  129.00 107840.00     3.00   2.27    0.19   835.97    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.40
nvme24n1      3906.00 137062.40    50.40   1.27    0.09    35.09  129.40 109515.20     3.40   2.56    0.19   846.33    0.00      0.00     0.00   0.00    0.00     0.00    0.00  88.96
nvme25n1      3857.80 135536.00    51.40   1.31    0.09    35.13  128.60 107900.00     4.60   3.45    0.38   839.04    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.00
nvme26n1      3898.20 137448.00    47.80   1.21    0.10    35.26  128.20 108454.40     1.80   1.38    0.46   845.98    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.08
nvme27n1      3856.20 138175.20    54.80   1.40    0.10    35.83  132.80 106832.80     5.40   3.91    0.47   804.46    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.00
nvme28n1      3835.20 137692.80    50.80   1.31    0.09    35.90  127.60 104509.60     1.60   1.24    0.39   819.04    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.00
nvme29n1      3831.80 137043.20    51.60   1.33    0.09    35.76  141.60 105213.60     5.00   3.41    0.33   743.03    0.00      0.00     0.00   0.00    0.00     0.00    0.00  89.76
nvme2n1       3909.60 140012.80    53.80   1.36    0.10    35.81  124.80 107296.00     2.40   1.89    0.43   859.74    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.40
nvme30n1      3905.40 137888.00    48.60   1.23    0.09    35.31  124.80 106116.80     4.20   3.26    0.20   850.29    0.00      0.00     0.00   0.00    0.00     0.00    0.00  89.68
nvme31n1      3877.80 138516.00    51.20   1.30    0.09    35.72  121.00 104784.80     2.20   1.79    0.38   865.99    0.00      0.00     0.00   0.00    0.00     0.00    0.00  89.92
nvme3n1       3964.60 138941.60    50.20   1.25    0.09    35.05  123.60 107377.60     3.20   2.52    0.42   868.75    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.96
nvme4n1       3842.60 138441.60    53.00   1.36    0.09    36.03  126.20 108032.80     5.00   3.81    0.39   856.04    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.52
nvme5n1       3827.20 137818.40    48.80   1.26    0.09    36.01  186.20 107738.40    10.20   5.19    0.15   578.62    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.92
nvme6n1       3949.60 137125.60    52.60   1.31    0.09    34.72  146.00 108269.60    25.20  14.72    0.34   741.57    0.00      0.00     0.00   0.00    0.00     0.00    0.00  89.44
nvme7n1       3915.60 136470.40    44.60   1.13    0.10    34.85  125.60 107872.00     4.40   3.38    0.42   858.85    0.00      0.00     0.00   0.00    0.00     0.00    0.00  89.68
nvme8n1       3779.20 134365.60    52.40   1.37    0.09    35.55  199.80 107223.20    19.00   8.68    0.25   536.65    0.00      0.00     0.00   0.00    0.00     0.00    0.00  88.80
nvme9n1       3777.00 135320.80    47.20   1.23    0.10    35.83  149.20 106780.80     8.00   5.09    0.35   715.69    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.16


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.00      0.00     0.00   0.00    0.00     0.00    1.60      6.40     0.00   0.00    0.00     4.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           140612.40 6014848.00     0.00   0.00    0.00    42.78 5844.80 4301326.40     0.00   0.00    0.00   735.92    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00    0.40      6.40     1.20  75.00    0.00    16.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
nvme10n1      4551.80 173204.00    65.20   1.41    0.10    38.05  175.00 137488.80     0.40   0.23    0.20   785.65    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme11n1      4567.80 171896.00    61.40   1.33    0.10    37.63  179.40 138604.80     0.60   0.33    0.36   772.60    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme12n1      4561.00 171619.20    62.00   1.34    0.09    37.63  178.20 136855.20     0.40   0.22    0.19   767.99    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme13n1      4600.60 172536.00    64.60   1.38    0.10    37.50  176.40 137287.20     0.40   0.23    0.41   778.27    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme14n1      4547.80 171470.40    62.00   1.34    0.09    37.70  174.20 137187.20     0.40   0.23    0.19   787.53    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme15n1      4543.60 170740.00    64.60   1.40    0.10    37.58  174.80 135158.40     0.60   0.34    0.37   773.22    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.84
nvme16n1      4523.00 171631.20    59.40   1.30    0.09    37.95  172.20 134452.00     0.40   0.23    0.19   780.79    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme17n1      4469.20 171757.60    66.00   1.46    0.10    38.43  172.40 135025.60     0.40   0.23    0.37   783.21    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.08
nvme18n1      4530.20 173507.20    61.00   1.33    0.10    38.30  174.60 135897.60     0.40   0.23    0.43   778.34    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.84
nvme19n1      4484.20 171739.20    65.60   1.44    0.10    38.30  174.80 136493.60     0.40   0.23    0.38   780.86    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme1n1       4246.40 169131.20    60.00   1.39    0.10    39.83  170.80 132308.80     0.60   0.35    0.40   774.64    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme20n1      4462.80 170086.40    59.20   1.31    0.10    38.11  177.20 137875.20     0.40   0.23    0.44   778.08    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme21n1      4514.00 171450.40    64.40   1.41    0.10    37.98  179.80 137620.00     0.40   0.22    0.35   765.41    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme22n1      4535.60 170496.00    59.00   1.28    0.10    37.59  181.20 137392.80     0.60   0.33    0.39   758.24    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme23n1      4558.00 171742.40    63.60   1.38    0.09    37.68  178.40 138014.40     0.60   0.34    0.20   773.62    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme24n1      4581.20 172852.00    62.00   1.34    0.09    37.73  181.80 137724.80     0.60   0.33    0.19   757.56    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme25n1      4501.00 169033.60    64.40   1.41    0.10    37.55  179.40 135720.80     0.60   0.33    0.39   756.53    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme26n1      4446.40 167537.60    59.40   1.32    0.11    37.68  182.40 133839.20     0.80   0.44    0.44   733.77    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme27n1      4447.20 169391.20    59.60   1.32    0.11    38.09  179.00 135005.60     0.80   0.44    0.46   754.22    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme28n1      4456.60 170752.80    60.00   1.33    0.10    38.31  183.00 135237.60     0.80   0.44    0.38   739.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme29n1      4419.80 170040.00    59.80   1.33    0.10    38.47  192.40 133757.60     0.80   0.41    0.34   695.21    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme2n1       4324.80 170334.40    61.60   1.40    0.10    39.39  174.80 132191.20     0.40   0.23    0.40   756.24    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme30n1      4310.80 168234.40    61.60   1.41    0.10    39.03  170.80 132219.20     0.80   0.47    0.20   774.12    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme31n1      4326.80 170172.00    62.00   1.41    0.10    39.33  171.00 131376.00     0.60   0.35    0.36   768.28    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.84
nvme3n1       4366.40 171552.00    58.40   1.32    0.10    39.29  174.40 135175.20     0.40   0.23    0.41   775.09    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme4n1       4331.80 172582.40    64.60   1.47    0.10    39.84  176.40 136088.80     0.40   0.23    0.40   771.48    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme5n1       4386.80 171486.40    60.80   1.37    0.10    39.09  253.60 136433.60     5.40   2.08    0.15   537.99    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme6n1       4436.80 169589.60    63.20   1.40    0.10    38.22  201.40 136209.60     3.00   1.47    0.35   676.31    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme7n1       4500.00 174160.80    62.60   1.37    0.10    38.70  182.00 135213.60     0.40   0.22    0.40   742.93    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme8n1       4586.20 171921.60    64.80   1.39    0.10    37.49  268.00 138546.40     0.40   0.15    0.26   516.96    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme9n1       4560.40 172760.80    63.40   1.37    0.10    37.88  199.40 138237.60     2.80   1.38    0.36   693.27    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.84


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             7.40     29.60     0.00   0.00    0.00     4.00    9.20     37.60     0.00   0.00    0.00     4.09    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.16
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           167413.20 4131974.40     0.00   0.00    0.00    24.68 5706.20 2607844.80     0.00   0.00    0.00   457.02    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          1.40     29.60     6.00  81.08    0.14    21.14    8.40     37.60     0.80   8.70    0.05     4.48    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.16
nvme10n1      5286.40 119428.80    39.40   0.74    0.08    22.59  173.20  82519.20     8.40   4.63    0.17   476.44    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme11n1      5405.40 122896.80    46.40   0.85    0.09    22.74  168.00  81554.40    11.20   6.25    0.31   485.44    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme12n1      5286.20 120473.60    42.20   0.79    0.08    22.79  166.00  81456.80    10.20   5.79    0.17   490.70    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme13n1      5267.60 119780.00    44.20   0.83    0.09    22.74  161.40  81092.00     6.20   3.70    0.35   502.43    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme14n1      5197.00 118571.20    42.80   0.82    0.08    22.82  158.60  81039.20     8.60   5.14    0.18   510.97    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme15n1      5269.00 119374.40    43.80   0.82    0.09    22.66  161.60  80343.20     7.60   4.49    0.32   497.17    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme16n1      5261.20 119004.00    42.80   0.81    0.08    22.62  161.80  80381.60    10.60   6.15    0.17   496.80    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme17n1      5378.40 120472.80    43.00   0.79    0.09    22.40  161.40  80358.40     7.40   4.38    0.32   497.88    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme18n1      5351.40 118684.00    41.20   0.76    0.09    22.18  164.60  80406.40     9.40   5.40    0.34   488.50    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme19n1      5225.00 117920.80    42.60   0.81    0.09    22.57  160.20  79948.00     8.20   4.87    0.33   499.05    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme1n1       5457.60 123118.40    44.00   0.80    0.09    22.56  168.00  83862.40     9.40   5.30    0.35   499.18    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme20n1      5270.40 119684.80    42.00   0.79    0.09    22.71  161.40  79840.00     8.20   4.83    0.36   494.67    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme21n1      5325.20 121729.60    42.80   0.80    0.09    22.86  160.40  79353.60     7.80   4.64    0.32   494.72    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme22n1      5441.60 123969.60    44.60   0.81    0.09    22.78  165.80  80855.20     7.00   4.05    0.33   487.67    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme23n1      5461.40 123104.00    42.80   0.78    0.08    22.54  162.80  81622.40     8.40   4.91    0.18   501.37    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme24n1      5388.40 121801.60    45.00   0.83    0.08    22.60  167.60  82962.40     6.80   3.90    0.17   495.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme25n1      5458.00 123380.00    42.00   0.76    0.09    22.61  168.40  83667.20     8.80   4.97    0.33   496.84    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme26n1      5622.00 126597.60    47.00   0.83    0.09    22.52  174.20  84247.20     7.60   4.18    0.37   483.62    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme27n1      5602.40 127389.60    43.80   0.78    0.09    22.74  175.60  84791.20     9.60   5.18    0.42   482.87    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme28n1      5652.60 127563.20    45.40   0.80    0.09    22.57  179.60  84523.20     7.60   4.06    0.33   470.62    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme29n1      5623.80 127816.00    44.00   0.78    0.09    22.73  187.20  85748.00     9.40   4.78    0.31   458.06    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme2n1       5286.20 121167.20    43.80   0.82    0.09    22.92  167.40  83077.60     9.00   5.10    0.35   496.28    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme30n1      5521.20 123387.20    43.60   0.78    0.08    22.35  169.20  83765.60     7.00   3.97    0.18   495.07    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme31n1      5444.80 123305.60    42.60   0.78    0.09    22.65  170.20  83081.60    10.00   5.55    0.32   488.14    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme3n1       5227.00 120087.20    44.60   0.85    0.09    22.97  166.60  82598.40    10.80   6.09    0.36   495.79    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme4n1       5335.20 120139.20    40.00   0.74    0.09    22.52  164.20  82584.80     6.00   3.53    0.33   502.95    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme5n1       5224.20 116660.80    43.40   0.82    0.08    22.33  216.20  82814.40    13.60   5.92    0.14   383.05    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme6n1       5070.60 113370.40    37.40   0.73    0.09    22.36  181.60  82150.40    30.40  14.34    0.31   452.37    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme7n1       5198.60 117426.40    44.00   0.84    0.09    22.59  162.40  83497.60     7.20   4.25    0.37   514.15    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme8n1       5224.80 117816.00    38.00   0.72    0.09    22.55  230.60  83132.00    22.40   8.85    0.24   360.50    0.00      0.00     0.00   0.00    0.00     0.00    0.00  99.92
nvme9n1       5315.20 118835.20    44.40   0.83    0.09    22.36  186.00  83309.60    13.80   6.91    0.31   447.90    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.80     12.00     0.00   0.00    0.00    15.00   14.80     73.60     0.00   0.00    0.00     4.97    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.32
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           204990.80 4385769.60     0.00   0.00    0.00    21.39 5080.40 2599364.80     0.00   0.00    0.00   511.65    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.80     12.00     0.00   0.00    0.00    15.00   12.60     73.60     2.20  14.86    0.03     5.84    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.32
nvme10n1      6548.40 126627.20    40.00   0.61    0.08    19.34  152.60  80568.80     3.80   2.43    0.18   527.97    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme11n1      6506.20 125140.00    44.00   0.67    0.08    19.23  151.80  79330.40     4.00   2.57    0.31   522.60    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme12n1      6480.60 125010.40    38.40   0.59    0.08    19.29  150.40  80606.40     4.20   2.72    0.18   535.95    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme13n1      6615.20 127626.40    41.20   0.62    0.09    19.29  152.00  80981.60     4.00   2.56    0.34   532.77    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.08
nvme14n1      6661.60 127281.60    39.80   0.59    0.08    19.11  154.00  82076.80     4.00   2.53    0.18   532.97    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme15n1      6591.00 128287.20    42.20   0.64    0.08    19.46  156.20  83048.80     4.00   2.50    0.33   531.68    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme16n1      6531.40 127236.00    42.40   0.64    0.08    19.48  156.80  82559.20     4.00   2.49    0.17   526.53    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.08
nvme17n1      6525.00 127237.60    42.60   0.65    0.08    19.50  152.60  81606.40     4.00   2.55    0.31   534.77    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme18n1      6509.40 125829.60    39.40   0.60    0.08    19.33  151.20  81614.40     4.20   2.70    0.35   539.78    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme19n1      6554.20 128168.00    41.60   0.63    0.08    19.56  154.20  82360.80     4.20   2.65    0.32   534.12    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme1n1       6649.00 126608.80    41.40   0.62    0.09    19.04  149.40  80788.80     3.80   2.48    0.35   540.76    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme20n1      6376.60 126925.60    41.00   0.64    0.09    19.90  156.80  82256.80     4.20   2.61    0.36   524.60    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme21n1      6343.80 125432.80    39.00   0.61    0.08    19.77  155.80  82368.00     4.20   2.62    0.32   528.68    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme22n1      6372.80 125670.40    38.80   0.61    0.08    19.72  155.60  81765.60     4.20   2.63    0.33   525.49    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.08
nvme23n1      6445.60 126869.60    40.00   0.62    0.08    19.68  152.80  81349.60     3.80   2.43    0.18   532.39    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme24n1      6565.60 129301.60    40.20   0.61    0.08    19.69  154.80  81042.40     3.60   2.27    0.17   523.53    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme25n1      6543.40 127808.80    42.40   0.64    0.08    19.53  150.00  79443.20     3.40   2.22    0.33   529.62    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.08
nvme26n1      6576.20 129168.00    40.60   0.61    0.09    19.64  154.40  78794.40     3.40   2.15    0.37   510.33    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme27n1      6495.00 127170.40    40.20   0.62    0.09    19.58  147.00  78762.40     3.40   2.26    0.39   535.80    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme28n1      6559.00 128494.40    42.40   0.64    0.09    19.59  149.20  78944.00     3.40   2.23    0.33   529.12    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.08
nvme29n1      6651.00 127967.20    39.40   0.59    0.08    19.24  155.00  78930.40     3.60   2.27    0.31   509.23    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme2n1       6628.40 127052.80    41.60   0.62    0.09    19.17  148.80  81236.00     3.80   2.49    0.38   545.94    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
nvme30n1      6538.60 125194.40    41.20   0.63    0.08    19.15  145.60  78006.40     3.60   2.41    0.18   535.76    0.00      0.00     0.00   0.00    0.00     0.00    0.00 100.00
