phase	system	workload	status	duration_sec	threads	measured_seconds	process_elapsed_sec	operations	throughput_ops_sec	avg_latency_us	successful_gets	engine_keys_read	engine_keys_written	peak_rss_kb	log_dir
pilot	baseline_repeat_01	workloada	ok	3	48	3.029	4.5266711711883545	3501883	1156179.0	41.256	1400294	1750493	1751390	9393264	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/baseline_repeat_ycsb_all_260909_n03_a/pilot/workloada/baseline_repeat_01
full	baseline_repeat_01	workloada	ok	300	48	300.024	304.8312096595764	213696048	712262.0	67.389	92757696	106844067	106851981	54089924	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/baseline_repeat_ycsb_all_260909_n03_a/full/workloada/baseline_repeat_01
