Linux 5.4.0-216-generic (dskbi001) 	09/11/2026 	_x86_64_	(96 CPU)

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
nvme16n1      8936.00 101039.20    21.20   0.24    0.07    11.31   82.40  38348.00     2.40   2.83    0.32   465.39    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.32
nvme17n1      8963.60 101264.80    17.40   0.19    0.07    11.30   79.60  37950.40     2.40   2.93    0.29   476.76    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.24
nvme18n1      8936.20 101973.60    21.60   0.24    0.07    11.41   82.40  39044.80     2.40   2.83    0.33   473.84    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.72
nvme19n1      8900.20 101632.80    18.00   0.20    0.07    11.42   82.80  39047.20     2.60   3.04    0.31   471.58    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.24
nvme1n1       8927.00 100557.60    20.20   0.23    0.07    11.26   88.80  36120.80     2.80   3.06    0.15   406.77    0.00      0.00     0.00   0.00    0.00     0.00    0.00  95.60
nvme20n1      8905.40 101560.80    22.40   0.25    0.07    11.40   83.60  39141.60     2.60   3.02    0.34   468.20    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.48
nvme21n1      8879.60  99954.40    18.20   0.20    0.07    11.26   80.00  38516.80     2.40   2.91    0.30   481.46    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.40
nvme22n1      8936.80 100036.80    19.80   0.22    0.07    11.19   81.60  38120.80     2.40   2.86    0.30   467.17    0.00      0.00     0.00   0.00    0.00     0.00    0.00  97.36
nvme23n1      8880.20  98785.60    17.40   0.20    0.07    11.12   78.40  37716.80     2.60   3.21    0.17   481.08    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.64
nvme24n1      8887.80  99152.00    19.80   0.22    0.07    11.16   82.00  38012.00     2.40   2.84    0.29   463.56    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.16
nvme25n1      8883.80  99394.40    16.40   0.18    0.07    11.19   79.60  37936.80     2.40   2.93    0.30   476.59    0.00      0.00     0.00   0.00    0.00     0.00    0.00  97.04
nvme26n1      8877.00  98848.00    18.80   0.21    0.07    11.14   79.00  37760.80     2.20   2.71    0.30   477.98    0.00      0.00     0.00   0.00    0.00     0.00    0.00  97.20
nvme27n1      8825.20  99223.20    16.60   0.19    0.07    11.24   81.20  37866.40     2.20   2.64    0.17   466.33    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.64
nvme28n1      8898.60 100068.80    19.60   0.22    0.07    11.25   80.60  37753.60     2.20   2.66    0.31   468.41    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.64
nvme29n1      8846.80  99605.60    17.00   0.19    0.07    11.26   79.60  37741.60     2.00   2.45    0.30   474.14    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.80
nvme2n1       8951.20 101702.40    19.40   0.22    0.07    11.36   76.60  36015.20     2.00   2.54    0.31   470.17    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.00
nvme30n1      8868.00 100284.80    19.80   0.22    0.07    11.31   80.40  37387.20     2.00   2.43    0.28   465.01    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.88
nvme31n1      8919.20  99972.80    18.00   0.20    0.07    11.21   77.80  36666.40     2.00   2.51    0.30   471.29    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.24
nvme3n1       8965.40 101825.60    22.60   0.25    0.07    11.36   75.80  36506.40     2.20   2.82    0.32   481.61    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.48
nvme4n1       9051.40 102422.40    19.60   0.22    0.07    11.32   76.40  36858.40     2.20   2.80    0.31   482.44    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.40
nvme5n1       9063.00 103177.60    21.60   0.24    0.07    11.38   79.20  37085.60     2.40   2.94    0.30   468.25    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.48
nvme6n1       9053.00 102741.60    20.60   0.23    0.07    11.35  108.20  36889.60     4.40   3.91    0.23   340.94    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.64
nvme7n1       9089.00 103135.20    21.60   0.24    0.07    11.35   79.40  38511.20     2.40   2.93    0.35   485.03    0.00      0.00     0.00   0.00    0.00     0.00    0.00  95.68
nvme8n1       9088.40 103251.20    21.00   0.23    0.07    11.36  100.20  38343.20     2.40   2.34    0.24   382.67    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.24
nvme9n1       9098.20 102971.20    21.80   0.24    0.07    11.32   95.00  38108.80     2.40   2.46    0.27   401.15    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.88


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.00      0.00     0.00   0.00    0.00     0.00    2.00      8.00     0.00   0.00    0.00     4.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           218771.80 4082782.40     0.00   0.00    0.00    18.66 5429.80 2277846.40     0.00   0.00    0.00   419.51    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00    0.40      8.00     1.60  80.00    0.00    20.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
nvme10n1      7068.40 121320.80    45.80   0.64    0.08    17.16  167.20  69994.40     0.80   0.48    0.29   418.63    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.40
nvme11n1      6958.60 120079.20    44.60   0.64    0.08    17.26  162.00  68940.80     1.00   0.61    0.17   425.56    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.20
nvme12n1      7031.60 121951.20    47.80   0.68    0.08    17.34  160.20  68692.00     1.00   0.62    0.30   428.79    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.88
nvme13n1      6994.00 122152.00    45.80   0.65    0.08    17.47  162.00  69519.20     1.20   0.74    0.36   429.13    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.72
nvme14n1      6986.80 123204.80    48.40   0.69    0.08    17.63  165.20  70632.00     1.20   0.72    0.33   427.55    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.36
nvme15n1      7119.40 125853.60    48.40   0.68    0.08    17.68  169.20  70800.00     1.20   0.70    0.32   418.44    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.12
nvme16n1      7047.20 125365.60    49.00   0.69    0.08    17.79  165.00  69429.60     1.40   0.84    0.33   420.79    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.36
nvme17n1      7134.40 126039.20    50.80   0.71    0.08    17.67  164.80  69975.20     1.20   0.72    0.31   424.61    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.12
nvme18n1      7026.40 124521.60    47.20   0.67    0.08    17.72  162.20  69126.40     1.80   1.10    0.34   426.18    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.52
nvme19n1      7016.60 125062.40    51.60   0.73    0.08    17.82  163.00  69738.40     1.40   0.85    0.32   427.84    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.84
nvme1n1       6903.40 119284.00    45.80   0.66    0.08    17.28  183.40  70548.00     2.80   1.50    0.16   384.67    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.52
nvme20n1      7044.80 125359.20    48.20   0.68    0.08    17.79  163.80  69605.60     1.40   0.85    0.35   424.94    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.92
nvme21n1      7071.80 125082.40    49.60   0.70    0.08    17.69  165.80  70720.80     1.20   0.72    0.29   426.54    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.28
nvme22n1      7066.40 124130.40    47.00   0.66    0.08    17.57  165.00  70359.20     1.20   0.72    0.32   426.42    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.00
nvme23n1      7077.80 123942.40    47.40   0.67    0.08    17.51  169.80  71207.20     1.20   0.70    0.17   419.36    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.80
nvme24n1      7039.20 123546.40    48.80   0.69    0.08    17.55  169.20  71273.60     1.20   0.70    0.32   421.24    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.76
nvme25n1      6964.20 121667.20    47.60   0.68    0.08    17.47  164.00  70543.20     1.20   0.73    0.32   430.14    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.20
nvme26n1      6908.40 120623.20    48.00   0.69    0.08    17.46  170.80  72056.00     1.20   0.70    0.32   421.87    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.60
nvme27n1      6981.40 120944.80    47.20   0.67    0.08    17.32  175.00  73223.20     1.20   0.68    0.17   418.42    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.20
nvme28n1      7035.60 121237.60    46.40   0.66    0.08    17.23  174.20  72533.60     1.20   0.68    0.33   416.38    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.56
nvme29n1      6914.80 120772.80    46.20   0.66    0.08    17.47  169.40  72073.60     1.00   0.59    0.32   425.46    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.24
nvme2n1       6949.00 119332.00    45.60   0.65    0.08    17.17  166.40  71351.20     1.20   0.72    0.35   428.79    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.96
nvme30n1      7020.80 121596.80    47.60   0.67    0.08    17.32  171.60  73127.20     1.00   0.58    0.31   426.15    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.00
nvme31n1      6900.80 119807.20    46.40   0.67    0.08    17.36  169.60  71175.20     1.40   0.82    0.31   419.67    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.32
nvme3n1       7087.40 120965.60    45.40   0.64    0.08    17.07  169.80  72684.80     1.20   0.70    0.34   428.06    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.00
nvme4n1       7046.00 122639.20    45.60   0.64    0.08    17.41  172.20  72741.60     1.20   0.69    0.33   422.43    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.84
nvme5n1       7005.80 121378.40    47.20   0.67    0.08    17.33  167.60  70972.80     1.00   0.59    0.34   423.47    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.44
nvme6n1       6945.80 118851.20    47.00   0.67    0.08    17.11  231.60  70628.80     5.40   2.28    0.25   304.96    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.12
nvme7n1       7071.20 120312.80    43.80   0.62    0.08    17.01  162.60  69669.60     1.20   0.73    0.34   428.47    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.12
nvme8n1       6942.40 120138.40    46.60   0.67    0.08    17.31  190.80  69896.80     1.20   0.62    0.27   366.34    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.88
nvme9n1       6945.00 119809.60    46.60   0.67    0.08    17.25  197.60  70236.80     1.20   0.60    0.28   355.45    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.64


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.00      0.00     0.00   0.00    0.00     0.00    1.60      6.40     0.00   0.00    0.00     4.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           237524.20 3118099.20     0.00   0.00    0.00    13.13 3318.00 1331220.00     0.00   0.00    0.00   401.21    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00    0.40      6.40     1.20  75.00    0.00    16.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
nvme10n1      7680.60  94278.40    21.00   0.27    0.07    12.27   91.00  38148.80     6.40   6.57    0.26   419.22    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.84
nvme11n1      7651.60  94226.40    23.00   0.30    0.07    12.31   92.20  38882.40     8.60   8.53    0.16   421.72    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.96
nvme12n1      7550.80  93132.80    21.80   0.29    0.07    12.33   92.60  38846.40     7.80   7.77    0.27   419.51    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.84
nvme13n1      7480.40  91714.40    21.00   0.28    0.08    12.26   91.80  39005.60     6.60   6.71    0.31   424.90    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.00
nvme14n1      7519.20  92147.20    20.40   0.27    0.07    12.25   91.60  38973.60     8.80   8.76    0.29   425.48    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.28
nvme15n1      7438.20  91572.80    21.60   0.29    0.07    12.31   92.60  39206.40     6.20   6.28    0.28   423.40    0.00      0.00     0.00   0.00    0.00     0.00    0.00  93.60
nvme16n1      7574.80  92980.00    22.40   0.29    0.07    12.27   93.60  39349.60     8.40   8.24    0.29   420.40    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.24
nvme17n1      7394.40  90927.20    20.00   0.27    0.07    12.30   89.80  37739.20     8.80   8.92    0.27   420.26    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.24
nvme18n1      7444.00  91344.00    22.40   0.30    0.07    12.27   90.60  38395.20    10.60  10.47    0.30   423.79    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.36
nvme19n1      7474.60  91826.40    19.80   0.26    0.07    12.29   92.20  39235.20     7.00   7.06    0.28   425.54    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.24
nvme1n1       7691.40  95752.00    23.00   0.30    0.07    12.45  106.20  40484.00     7.20   6.35    0.15   381.21    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.32
nvme20n1      7540.20  91920.80    21.60   0.29    0.07    12.19   93.60  39572.80    10.60  10.17    0.31   422.79    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.68
nvme21n1      7693.40  93540.80    19.40   0.25    0.07    12.16   93.00  39493.60     7.60   7.55    0.27   424.66    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.52
nvme22n1      7688.60  94152.00    22.20   0.29    0.07    12.25   95.20  41096.00     8.20   7.93    0.29   431.68    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.08
nvme23n1      7791.00  96102.40    20.20   0.26    0.07    12.34   97.60  41576.00     7.00   6.69    0.16   425.98    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.00
nvme24n1      7809.00  95943.20    22.80   0.29    0.07    12.29   98.40  42132.80    10.40   9.56    0.28   428.18    0.00      0.00     0.00   0.00    0.00     0.00    0.00  93.04
nvme25n1      7772.00  94724.00    20.00   0.26    0.07    12.19   97.80  41455.20     6.40   6.14    0.29   423.88    0.00      0.00     0.00   0.00    0.00     0.00    0.00  93.28
nvme26n1      7592.80  92732.00    22.60   0.30    0.07    12.21   95.60  39618.40     9.00   8.60    0.28   414.42    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.92
nvme27n1      7672.20  93932.80    19.60   0.25    0.07    12.24   94.20  39060.00     6.40   6.36    0.16   414.65    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.60
nvme28n1      7595.20  94760.80    21.80   0.29    0.07    12.48   93.20  39618.40     7.00   6.99    0.30   425.09    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.92
nvme29n1      7682.40  95259.20    22.40   0.29    0.07    12.40   95.00  39506.40     5.20   5.19    0.28   415.86    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.92
nvme2n1       7690.40  96230.40    23.00   0.30    0.08    12.51   96.80  40568.00     9.60   9.02    0.33   419.09    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.88
nvme30n1      7661.20  96434.40    21.80   0.28    0.08    12.59   93.20  39706.40     6.00   6.05    0.28   426.03    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.32
nvme31n1      7781.00  96993.60    22.20   0.28    0.07    12.47   96.80  40199.20     7.00   6.74    0.27   415.28    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.48
nvme3n1       7841.20  97664.80    22.20   0.28    0.08    12.46   96.60  40952.80     4.20   4.17    0.32   423.94    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.60
nvme4n1       7846.40  97654.40    22.80   0.29    0.07    12.45   98.60  40958.40     8.60   8.02    0.29   415.40    0.00      0.00     0.00   0.00    0.00     0.00    0.00  92.00
nvme5n1       7627.40  95360.80    22.40   0.29    0.07    12.50   92.40  39674.40     5.40   5.52    0.31   429.38    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.76
nvme6n1       7658.20  95410.40    22.40   0.29    0.07    12.46  133.60  38993.60    11.60   7.99    0.21   291.87    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.92
nvme7n1       7709.80  94092.80    22.80   0.29    0.08    12.20   94.00  38900.80     6.80   6.75    0.30   413.84    0.00      0.00     0.00   0.00    0.00     0.00    0.00  90.88
nvme8n1       7618.40  93440.00    21.20   0.28    0.08    12.27  117.20  38463.20    22.20  15.93    0.23   328.18    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.60
nvme9n1       7667.40  93705.60    29.40   0.38    0.08    12.22  108.80  38548.00    24.00  18.07    0.26   354.30    0.00      0.00     0.00   0.00    0.00     0.00    0.00  91.20


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.20      0.80     0.00   0.00    0.00     4.00    2.40     15.20     0.00   0.00    0.00     6.33    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.16
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           252803.20 3813266.40     0.00   0.00    0.00    15.08 4549.20 1918528.80     0.00   0.00    0.00   421.73    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.20      0.80     0.00   0.00    0.00     4.00    1.20     15.20     1.20  50.00    0.00    12.67    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.16
nvme10n1      7986.60 115302.40    38.00   0.47    0.08    14.44  127.20  55616.00     4.60   3.49    0.29   437.23    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.64
nvme11n1      8025.40 116660.00    36.00   0.45    0.08    14.54  131.00  56513.60     4.80   3.53    0.17   431.40    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.32
nvme12n1      8223.40 119384.80    40.60   0.49    0.08    14.52  133.60  58035.20     5.20   3.75    0.31   434.40    0.00      0.00     0.00   0.00    0.00     0.00    0.00  95.76
nvme13n1      8168.00 118660.80    36.20   0.44    0.08    14.53  132.40  57950.40     5.20   3.78    0.33   437.69    0.00      0.00     0.00   0.00    0.00     0.00    0.00  95.28
nvme14n1      8238.60 119418.40    39.60   0.48    0.08    14.49  136.00  58859.20     5.00   3.55    0.32   432.79    0.00      0.00     0.00   0.00    0.00     0.00    0.00  95.92
nvme15n1      8293.80 120284.80    36.40   0.44    0.08    14.50  140.80  59453.60     5.00   3.43    0.31   422.26    0.00      0.00     0.00   0.00    0.00     0.00    0.00  95.84
nvme16n1      8266.80 118314.40    39.40   0.47    0.08    14.31  140.80  58772.00     5.00   3.43    0.32   417.41    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.88
nvme17n1      8148.20 116216.80    35.40   0.43    0.08    14.26  135.40  58791.20     5.20   3.70    0.29   434.20    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.08
nvme18n1      8218.40 115705.60    38.00   0.46    0.08    14.08  136.40  58914.40     5.20   3.67    0.33   431.92    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.08
nvme19n1      8178.20 115292.00    35.60   0.43    0.08    14.10  136.80  59060.00     5.60   3.93    0.31   431.73    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.32
nvme1n1       8116.00 115068.00    34.20   0.42    0.07    14.18  150.20  57829.60     7.00   4.45    0.15   385.02    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.56
nvme20n1      8158.80 115816.80    34.60   0.42    0.08    14.20  142.40  59797.60     5.60   3.78    0.34   419.93    0.00      0.00     0.00   0.00    0.00     0.00    0.00  95.12
nvme21n1      8220.00 116896.00    35.60   0.43    0.08    14.22  142.40  60455.20     5.40   3.65    0.29   424.54    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.32
nvme22n1      8113.60 115730.40    34.80   0.43    0.08    14.26  139.40  59106.40     5.80   3.99    0.30   424.01    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.00
nvme23n1      8080.20 114917.60    35.00   0.43    0.08    14.22  135.20  58424.00     5.80   4.11    0.17   432.13    0.00      0.00     0.00   0.00    0.00     0.00    0.00  97.04
nvme24n1      8123.20 114475.20    33.40   0.41    0.08    14.09  135.40  58288.00     5.40   3.84    0.30   430.49    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.00
nvme25n1      8108.40 114772.00    35.60   0.44    0.08    14.15  136.40  58106.40     5.80   4.08    0.30   426.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.40
nvme26n1      8011.60 113368.00    34.40   0.43    0.08    14.15  133.20  57046.40     6.00   4.31    0.30   428.28    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.72
nvme27n1      8075.40 114890.40    34.20   0.42    0.08    14.23  131.20  57200.80     6.40   4.65    0.17   435.98    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.24
nvme28n1      8101.40 115455.20    34.00   0.42    0.08    14.25  137.00  58522.40     6.20   4.33    0.32   427.17    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.24
nvme29n1      8150.80 114914.40    33.60   0.41    0.08    14.10  136.60  59416.00     6.20   4.34    0.31   434.96    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.48
nvme2n1       8095.60 115098.40    33.80   0.42    0.08    14.22  135.00  58180.00     5.40   3.85    0.36   430.96    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.48
nvme30n1      8083.20 114282.40    34.40   0.42    0.08    14.14  136.00  59020.00     5.80   4.09    0.29   433.97    0.00      0.00     0.00   0.00    0.00     0.00    0.00  95.84
nvme31n1      8077.80 114331.20    34.60   0.43    0.08    14.15  134.20  58112.80     5.60   4.01    0.30   433.03    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.72
nvme3n1       8183.20 118257.60    35.00   0.43    0.08    14.45  137.20  58945.60     5.20   3.65    0.33   429.63    0.00      0.00     0.00   0.00    0.00     0.00    0.00  95.68
nvme4n1       8095.40 116986.40    37.80   0.46    0.08    14.45  132.60  56773.60     4.80   3.49    0.31   428.16    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.40
nvme5n1       7959.20 115147.20    35.20   0.44    0.08    14.47  134.60  57768.00     5.00   3.58    0.33   429.18    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.56
nvme6n1       7974.00 114758.40    35.80   0.45    0.08    14.39  187.60  56932.80     6.20   3.20    0.24   303.48    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.32
nvme7n1       8036.20 116431.20    35.40   0.44    0.08    14.49  133.40  56542.40     4.80   3.47    0.33   423.86    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.24
nvme8n1       8111.00 116666.40    38.20   0.47    0.08    14.38  169.20  57416.00     4.80   2.76    0.25   339.34    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.48
nvme9n1       8078.40 116640.00    36.60   0.45    0.08    14.44  145.80  56099.20     4.60   3.06    0.29   384.77    0.00      0.00     0.00   0.00    0.00     0.00    0.00  96.40


