phase	system	workload	status	duration_sec	threads	measured_seconds	process_elapsed_sec	operations	throughput_ops_sec	avg_latency_us	successful_gets	engine_keys_read	engine_keys_written	peak_rss_kb	log_dir
pilot	baseline_repeat_01	workloada	ok	3	48	3.028	4.428740978240967	3232118	1067572.0	44.705	1290192	1615726	1616392	9061868	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/baseline_repeat_ycsb_all_260909_n04_af/pilot/workloada/baseline_repeat_01
full	baseline_repeat_01	workloada	ok	300	48	300.021	304.61062502861023	216569280	721848.0	66.494	94030624	108280016	108289264	54080576	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/baseline_repeat_ycsb_all_260909_n04_af/full/workloada/baseline_repeat_01
full	baseline_repeat_01	workloadf	ok	300	48	300.026	304.7981550693512	182971558	609851.0	78.704	158335271	182971558	91490526	53942412	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/baseline_repeat_ycsb_all_260909_n04_af/full/workloadf/baseline_repeat_01
