Linux 5.4.0-216-generic (dskbi001) 	09/11/2026 	_x86_64_	(96 CPU)

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
nvme31n1       190.80  73381.60    52.80  21.67    0.29   384.60  186.40  83800.80    10.00   5.09    0.35   449.58    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.24
nvme3n1        195.20  75645.60    51.80  20.97    0.28   387.53  189.00  85638.40    10.20   5.12    0.34   453.11    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.60
nvme4n1        193.40  75621.60    51.60  21.06    0.30   391.01  188.40  86348.80     8.40   4.27    0.37   458.33    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.08
nvme5n1        195.40  76210.40    53.60  21.53    0.30   390.02  186.80  85499.20     9.60   4.89    0.34   457.70    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.96
nvme6n1        196.20  76199.20    52.80  21.20    0.31   388.38  183.60  84788.80     8.20   4.28    0.35   461.81    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.16
nvme7n1        192.40  74660.00    54.20  21.98    0.28   388.05  182.60  83613.60     9.00   4.70    0.34   457.91    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.72
nvme8n1        186.20  73809.60    52.20  21.90    0.30   396.40  181.00  83858.40     6.80   3.62    0.39   463.31    0.00      0.00     0.00   0.00    0.00     0.00    0.00  42.80
nvme9n1        190.40  74687.20    53.20  21.84    0.29   392.26  185.20  84784.00    10.20   5.22    0.36   457.80    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.84


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.00      0.00     0.00   0.00    0.00     0.00   15.40     76.00     0.00   0.00    0.00     4.94    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.16
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           6740.00 2452894.40     0.00   0.00    0.00   363.93 5396.60 2414861.60     0.00   0.00    0.00   447.48    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00   12.60     76.00     2.80  18.18    0.05     6.03    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.16
nvme10n1       182.00  68839.20    40.40  18.17    0.25   378.24  161.40  74450.40     9.20   5.39    0.34   461.28    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.96
nvme11n1       179.00  68263.20    42.40  19.15    0.26   381.36  167.80  74723.20     9.20   5.20    0.35   445.31    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.88
nvme12n1       182.60  69066.40    42.40  18.84    0.25   378.24  162.60  74530.40     9.20   5.36    0.35   458.37    0.00      0.00     0.00   0.00    0.00     0.00    0.00  49.12
nvme13n1       177.80  67040.00    43.80  19.77    0.25   377.05  157.80  73421.60     8.80   5.28    0.36   465.28    0.00      0.00     0.00   0.00    0.00     0.00    0.00  47.52
nvme14n1       170.20  65626.40    40.20  19.11    0.27   385.58  155.60  72709.60     9.00   5.47    0.37   467.29    0.00      0.00     0.00   0.00    0.00     0.00    0.00  47.44
nvme15n1       178.40  66823.20    41.80  18.98    0.26   374.57  177.40  73551.20    10.40   5.54    0.30   414.61    0.00      0.00     0.00   0.00    0.00     0.00    0.00  51.52
nvme16n1       175.80  68113.60    42.00  19.28    0.25   387.45  159.80  74956.00     8.40   4.99    0.37   469.06    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.48
nvme17n1       181.80  68532.00    42.80  19.06    0.26   376.96  197.60  75334.40     9.80   4.73    0.27   381.25    0.00      0.00     0.00   0.00    0.00     0.00    0.00  49.12
nvme18n1       180.20  68393.60    42.60  19.12    0.27   379.54  190.20  75571.20     9.60   4.80    0.32   397.32    0.00      0.00     0.00   0.00    0.00     0.00    0.00  49.36
nvme19n1       182.80  68115.20    41.60  18.54    0.25   372.62  162.40  74785.60     8.00   4.69    0.35   460.50    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.88
nvme1n1        171.60  66173.60    42.20  19.74    0.27   385.63  157.00  72962.40     8.20   4.96    0.40   464.73    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.60
nvme20n1       181.00  67355.20    42.20  18.91    0.25   372.13  160.20  73622.40     8.00   4.76    0.37   459.57    0.00      0.00     0.00   0.00    0.00     0.00    0.00  47.52
nvme21n1       176.40  66652.80    39.20  18.18    0.27   377.85  155.80  72779.20     7.80   4.77    0.36   467.13    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.96
nvme22n1       175.80  65736.80    41.60  19.14    0.25   373.93  179.80  71287.20     7.80   4.16    0.31   396.48    0.00      0.00     0.00   0.00    0.00     0.00    0.00  51.44
nvme23n1       174.00  65884.00    38.80  18.23    0.25   378.64  154.60  71716.00     7.80   4.80    0.34   463.88    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.16
nvme24n1       170.80  65931.20    40.40  19.13    0.25   386.01  186.80  72196.80     7.80   4.01    0.29   386.49    0.00      0.00     0.00   0.00    0.00     0.00    0.00  50.56
nvme25n1       177.40  66239.20    39.80  18.32    0.25   373.39  156.20  72178.40     7.80   4.76    0.34   462.09    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.56
nvme26n1       175.20  67104.80    42.40  19.49    0.27   383.02  163.00  71404.00     8.00   4.68    0.33   438.06    0.00      0.00     0.00   0.00    0.00     0.00    0.00  48.16
nvme27n1       174.80  65795.20    40.80  18.92    0.25   376.40  150.60  70484.80     8.20   5.16    0.32   468.03    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.84
nvme28n1       176.60  67530.40    41.40  18.99    0.26   382.39  155.80  72433.60     8.00   4.88    0.32   464.91    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.32
nvme29n1       173.20  67112.00    42.60  19.74    0.26   387.48  157.40  73260.00     8.00   4.84    0.34   465.44    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.92
nvme2n1        172.40  66276.80    43.20  20.04    0.26   384.44  159.00  73293.60     8.00   4.79    0.34   460.97    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.88
nvme30n1       177.00  66764.00    42.00  19.18    0.25   377.20  156.80  73320.00     8.00   4.85    0.38   467.60    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.16
nvme31n1       173.80  66250.40    43.00  19.83    0.26   381.19  159.40  73028.80     8.00   4.78    0.35   458.15    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.08
nvme3n1        172.00  64655.20    42.00  19.63    0.25   375.90  158.60  72319.20     7.80   4.69    0.34   455.98    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.72
nvme4n1        169.60  65126.40    40.60  19.31    0.25   384.00  158.00  73157.60     8.40   5.05    0.34   463.02    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.92
nvme5n1        174.80  66297.60    42.60  19.60    0.25   379.28  159.00  73719.20     8.40   5.02    0.33   463.64    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.88
nvme6n1        173.00  66200.80    39.80  18.70    0.26   382.66  159.00  73772.80     8.80   5.24    0.36   463.98    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.48
nvme7n1        170.20  64850.40    42.40  19.94    0.26   381.02  157.00  73118.40     8.80   5.31    0.34   465.72    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.32
nvme8n1        175.40  66003.20    39.60  18.42    0.26   376.30  158.40  73863.20     9.00   5.38    0.36   466.31    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.56
nvme9n1        173.60  67028.80    44.20  20.29    0.27   386.11  162.20  75404.80     9.40   5.48    0.36   464.89    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.48


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.00      0.00     0.00   0.00    0.00     0.00    1.40      5.60     0.00   0.00    0.00     4.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           1954.00 796878.40     0.00   0.00    0.00   407.82 2429.00 844675.20     0.00   0.00    0.00   347.75    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00    0.40      5.60     1.00  71.43    0.00    14.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.08
nvme10n1        51.80  21468.80    12.40  19.31    0.24   414.46   68.20  26234.40     6.40   8.58    0.28   384.67    0.00      0.00     0.00   0.00    0.00     0.00    0.00  23.92
nvme11n1        50.60  21361.60    13.60  21.18    0.24   422.17   72.80  27433.60     5.00   6.43    0.28   376.84    0.00      0.00     0.00   0.00    0.00     0.00    0.00  23.52
nvme12n1        50.60  20559.20    12.40  19.68    0.23   406.31   70.60  26712.80     5.00   6.61    0.29   378.37    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.88
nvme13n1        47.60  20902.40    13.00  21.45    0.25   439.13   70.60  25966.40     8.60  10.86    0.29   367.80    0.00      0.00     0.00   0.00    0.00     0.00    0.00  21.84
nvme14n1        50.20  20678.40    12.80  20.32    0.24   411.92   68.60  25758.40     4.60   6.28    0.29   375.49    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.00
nvme15n1        48.60  21100.00    12.80  20.85    0.24   434.16   78.00  25795.20     9.40  10.76    0.24   330.71    0.00      0.00     0.00   0.00    0.00     0.00    0.00  25.20
nvme16n1        48.60  20698.40    12.80  20.85    0.24   425.89   70.20  25364.00     7.60   9.77    0.27   361.31    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.16
nvme17n1        47.00  20049.60    12.60  21.14    0.24   426.59   79.60  25205.60    11.60  12.72    0.24   316.65    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.08
nvme18n1        49.40  20776.00    13.80  21.84    0.24   420.57   76.20  25484.80     5.60   6.85    0.26   334.45    0.00      0.00     0.00   0.00    0.00     0.00    0.00  23.60
nvme19n1        48.80  21076.00    12.60  20.52    0.24   431.89   68.20  25289.60     8.40  10.97    0.27   370.82    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.56
nvme1n1         51.80  22368.00    14.20  21.52    0.25   431.81   69.00  26908.80     5.80   7.75    0.30   389.98    0.00      0.00     0.00   0.00    0.00     0.00    0.00  23.12
nvme20n1        49.40  21154.40    14.00  22.08    0.25   428.23   67.20  25324.00     6.40   8.70    0.30   376.85    0.00      0.00     0.00   0.00    0.00     0.00    0.00  21.76
nvme21n1        49.20  21376.80    13.20  21.15    0.25   434.49   70.40  25665.60     6.80   8.81    0.28   364.57    0.00      0.00     0.00   0.00    0.00     0.00    0.00  21.68
nvme22n1        48.40  20680.00    13.40  21.68    0.24   427.27   80.40  26284.80     7.60   8.64    0.25   326.93    0.00      0.00     0.00   0.00    0.00     0.00    0.00  25.52
nvme23n1        46.00  20315.20    13.20  22.30    0.25   441.63   69.00  25916.80     4.80   6.50    0.27   375.61    0.00      0.00     0.00   0.00    0.00     0.00    0.00  21.12
nvme24n1        49.00  20236.80    13.40  21.47    0.24   413.00   82.40  26081.60    13.00  13.63    0.25   316.52    0.00      0.00     0.00   0.00    0.00     0.00    0.00  23.52
nvme25n1        46.40  20461.60    13.20  22.15    0.24   440.98   71.00  26493.60     7.60   9.67    0.27   373.15    0.00      0.00     0.00   0.00    0.00     0.00    0.00  21.44
nvme26n1        49.20  20183.20    13.20  21.15    0.23   410.23   71.60  26387.20     5.20   6.77    0.27   368.54    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.48
nvme27n1        46.20  20236.00    12.80  21.69    0.24   438.01   70.60  26528.00     8.40  10.63    0.27   375.75    0.00      0.00     0.00   0.00    0.00     0.00    0.00  20.88
nvme28n1        50.00  20932.80    13.40  21.14    0.24   418.66   67.20  25820.80     5.00   6.93    0.28   384.24    0.00      0.00     0.00   0.00    0.00     0.00    0.00  21.92
nvme29n1        48.20  20952.80    12.80  20.98    0.24   434.71   68.60  26172.00     4.40   6.03    0.28   381.52    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.16
nvme2n1         52.20  22160.80    13.40  20.43    0.24   424.54   67.40  26090.40     6.60   8.92    0.28   387.10    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.72
nvme30n1        50.60  21070.40    14.20  21.91    0.24   416.41   70.40  26881.60     9.00  11.34    0.31   381.84    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.56
nvme31n1        52.00  22321.60    13.80  20.97    0.24   429.26   71.20  27151.20     4.60   6.07    0.28   381.34    0.00      0.00     0.00   0.00    0.00     0.00    0.00  23.04
nvme3n1         52.20  22209.60    14.20  21.39    0.25   425.47   69.00  26320.80     4.20   5.74    0.28   381.46    0.00      0.00     0.00   0.00    0.00     0.00    0.00  23.52
nvme4n1         51.40  22332.80    13.20  20.43    0.24   434.49   68.40  26550.40     5.20   7.07    0.29   388.16    0.00      0.00     0.00   0.00    0.00     0.00    0.00  21.52
nvme5n1         53.00  21701.60    14.00  20.90    0.24   409.46   67.40  25916.80     9.40  12.24    0.27   384.52    0.00      0.00     0.00   0.00    0.00     0.00    0.00  23.76
nvme6n1         50.40  21258.40    12.60  20.00    0.25   421.79   66.60  25480.80     4.40   6.20    0.28   382.59    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.48
nvme7n1         52.60  21636.00    13.60  20.54    0.24   411.33   67.40  25948.80     6.60   8.92    0.27   385.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00  23.04
nvme8n1         49.40  21462.40    13.20  21.09    0.24   434.46   67.60  26200.00     7.80  10.34    0.28   387.57    0.00      0.00     0.00   0.00    0.00     0.00    0.00  21.52
nvme9n1         51.60  21247.20    13.80  21.10    0.24   411.77   66.20  25492.00     4.60   6.50    0.30   385.08    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.88


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           8928.40 3245293.60     0.00   0.00    0.00   363.48 6729.80 2914904.80     0.00   0.00    0.00   433.13    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme10n1       235.40  87988.00    57.60  19.66    0.28   373.78  203.00  91153.60     5.40   2.59    0.38   449.03    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.76
nvme11n1       228.40  87736.00    55.20  19.46    0.30   384.13  208.40  91833.60     5.20   2.43    0.40   440.66    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.12
nvme12n1       225.20  87166.40    56.00  19.91    0.31   387.06  201.40  91017.60     5.20   2.52    0.39   451.92    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.08
nvme13n1       220.60  85847.20    55.40  20.07    0.32   389.15  197.00  89968.00     4.80   2.38    0.43   456.69    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.56
nvme14n1       226.80  87136.80    55.80  19.75    0.32   384.20  197.20  90052.80     4.80   2.38    0.41   456.66    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.40
nvme15n1       233.40  87803.20    52.80  18.45    0.29   376.19  225.20  91187.20     7.40   3.18    0.33   404.92    0.00      0.00     0.00   0.00    0.00     0.00    0.00  47.28
nvme16n1       234.40  89872.00    55.60  19.17    0.29   383.41  201.00  91550.40     4.80   2.33    0.40   455.47    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.20
nvme17n1       238.20  90056.00    57.40  19.42    0.29   378.07  263.40  93093.60     8.80   3.23    0.28   353.43    0.00      0.00     0.00   0.00    0.00     0.00    0.00  47.84
nvme18n1       234.60  88976.00    54.20  18.77    0.30   379.27  247.80  93040.80     6.40   2.52    0.33   375.47    0.00      0.00     0.00   0.00    0.00     0.00    0.00  47.12
nvme19n1       239.00  89673.60    56.20  19.04    0.29   375.20  204.60  92275.20     5.00   2.39    0.38   451.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.08
nvme1n1        231.20  90248.00    53.20  18.71    0.30   390.35  196.40  88915.20     5.80   2.87    0.40   452.73    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.08
nvme20n1       228.20  88263.20    53.60  19.02    0.29   386.78  200.00  91039.20     5.20   2.53    0.42   455.20    0.00      0.00     0.00   0.00    0.00     0.00    0.00  43.52
nvme21n1       234.00  88644.00    57.40  19.70    0.29   378.82  202.60  91197.60     5.40   2.60    0.39   450.14    0.00      0.00     0.00   0.00    0.00     0.00    0.00  43.84
nvme22n1       228.40  88592.80    53.40  18.95    0.31   387.88  230.40  91848.80     5.20   2.21    0.36   398.65    0.00      0.00     0.00   0.00    0.00     0.00    0.00  48.48
nvme23n1       238.60  90896.00    57.80  19.50    0.30   380.96  202.40  91224.80     5.60   2.69    0.37   450.72    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.64
nvme24n1       237.60  91315.20    53.60  18.41    0.29   384.32  255.20  91557.60     5.40   2.07    0.31   358.77    0.00      0.00     0.00   0.00    0.00     0.00    0.00  48.24
nvme25n1       235.80  90793.60    59.40  20.12    0.29   385.04  200.60  90928.00     5.40   2.62    0.38   453.28    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.36
nvme26n1       231.80  90867.20    54.40  19.01    0.31   392.01  215.20  91720.00     5.60   2.54    0.37   426.21    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.24
nvme27n1       237.40  91157.60    62.20  20.76    0.29   383.98  204.00  92076.80     5.80   2.76    0.34   451.36    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.32
nvme28n1       237.00  91442.40    52.40  18.11    0.29   385.83  203.20  91672.80     5.60   2.68    0.36   451.15    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.60
nvme29n1       236.00  89778.40    64.00  21.33    0.28   380.42  201.20  91004.80     5.80   2.80    0.36   452.31    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.00
nvme2n1        235.00  88532.00    62.80  21.09    0.29   376.73  197.40  88780.00     6.20   3.05    0.37   449.75    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.64
nvme30n1       233.40  90326.40    51.00  17.93    0.29   387.00  201.00  90195.20     5.60   2.71    0.43   448.73    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.12
nvme31n1       234.40  88886.40    63.40  21.29    0.28   379.21  197.40  88563.20     6.00   2.95    0.37   448.65    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.00
nvme3n1        223.40  87403.20    53.80  19.41    0.28   391.24  195.00  89150.40     6.20   3.08    0.37   457.18    0.00      0.00     0.00   0.00    0.00     0.00    0.00  43.92
nvme4n1        232.60  88557.60    62.00  21.05    0.29   380.73  203.60  90663.20     6.20   2.96    0.37   445.30    0.00      0.00     0.00   0.00    0.00     0.00    0.00  46.00
nvme5n1        222.60  86615.20    56.60  20.27    0.29   389.11  201.80  90880.80     6.00   2.89    0.37   450.35    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.80
nvme6n1        226.40  86424.00    60.60  21.11    0.30   381.73  198.40  90388.80     5.80   2.84    0.40   455.59    0.00      0.00     0.00   0.00    0.00     0.00    0.00  45.36
nvme7n1        220.60  85633.60    54.60  19.84    0.30   388.18  198.60  89363.20     5.80   2.84    0.37   449.97    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.72
nvme8n1        232.80  87254.40    56.60  19.56    0.31   374.80  197.00  89052.00     5.80   2.86    0.40   452.04    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.96
nvme9n1        221.00  87652.80    55.20  19.99    0.31   396.62  197.40  90052.80     5.60   2.76    0.40   456.19    0.00      0.00     0.00   0.00    0.00     0.00    0.00  44.32


Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz  aqu-sz  %util
dm-0             0.00      0.00     0.00   0.00    0.00     0.00    1.60      6.40     0.00   0.00    0.00     4.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.16
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
md0           2061.60 844492.00     0.00   0.00    0.00   409.63 2306.40 963480.80     0.00   0.00    0.00   417.74    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.00
nvme0n1          0.00      0.00     0.00   0.00    0.00     0.00    0.60      6.40     1.00  62.50    0.00    10.67    0.00      0.00     0.00   0.00    0.00     0.00    0.00   0.16
nvme10n1        58.60  22784.80    14.20  19.51    0.25   388.82   67.60  29476.00    11.80  14.86    0.28   436.04    0.00      0.00     0.00   0.00    0.00     0.00    0.00  24.80
nvme11n1        51.60  21550.40    14.60  22.05    0.25   417.64   61.40  28139.20     9.00  12.78    0.28   458.29    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.88
nvme12n1        50.20  20226.40    12.40  19.81    0.25   402.92   61.40  27242.40     7.20  10.50    0.28   443.69    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.08
nvme13n1        50.00  21115.20    15.20  23.31    0.24   422.30   62.00  27750.40     5.20   7.74    0.28   447.59    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.08
nvme14n1        51.80  21564.00    11.80  18.55    0.24   416.29   63.60  28308.80     7.20  10.17    0.28   445.11    0.00      0.00     0.00   0.00    0.00     0.00    0.00  22.56
nvme15n1        54.80  22583.20    15.60  22.16    0.24   412.10   77.80  29638.40    10.00  11.39    0.24   380.96    0.00      0.00     0.00   0.00    0.00     0.00    0.00  27.04
nvme16n1        55.60  22810.40    13.20  19.19    0.25   410.26   72.00  29044.80    10.00  12.20    0.27   403.40    0.00      0.00     0.00   0.00    0.00     0.00    0.00  23.92
