phase	system	workload	status	duration_sec	threads	measured_seconds	process_elapsed_sec	operations	throughput_ops_sec	avg_latency_us	successful_gets	engine_keys_read	engine_keys_written	peak_rss_kb	log_dir
pilot	f2load	workloadc	ok	3	48	3.025	4.2283103466033936	3301420	1091496.0	43.784	1983599	3301420	0	11045808	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ps_plr8_kmv2048_260915/pilot/workloadc/f2load
full	f2load	workloadc	ok	300	48	300.036	304.203644990921	420348987	1400993.0	34.259	252668470	420348987	0	53159424	/home/smrc/virtual_compaction/vcomp/experiments/artifacts/log_runs/ps_plr8_kmv2048_260915/full/workloadc/f2load
