campaign	cell	workload	distribution	mode	point	ops_per_sec	micros_per_op	filter_per_lookup	filter_probes	positive_lookup_pct	gets	found_keys	bloom_useful	bloom_full_positive	bloom_true_positive	filter_block_miss	filter_block_hit	p50_us	p99_us	p999_us	sst_read_count	compact_write_GB	run_seconds	drain_seconds	total_seconds_incl_drain	elapsed_sec	fixed_ops	copy_mode	dropped_caches	cache_GiB	num_keys	source_ssts	source_db	finished_at
fix_20260914_ycsbc_uniform_deep	E2-4T_baseline__workloadc	workloadc	uniform	baseline	E2-4T	718609	66.790	4.225	911046576	63.21	215614414	136294309	767280226	143766350	136294309	47999	910998577	69.15	115.14	169.47	140658316	0.00				307.8		deep		50	4194304000	47740	/work/vcomp/exp/eval_20260909_night1/E2-4T_baseline	2026-09-14T00:58:16.634516+00:00
fix_20260914_ycsbc_uniform_deep	E2-4T_f2load__workloadc	workloadc	uniform	f2load	E2-4T	743001	64.597	4.082	909936385	62.60	222934252	139560263	762934408	147001977	139560263	48352	909888033	68.93	109.65	163.88	144597721	0.00				305.3		deep		50	4194304000	48064	/work/vcomp/exp/fix_20260913/E2-4T_f2load	2026-09-14T01:12:02.881935+00:00
fix_20260914_ycsbc_uniform_deep	E2-8T_baseline__workloadc	workloadc	uniform	baseline	E2-8T	689396	69.621	4.488	928253724	63.21	206845957	130749476	789817541	138436183	130749476	108577	928145147	69.86	109.66	166.08	138311766	0.00				312.9		deep		50	8388608000	102295	/work/vcomp/exp/eval_20260909_night1/E2-8T_baseline	2026-09-14T02:33:46.369932+00:00
fix_20260914_ycsbc_uniform_deep	E2-8T_f2load__workloadc	workloadc	uniform	f2load	E2-8T	706666	67.920	4.244	899838463	62.99	212026065	133553072	758889908	140948555	133553072	111833	899726630	68.97	109.53	205.36	141064403	0.00				307.0		deep	False	50	8388608000	104730	/work/vcomp/exp/fix_20260913/E2-8T_f2load	2026-09-14T02:58:15.567646+00:00
fix_20260914_ycsbc_uniform_deep	E3-u100_baseline__workloadc	workloadc	uniform	baseline	E3-u100	514353	93.318	3.600	555504753	100.00	154318697	154318697	397313203	158191550	154318697	18971	555485782	68.55	113.19	167.19	151495265	0.00				304.7		deep		50	1048576000	18883	/work/vcomp/exp/eval_20260909_night1/E3-u100_baseline	2026-09-14T00:15:26.338759+00:00
fix_20260914_ycsbc_uniform_deep	E3-u100_f2load__workloadc	workloadc	uniform	f2load	E3-u100	527966	90.908	3.515	556785513	96.70	158411885	153177098	399707973	157077540	153177098	17787	556767726	68.61	109.98	167.16	150496246	0.00				304.7		deep		50	1048576000	17734	/work/vcomp/exp/fix_20260913/E3-u100_f2load	2026-09-14T00:24:15.489413+00:00
fix_20260914_ycsbc_uniform_deep	E3-u25_baseline__workloadc	workloadc	uniform	baseline	E3-u25	1934925	24.805	2.535	1471699983	25.00	580566674	145151184	1313752567	157947416	145151184	4896	1471695087	69.48	109.70	167.37	129574843	0.00				304.3		deep		50	1048576000	4874	/work/vcomp/exp/eval_20260909_night1/E3-u25_baseline	2026-09-13T21:55:18.304571+00:00
fix_20260914_ycsbc_uniform_deep	E3-u25_f2load__workloadc	workloadc	uniform	f2load	E3-u25	1829460	26.236	3.057	1677800891	24.85	548890635	136397599	1526559884	151241007	136397599	4978	1677795913	69.28	109.59	162.83	121948717	0.00				304.2		deep		50	1048576000	4953	/work/vcomp/exp/fix_20260913/E3-u25_f2load	2026-09-13T22:01:33.456109+00:00
fix_20260914_ycsbc_uniform_deep	E3-u50_baseline__workloadc	workloadc	uniform	baseline	E3-u50	964363	49.770	3.632	1050887306	50.00	289347006	144667894	897481072	153406234	144667894	10227	1050877079	69.12	109.80	166.05	140003744	0.00				304.8		deep		50	1048576000	10207	/work/vcomp/exp/eval_20260909_night1/E3-u50_baseline	2026-09-13T22:22:21.477958+00:00
fix_20260914_ycsbc_uniform_deep	E3-u50_f2load__workloadc	workloadc	uniform	f2load	E3-u50	982572	48.848	3.509	1034626135	49.80	294812074	146816569	879255270	155370865	146816569	10228	1034615907	69.05	109.86	164.98	142621479	0.00				303.1		deep		50	1048576000	10206	/work/vcomp/exp/fix_20260913/E3-u50_f2load	2026-09-13T22:29:50.983726+00:00
fix_20260914_ycsbc_uniform_deep	E3-u75_baseline__workloadc	workloadc	uniform	baseline	E3-u75	664043	72.280	3.447	686853017	75.00	199237633	149433404	532236726	154616291	149433404	14763	686838254	69.04	109.86	168.48	146039084	0.00				304.9		deep		50	1048576000	14732	/work/vcomp/exp/eval_20260909_night1/E3-u75_baseline	2026-09-13T23:58:20.186083+00:00
fix_20260914_ycsbc_uniform_deep	E3-u75_f2load__workloadc	workloadc	uniform	f2load	E3-u75	674272	71.181	3.470	701956788	73.94	202312461	149587512	547046607	154910181	149587512	14114	701942674	68.52	109.88	167.47	146466122	0.00				304.6		deep		50	1048576000	14066	/work/vcomp/exp/fix_20260913/E3-u75_f2load	2026-09-14T00:06:35.310897+00:00
fix_20260914_ycsbc_uniform_deep	E4-1024m10_baseline__workloadc	workloadc	uniform	baseline	E4-1024m10	742965	64.600	2.598	579107304	63.21	222943121	140929703	433945566	145161738	140929703	17233	579094290	90.04	735.05	1267.39	135606641	255.34				305.2		deep		50	1048576000	13021	/work/vcomp/exp/eval_20260909_night1/E4-1024m10_baseline	2026-09-13T22:53:27.893986+00:00
fix_20260914_ycsbc_uniform_deep	E4-1024m10_f2load__workloadc	workloadc	uniform	f2load	E4-1024m10	725278	66.168	2.911	633694727	62.85	217662214	136810122	492104234	141590493	136810122	18376	633681751	90.78	726.84	1259.31	131725543	294.58				304.8		deep		50	1048576000	12969	/work/vcomp/exp/fix_20260913/E4-1024m10_f2load	2026-09-13T23:01:07.461495+00:00
fix_20260914_ycsbc_uniform_deep	E4-256m4_baseline__workloadc	workloadc	uniform	baseline	E4-256m4	759549	63.192	4.385	999222496	63.21	227892286	144058174	846913794	152308702	144058174	12608	999209888	69.72	109.80	164.95	140616803	0.00				304.8		deep		50	1048576000	12561	/work/vcomp/exp/eval_20260909_night1/E4-256m4_baseline	2026-09-13T22:37:40.889887+00:00
fix_20260914_ycsbc_uniform_deep	E4-256m4_f2load__workloadc	workloadc	uniform	f2load	E4-256m4	771660	62.199	4.426	1024811516	62.87	231527461	145564701	870770074	154041442	145564701	12602	1024798914	68.94	109.93	166.50	142669199	0.00				303.7		deep		50	1048576000	12573	/work/vcomp/exp/fix_20260913/E4-256m4_f2load	2026-09-13T22:45:32.171432+00:00
fix_20260914_ycsbc_uniform_deep	E5-sst16_baseline__workloadc	workloadc	uniform	baseline	E5-sst16	755168	63.559	3.488	790204956	63.21	226570148	143223178	640774876	149430080	143223178	54804	790150152	69.74	114.41	168.72	140068667	0.00				307.1		deep		50	1048576000	54193	/work/vcomp/exp/fix_20260913/E5-sst16_baseline	2026-09-13T23:25:10.111405+00:00
fix_20260914_ycsbc_uniform_deep	E5-sst16_f2load__workloadc	workloadc	uniform	f2load	E5-sst16	753906	63.667	4.030	911421095	62.79	226185625	142026392	762012743	149408352	142026392	52909	911368186	68.95	109.89	165.83	139234287	0.00				305.6		deep		50	1048576000	52740	/work/vcomp/exp/fix_20260913/E5-sst16_f2load	2026-09-13T23:33:45.344365+00:00
fix_20260914_ycsbc_uniform_deep	E5-sst256_baseline__workloadc	workloadc	uniform	baseline	E5-sst256	798671	60.097	3.402	815270533	63.21	239624223	151476014	657379557	157890976	151476014	3270	815267263	69.14	109.91	166.67	147821380	0.00				303.8		deep		50	1048576000	3256	/work/vcomp/exp/fix_20260913/E5-sst256_baseline	2026-09-13T23:41:53.593367+00:00
fix_20260914_ycsbc_uniform_deep	E5-sst256_f2load__workloadc	workloadc	uniform	f2load	E5-sst256	811826	59.122	2.856	695607864	62.88	243580973	153171054	537196427	158411437	153171054	3338	695604526	69.10	109.97	167.98	149044381	0.00				304.3		deep		50	1048576000	3322	/work/vcomp/exp/fix_20260913/E5-sst256_f2load	2026-09-13T23:50:04.177807+00:00
fix_20260914_ycsbc_uniform_deep	E7-lz4_baseline__workloadc	workloadc	uniform	baseline	E7-lz4	827650	57.991	2.802	695863374	63.21	248328930	156979784	533683073	162180301	156979784	6823	695856551	66.49	141.87	212.35	151873068	0.00				304.0		deep		50	1048576000	6811	/work/vcomp/exp/eval_20260909_night1/E7-lz4_baseline	2026-09-13T22:08:11.648985+00:00
fix_20260914_ycsbc_uniform_deep	E7-lz4_f2load__workloadc	workloadc	uniform	f2load	E7-lz4	828038	57.964	2.860	710541226	62.84	248446965	156129984	549055449	161485777	156129984	6919	710534307	66.47	135.57	169.14	151312877	0.00				304.1		deep		50	1048576000	6905	/work/vcomp/exp/fix_20260913/E7-lz4_f2load	2026-09-13T22:14:56.882714+00:00
fix_20260914_ycsbc_uniform_deep	P0-r1_baseline__workloadc	workloadc	uniform	baseline	P0-r1	787509	60.947	3.408	805371598	63.21	236287334	149366022	649666525	155705073	149366022	13596	805358002	69.07	109.83	166.73	145902969	0.00				303.9		deep		50	1048576000	13539	/work/vcomp/exp/eval_20260909_night1/P0-r1_baseline	2026-09-13T23:08:56.711889+00:00
fix_20260914_ycsbc_uniform_deep	P0fix-r1_f2load__workloadc	workloadc	uniform	f2load	P0fix-r1	803667	59.722	3.199	771271614	62.93	241132069	151740649	613556007	157715607	151740649	13286	771258328	68.56	114.15	167.18	148216177	0.00				303.5		deep		50	1048576000	13261	/work/vcomp/exp/fix_20260913/P0fix-r1_f2load	2026-09-13T23:17:02.484190+00:00
fix_20260914_ycsbc_uniform_deep_dropcache	E1-100B_baseline__workloadc	workloadc	uniform	baseline	E1-100B	1630509	29.437	2.122	1038249452	63.22	489202806	309249824	721952887	316296565	309249824	1541	1038247911	68.88	115.06	167.40	124459913	0.00				304.4		deep	True	50	1048576000	1380	/work/vcomp/exp/eval_20260909_night1/E1-100B_baseline	2026-09-14T03:16:00.100670+00:00
fix_20260914_ycsbc_uniform_deep_dropcache	E1-100B_f2load__workloadc	workloadc	uniform	f2load	E1-100B	1589457	30.196	2.432	1160023996	62.92	476916828	300074503	851638310	308385686	300074503	1560	1160022436	68.79	129.02	175.67	120361310	0.00				304.3		deep	True	50	1048576000	1393	/work/vcomp/exp/fix_20260913/E1-100B_f2load	2026-09-14T03:21:30.466767+00:00
fix_20260915_ycsba_globaluniq	E3-u100_f2load__workloada	workloada	uniform	f2load	E3-u100	375444	127.662	13.629	681432246	98.20	49997638	49098793	626238349	55193897	49096111	38924	681414381	75.05	528.31	1022.30	53587979	855.38	266.4	17.4	283.8	289.0	100000000	hardlink	True	50	1048576000	17747	/work/vcomp/exp/global_unique_20260914/E3-u100_f2load	2026-09-14T19:08:16.643538+00:00
fix_20260915_ycsba_nobitmap	E1-100B_f2load__workloada	workloada	uniform	f2load	E1-100B	747389	64.141	7.688	384393380	64.13	49997638	32063438	348938859	35454521	32046436	3290	384391823	69.95	217.98	723.79	22353667	65.52	133.8	16.4	150.2	154.7	100000000	hardlink	True	50	1048576000	1393	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E1-100B_f2load	2026-09-14T18:27:56.145537+00:00
fix_20260915_ycsba_nobitmap	E1-10KB_f2load__workloada	workloada	uniform	f2load	E1-10KB	45323	1054.182	8.633	431653890	63.94	49997638	31966310	395922237	35731653	31964352	462256	431519814	96.40	969.74	1952.93	42639798	11779.95	2206.3	18.4	2224.7	2235.9	100000000	hardlink	True	50	1048576000	130232	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E1-10KB_f2load	2026-09-14T19:56:16.795473+00:00
fix_20260915_ycsba_nobitmap	E2-2T_f2load__workloada	workloada	uniform	f2load	E2-2T	372798	128.159	13.739	686900250	63.60	49997638	31796424	648784815	38115435	31794943	51672	686873415	75.62	532.13	1056.64	37575981	932.90	268.2	21.4	289.6	295.0	100000000	hardlink	True	50	2097152000	26780	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E2-2T_f2load	2026-09-14T19:13:14.031076+00:00
fix_20260915_ycsba_nobitmap	E2-4T_f2load__workloada	workloada	uniform	f2load	E2-4T	334451	143.177	12.548	627364088	63.66	49997638	31827187	589794665	37569423	31826335	78802	627315905	76.64	545.71	1030.83	37719768	1131.04	299.0	28.4	327.4	334.1	100000000	hardlink	True	50	4194304000	48079	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E2-4T_f2load	2026-09-14T19:18:51.809915+00:00
fix_20260915_ycsba_nobitmap	E2-8T_f2load__workloada	workloada	uniform	f2load	E2-8T	312357	152.594	12.640	631947845	63.34	49997638	31669366	594489673	37458172	31668776	143454	631840928	75.95	550.91	1080.03	38075564	1156.17	320.1	20.0	340.1	349.3	100000000	hardlink	True	50	8388608000	104674	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E2-8T_f2load	2026-09-14T20:02:16.622953+00:00
fix_20260915_ycsba_nobitmap	E3-u100_f2load__workloada	workloada	uniform	f2load	E3-u100	373874	128.199	13.954	697642044	82.65	49997638	41322209	649994617	47647427	41319491	41171	697624245	74.14	483.27	838.01	46258608	840.31	267.5	21.6	289.1	294.4	100000000	hardlink	True	50	1048576000	17723	/work/vcomp/exp/nobitmap_20260914/E3-u100_f2load	2026-09-14T19:03:25.702097+00:00
fix_20260915_ycsba_nobitmap	E3-u25_f2load__workloada	workloada	uniform	f2load	E3-u25	449495	106.714	14.255	712708118	28.41	49997638	14203778	691767321	20940797	14201161	18387	712703136	75.01	424.57	799.89	19786135	728.82	222.5	18.6	241.1	244.9	100000000	hardlink	True	50	1048576000	4965	/work/vcomp/exp/nobitmap_20260914/E3-u25_f2load	2026-09-14T18:32:02.352681+00:00
fix_20260915_ycsba_nobitmap	E3-u50_f2load__workloada	workloada	uniform	f2load	E3-u50	424032	113.119	14.551	727524636	52.69	49997638	26343260	694423042	33101594	26340529	29463	727514323	73.97	414.07	735.28	31690840	737.05	235.8	7.6	243.4	247.7	100000000	hardlink	True	50	1048576000	10265	/work/vcomp/exp/nobitmap_20260914/E3-u50_f2load	2026-09-14T18:40:27.637827+00:00
fix_20260915_ycsba_nobitmap	E3-u75_f2load__workloada	workloada	uniform	f2load	E3-u75	393839	121.802	14.170	708444734	68.13	49997638	34063573	667880159	40564575	34060776	36257	708430643	75.14	498.00	868.41	39171807	826.32	253.9	19.2	273.1	277.9	100000000	hardlink	True	50	1048576000	14036	/work/vcomp/exp/nobitmap_20260914/E3-u75_f2load	2026-09-14T18:58:29.491244+00:00
fix_20260915_ycsba_nobitmap	E4-1024m10_f2load__workloada	workloada	uniform	f2load	E4-1024m10	392320	122.247	14.387	719307900	64.19	49997638	32091469	680584726	38723174	32088595	25703	719299810	72.10	367.85	621.48	37177609	917.46	254.9	10.0	264.9	268.7	100000000	hardlink	True	50	1048576000	12946	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E4-1024m10_f2load	2026-09-14T18:49:13.251331+00:00
fix_20260915_ycsba_nobitmap	E4-256m4_f2load__workloada	workloada	uniform	f2load	E4-256m4	439860	109.010	19.173	958604985	64.44	49997638	32219901	917451052	41153933	32217257	18033	958592396	71.96	322.12	562.98	38509363	391.94	227.3	21.6	248.9	253.5	100000000	hardlink	True	50	1048576000	12569	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E4-256m4_f2load	2026-09-14T18:44:43.063033+00:00
fix_20260915_ycsba_nobitmap	E7-lz4_f2load__workloada	workloada	uniform	f2load	E7-lz4	418995	114.461	14.092	704563253	64.33	49997638	32162089	665912123	38651130	32159446	22123	704556337	75.92	483.27	866.12	37046958	799.29	238.7	12.4	251.1	255.1	100000000	hardlink	True	50	1048576000	6902	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E7-lz4_f2load	2026-09-14T18:36:18.599761+00:00
fix_20260915_ycsba_nobitmap	P0fix-r1_f2load__workloada	workloada	uniform	f2load	P0fix-r1	397691	120.601	14.099	704917849	64.01	49997638	32003150	666421645	38496204	32000398	35670	704904594	74.99	484.39	845.23	37158053	827.87	251.5	18.8	270.3	274.8	100000000	hardlink	True	50	1048576000	13205	/work/vcomp/exp/nobitmap_remaining_20260914_run1/P0fix-r1_f2load	2026-09-14T18:53:49.930653+00:00
nobitmap_remaining_20260914_run1_ycsbc	E1-100B_f2load__workloadc	workloadc	zipfian	f2load	E1-100B	2560926	18.742	2.429	1866772800	62.88	768394050	483200794	1357700752	509072048	483200794	1568	1866771232	69.30	118.92	355.21	70096976	0.00	300.0		300.0	304.4		hardlink	False	50	1048576000	1393	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E1-100B_f2load	2026-09-14T13:29:01.149947+00:00
nobitmap_remaining_20260914_run1_ycsbc	E1-10KB_f2load__workloadc	workloadc	zipfian	f2load	E1-10KB	1175045	40.847	4.503	1587716169	63.81	352552378	224974919	1350813257	236902912	224974919	137150	1587579019	85.38	156.65	797.69	99111754	0.00	300.0		300.0	308.0		hardlink	False	50	1048576000	130232	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E1-10KB_f2load	2026-09-14T17:11:24.923470+00:00
nobitmap_remaining_20260914_run1_ycsbc	E2-2T_f2load__workloadc	workloadc	zipfian	f2load	E2-2T	1438361	33.369	3.856	1664021092	62.20	431559868	268447157	1384511266	279509826	268447157	26865	1663994227	70.64	109.79	169.56	103088504	0.00	300.0		300.0	305.0		hardlink	False	50	2097152000	26780	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E2-2T_f2load	2026-09-14T14:02:11.761714+00:00
nobitmap_remaining_20260914_run1_ycsbc	E2-4T_f2load__workloadc	workloadc	zipfian	f2load	E2-4T	1353587	35.458	4.246	1724527899	65.17	406142129	264681092	1447647895	276880004	264681092	48319	1724479580	70.04	109.78	176.34	101870053	0.00	300.0		300.0	305.8		hardlink	False	50	4194304000	48079	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E2-4T_f2load	2026-09-14T14:20:32.347918+00:00
nobitmap_remaining_20260914_run1_ycsbc	E2-8T_f2load__workloadc	workloadc	zipfian	f2load	E2-8T	1140933	42.068	5.097	1744767417	63.78	342318423	218324186	1513210686	231556731	218324186	109611	1744657806	70.14	109.63	219.20	98241572	0.00	300.0		300.0	307.8		hardlink	False	50	8388608000	104674	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E2-8T_f2load	2026-09-14T15:26:01.165770+00:00
nobitmap_remaining_20260914_run1_ycsbc	E4-1024m10_f2load__workloadc	workloadc	zipfian	f2load	E4-1024m10	1468293	32.687	2.897	1276403339	63.91	440652280	281623752	981595258	294808081	281623752	18274	1276390392	91.11	562.79	1129.38	98443395	297.18	300.1		300.1	304.6		hardlink	False	50	1048576000	12946	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E4-1024m10_f2load	2026-09-14T13:47:25.133584+00:00
nobitmap_remaining_20260914_run1_ycsbc	E4-256m4_f2load__workloadc	workloadc	zipfian	f2load	E4-256m4	1468452	32.685	4.168	1836323785	61.03	440589016	268908523	1554811165	281512620	268908523	12620	1836311165	69.60	109.78	240.85	100616429	0.00	300.0		300.0	304.6		hardlink	False	50	1048576000	12569	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E4-256m4_f2load	2026-09-14T13:41:10.095575+00:00
nobitmap_remaining_20260914_run1_ycsbc	E7-lz4_f2load__workloadc	workloadc	zipfian	f2load	E7-lz4	1636909	29.322	3.274	1607977102	62.86	491123356	308734596	1288114105	319862997	308734596	6918	1607970184	66.68	124.51	382.84	110650617	0.00	300.0		300.0	304.0		hardlink	False	50	1048576000	6902	/work/vcomp/exp/nobitmap_remaining_20260914_run1/E7-lz4_f2load	2026-09-14T13:34:58.562785+00:00
nobitmap_remaining_20260914_run1_ycsbc	P0fix-r1_f2load__workloadc	workloadc	zipfian	f2load	P0fix-r1	1573390	30.505	3.344	1578637146	59.50	472082871	280895571	1283248524	295388622	280895571	13242	1578623904	69.40	109.63	169.88	106609026	0.00	300.0		300.0	304.6		hardlink	False	50	1048576000	13205	/work/vcomp/exp/nobitmap_remaining_20260914_run1/P0fix-r1_f2load	2026-09-14T13:53:33.303800+00:00
nobitmap_reps_plr_20260917_r1_E1-100B_ycsbc	E1-100B_f2load__workloadc	workloadc	zipfian	f2load	E1-100B	2277817	21.071	2.937	2007359905	63.34	683443016	432888542	1553438211	453921694	432888542	1568	2007358337	70.74	126.37	441.73	63603397	0.00	300.0		300.0	304.6		hardlink	False	50	1048576000	1372	/work/vcomp/exp/nbreps_work/E1-100B_f2load	2026-09-17T03:42:29.202747+00:00
nobitmap_reps_plr_20260917_r1_E1-10KB_ycsbc	E1-10KB_f2load__workloadc	workloadc	zipfian	f2load	E1-10KB	1182793	40.581	4.258	1511055903	59.00	354864429	209358557	1290669907	220385996	209358557	136804	1510919099	84.68	158.57	917.95	99953019	0.00	300.0		300.0	308.0		hardlink	False	50	1048576000	129473	/work/vcomp/exp/nbreps_work/E1-10KB_f2load	2026-09-17T07:34:02.770776+00:00
nobitmap_reps_plr_20260917_r1_E2-2T_ycsbc	E2-2T_f2load__workloadc	workloadc	zipfian	f2load	E2-2T	1423165	33.726	3.937	1681099426	62.39	426987459	266402868	1403485386	277614040	266402868	26163	1681073263	69.51	109.60	167.13	101976545	0.00	300.0		300.0	305.2		hardlink	False	50	2097152000	26094	/work/vcomp/exp/nbreps_work/E2-2T_f2load	2026-09-17T04:40:57.961359+00:00
nobitmap_reps_plr_20260917_r1_E2-4T_ycsbc	E2-4T_f2load__workloadc	workloadc	zipfian	f2load	E2-4T	1371112	35.006	4.054	1667627403	64.66	411380176	266000761	1388768610	278858793	266000761	47571	1667579832	69.90	109.76	169.15	103091803	0.00	300.0		300.0	305.8		hardlink	False	50	4194304000	47357	/work/vcomp/exp/nbreps_work/E2-4T_f2load	2026-09-17T05:00:36.548552+00:00
nobitmap_reps_plr_20260917_r1_E2-8T_ycsbc	E2-8T_f2load__workloadc	workloadc	zipfian	f2load	E2-8T	1234226	38.888	4.422	1637573375	62.48	370320696	231379113	1393350070	244223305	231379113	108233	1637465142	69.27	109.63	257.89	105885145	0.00	300.0		300.0	307.8		hardlink	False	50	8388608000	103636	/work/vcomp/exp/nbreps_work/E2-8T_f2load	2026-09-17T06:05:09.167122+00:00
nobitmap_reps_plr_20260917_r1_E3-u100_ycsbc	E3-u100_f2load__workloadc	workloadc	zipfian	f2load	E3-u100	1063449	45.133	3.510	1119808480	99.54	319075320	317608412	793930864	325877616	317608412	17586	1119790894	70.29	109.85	595.66	119632642	0.00	300.0		300.0	305.0		hardlink	False	50	1048576000	17526	/work/vcomp/exp/nbreps_work/E3-u100_f2load	2026-09-17T04:31:27.019103+00:00
nobitmap_reps_plr_20260917_r1_E3-u25_ycsbc	E3-u25_f2load__workloadc	workloadc	zipfian	f2load	E3-u25	3212126	14.942	2.581	2487641563	28.55	963771186	275189695	2191382324	296259239	275189695	4855	2487636708	69.50	109.66	276.39	73863338	0.00	300.0		300.0	304.5		hardlink	False	50	1048576000	4828	/work/vcomp/exp/nbreps_work/E3-u25_f2load	2026-09-17T03:48:55.370301+00:00
nobitmap_reps_plr_20260917_r1_E3-u50_ycsbc	E3-u50_f2load__workloadc	workloadc	zipfian	f2load	E3-u50	1343382	35.727	4.182	1685644120	50.33	403090547	202890848	1469710880	215933240	202890848	10075	1685634045	70.74	109.55	168.45	72082041	0.00	300.1		300.1	304.8		hardlink	False	50	1048576000	10049	/work/vcomp/exp/nbreps_work/E3-u50_f2load	2026-09-17T04:03:22.264856+00:00
nobitmap_reps_plr_20260917_r1_E4-1024m10_ycsbc	E4-1024m10_f2load__workloadc	workloadc	zipfian	f2load	E4-1024m10	1583328	30.313	2.153	1023114629	61.76	475157855	293447345	724130963	298983666	293447345	17941	1023101985	93.17	573.95	1141.44	105842406	298.72	300.1		300.1	304.8		hardlink	False	50	1048576000	12627	/work/vcomp/exp/nbreps_work/E4-1024m10_f2load	2026-09-17T04:18:07.232206+00:00
nobitmap_reps_plr_20260917_r1_E4-256m4_ycsbc	E4-256m4_f2load__workloadc	workloadc	zipfian	f2load	E4-256m4	1423334	33.721	4.476	1911644712	62.22	427054999	265729517	1629948618	281696094	265729517	12174	1911632538	68.21	109.52	167.95	97296129	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	12149	/work/vcomp/exp/nbreps_work/E4-256m4_f2load	2026-09-17T04:10:15.233231+00:00
nobitmap_reps_plr_20260917_r1_E7-lz4_ycsbc	E7-lz4_f2load__workloadc	workloadc	zipfian	f2load	E7-lz4	1685345	28.479	2.759	1395234785	67.29	505657597	340276603	1046595865	348638920	340276603	6764	1395228021	66.68	135.29	571.24	113495608	0.00	300.0		300.0	304.4		hardlink	False	50	1048576000	6751	/work/vcomp/exp/nbreps_work/E7-lz4_f2load	2026-09-17T03:57:01.142011+00:00
nobitmap_reps_plr_20260917_r1_P0fix-r1_ycsbc	P0fix-r1_f2load__workloadc	workloadc	zipfian	f2load	P0fix-r1	1331704	36.042	4.079	1629761636	65.13	399553921	260235005	1350031226	279730410	260235005	13120	1629748516	69.89	109.73	206.07	90608606	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	13088	/work/vcomp/exp/nbreps_work/P0fix-r1_f2load	2026-09-17T04:25:00.108478+00:00
nobitmap_reps_plr_20260917_r2_E1-100B_ycsbc	E1-100B_f2load__workloadc	workloadc	zipfian	f2load	E1-100B	1757981	27.303	2.948	1554979060	66.78	527446033	352236771	1193224532	361754528	352236771	1580	1554977480	70.01	117.13	326.99	50554348	0.00	300.0		300.0	304.5		hardlink	False	50	1048576000	1377	/work/vcomp/exp/nbreps_work/E1-100B_f2load	2026-09-17T07:40:26.007899+00:00
nobitmap_reps_plr_20260917_r2_E1-10KB_ycsbc	E1-10KB_f2load__workloadc	workloadc	zipfian	f2load	E1-10KB	1133550	42.344	4.915	1671533174	65.89	340091359	224082130	1435769609	235763565	224082130	135573	1671397601	83.99	161.90	859.32	96104012	0.00	300.0		300.0	308.0		hardlink	False	50	1048576000	129205	/work/vcomp/exp/nbreps_work/E1-10KB_f2load	2026-09-17T11:45:43.860900+00:00
nobitmap_reps_plr_20260917_r2_E2-2T_ycsbc	E2-2T_f2load__workloadc	workloadc	zipfian	f2load	E2-2T	1298707	36.958	4.329	1686806034	62.41	389659512	243176926	1431192040	255613994	243176926	26130	1686779904	71.32	109.81	169.61	93247268	0.00	300.0		300.0	305.2		hardlink	False	50	2097152000	26071	/work/vcomp/exp/nbreps_work/E2-2T_f2load	2026-09-17T08:38:50.974850+00:00
nobitmap_reps_plr_20260917_r2_E2-4T_ycsbc	E2-4T_f2load__workloadc	workloadc	zipfian	f2load	E2-4T	1385705	34.637	3.958	1645751239	64.02	415764533	266151817	1368047308	277703931	266151817	47615	1645703624	70.25	109.59	165.10	104278300	0.00	300.0		300.0	305.8		hardlink	False	50	4194304000	47421	/work/vcomp/exp/nbreps_work/E2-4T_f2load	2026-09-17T08:59:05.942598+00:00
nobitmap_reps_plr_20260917_r2_E2-8T_ycsbc	E2-8T_f2load__workloadc	workloadc	zipfian	f2load	E2-8T	1229328	39.042	4.333	1598077597	64.63	368852421	238372080	1332514599	265562998	238372080	107650	1597969947	70.12	109.55	229.89	105426204	0.00	300.0		300.0	307.8		hardlink	False	50	8388608000	103536	/work/vcomp/exp/nbreps_work/E2-8T_f2load	2026-09-17T10:05:44.920037+00:00
nobitmap_reps_plr_20260917_r2_E3-u100_ycsbc	E3-u100_f2load__workloadc	workloadc	zipfian	f2load	E3-u100	1064260	45.100	3.366	1074872333	99.50	319308165	317708272	749282759	325589574	317708272	17626	1074854707	66.39	109.83	442.20	119716514	0.00	300.0		300.0	305.0		hardlink	False	50	1048576000	17564	/work/vcomp/exp/nbreps_work/E3-u100_f2load	2026-09-17T08:29:18.530972+00:00
