job	plr_error	output_level	plr_segments	actual_output_files	predicted_output_files	output_file_delta	actual_entries	predicted_entries	entry_error_pct	rank_ks	rank_count_sup	boundary_mass_error
495	2	0	35203	1	1	0	322848	322892	0.013628704529685797	0.0015008384224228309	0.0014341114084646645	0.00013628704529685797
496	2	2	13694	2	2	0	126339	126288	-0.040367582456723575	0.003038779457243818	0.003371880416973381	0.000977528712432424
497	2	2	13665	2	2	0	126294	126192	-0.08076393177823174	0.002904211750585553	0.002454590083456063	0.0020626474733558206
503	2	0	28123	1	1	0	258286	258311	0.009679192832751291	0.0008597317242315002	0.0008904857406131188	9.679192832751291e-05
592	2	0	28290	1	1	0	258292	258314	0.008517491830951017	0.0010129003393266726	0.000956282037384046	8.517491830951016e-05
616	2	0	28038	1	1	0	258286	258308	0.008517689692821136	0.0010071429393223924	0.0009950210232068327	8.517689692821136e-05
631	2	0	28228	1	1	0	258292	258314	0.008517491830951017	0.0011039945831359372	0.0010259706069100088	8.517491830951016e-05
645	2	0	28170	1	1	0	258282	258309	0.010453690152623877	0.0008222449385175961	0.0008014495783678305	0.00010453690152623876
659	2	0	28206	1	1	0	258283	258113	-0.06581927575566336	0.0010699766301734538	0.001475126121347514	0.0006581927575566336
670	2	0	27913	1	1	0	258292	258316	0.009291809270128381	0.0017134131521429582	0.0017615721741285058	9.291809270128382e-05
687	2	0	27904	1	1	0	258290	258315	0.009679042936234466	0.0013482106639987424	0.0013705524797708003	9.679042936234466e-05
702	2	0	27936	1	1	0	258286	258155	-0.050718970443616763	0.000834918688922935	0.0010221227631385364	0.0005071897044361676
713	2	0	28061	1	1	0	258288	258316	0.010840612029982035	0.0016065703790927252	0.0016957814532614756	0.00010840612029982035
730	2	0	28251	1	1	0	258293	258315	0.008517458854866372	0.0008270218243879564	0.0008556174576933947	8.517458854866372e-05
744	2	0	28347	1	1	0	258289	258309	0.007743264327942731	0.001095284213095536	0.0011189016953877247	7.743264327942731e-05
756	2	0	27909	1	1	0	258285	258307	0.008517722670693227	0.0013662353095517381	0.001308631937588323	8.517722670693227e-05
768	2	1	475950	38	38	0	4369904	4369687	-0.00496578414537253	0.0002610588988556988	0.0002924549372251656	6.044333672944952e-05
773	2	0	28082	1	1	0	258283	258312	0.011227994099495514	0.001336392560242169	0.0013705896245591077	0.00011227994099495515
789	2	2	27820	3	3	0	258938	258904	-0.013130556349396381	0.0021338932406830945	0.0021086128725795366	0.000554830371234298
790	2	2	28121	3	3	0	258931	258713	-0.08419231378243625	0.0014074676029095829	0.0017456387995257424	0.0002870777671786435
791	2	2	28213	3	3	0	258933	258842	-0.03514422649874678	0.0013813959127526203	0.001459837100717174	0.0002832135468763477
792	2	2	28179	3	3	0	258863	259092	0.08846378200051765	0.0017959077226059228	0.001379107867868332	0.00036312644139950475
793	2	2	28227	3	3	0	259011	258905	-0.04092490280335584	0.001161531901758404	0.0011428086065842764	0.00015572054211339802
794	2	2	28097	3	3	0	258981	259182	0.07761187114112618	0.0010083231035661073	0.0015792664326726672	0.0005573124411958149
795	2	2	28171	3	3	0	258739	259218	0.18512864315004696	0.0007339755079228125	0.00238077754030123	0.0006067890808884629
796	2	2	28150	3	3	0	258856	259338	0.18620391260005562	0.0011013817262746975	0.0025303643724696357	0.0006193919914289541
797	2	2	42195	5	5	0	388725	388589	-0.034986172744227925	0.008299303191395069	0.008412116534825391	0.002630651488841726
798	2	2	42109	5	5	0	387888	387824	-0.01649960813430681	0.00764382527989819	0.007700676483933506	0.0025986882811533225
799	2	2	20350	3	3	0	188174	188301	0.06749072666787123	0.0009791412518296652	0.0014826702945146513	0.00032771087752115946
